step,theta_min,theta_max,theta_mean,c_min,c_max,c_mean,c_std,mu_d,boundary_hits,theta_grad_norm,theta_grad_finite,anchor_loss
140,0.054500430822372437,0.05653155595064163,0.0559704452753067,1.0136218070983887,1.0141291618347168,1.013988971710205,0.00010119154467247427,0.20812681317329407,0,4.662664729021439e-06,True,1.4044773344323858e-08
145,0.05389267951250076,0.05673092603683472,0.05596328526735306,1.013469934463501,1.014178991317749,1.0139871835708618,0.00012148158566560596,0.21194377541542053,0,5.54762868828922e-06,True,1.8611595820061666e-08
150,0.054302699863910675,0.05683021992444992,0.05589623376727104,1.0135724544525146,1.0142037868499756,1.0139703750610352,0.00014634960098192096,0.22087419033050537,0,6.686658360484006e-06,True,2.7468946228736968e-08
155,0.05369054153561592,0.056396983563899994,0.05583164095878601,1.0134193897247314,1.0140955448150635,1.0139542818069458,0.00016153615433722734,0.22676493227481842,0,6.547288795741211e-06,True,3.486567834443122e-08
160,0.053341373801231384,0.05662716552615166,0.055778685957193375,1.0133321285247803,1.014153003692627,1.0139410495758057,0.00016504005179740489,0.2425791621208191,0,7.917644421957801e-06,True,3.871820553058569e-08
165,0.053306955844163895,0.056792110204696655,0.05564037710428238,1.0133235454559326,1.0141942501068115,1.013906478881836,0.00018937006825581193,0.2480240762233734,0,8.466246584202313e-06,True,5.5800079223899957e-08
170,0.05341286212205887,0.05663184076547623,0.055611930787563324,1.013350009918213,1.0141541957855225,1.013899326324463,0.00017617437697481364,0.2608787417411804,0,8.743345799704644e-06,True,5.327916596797877e-08
175,0.051641713827848434,0.05676129832863808,0.0554082877933979,1.0129075050354004,1.0141865015029907,1.0138485431671143,0.0002579985011834651,0.2573106288909912,0,1.1686475157423622e-05,True,1.0524758664587353e-07
180,0.05223733186721802,0.056536685675382614,0.05535183474421501,1.0130562782287598,1.0141303539276123,1.0138343572616577,0.0002658476587384939,0.272603303194046,0,1.016872865600861e-05,True,1.1505373009867981e-07
185,0.05238743871450424,0.05649716407060623,0.05532556772232056,1.0130939483642578,1.0141205787658691,1.0138278007507324,0.0002759921189863235,0.2754174470901489,0,1.1334449451114256e-05,True,1.231666431067424e-07
190,0.05064929276704788,0.05657358840107918,0.05512744560837746,1.0126595497131348,1.0141396522521973,1.0137783288955688,0.0003268855216447264,0.2896885871887207,0,1.1697461310392955e-05,True,1.7685997022454103e-07
195,0.05018133297562599,0.0570521354675293,0.055120211094617844,1.012542724609375,1.0142590999603271,1.0137765407562256,0.0003101281763520092,0.28582829236984253,0,1.2011087688397788e-05,True,1.6760903065460298e-07
200,0.05109753459692001,0.05641749128699303,0.05489129573106766,1.0127716064453125,1.0141006708145142,1.0137193202972412,0.00034451636020094156,0.30114179849624634,0,1.1399546391554474e-05,True,2.233484650560058e-07
205,0.050798457115888596,0.05668317899107933,0.054987162351608276,1.0126968622207642,1.014167070388794,1.013743281364441,0.0003536052245181054,0.3009048402309418,0,1.5937485864494044e-05,True,2.143576409707748e-07
210,0.05117342248558998,0.056907959282398224,0.05468139052391052,1.012790560722351,1.0142230987548828,1.0136668682098389,0.00036482251016423106,0.3129345774650574,0,1.2323042791061168e-05,True,2.741049058840872e-07
215,0.04842621460556984,0.05624104291200638,0.05454128235578537,1.0121042728424072,1.0140565633773804,1.013631820678711,0.00040617823833599687,0.3198986053466797,0,1.9013252521251064e-05,True,3.323590931358922e-07
220,0.05099121853709221,0.05687863379716873,0.05473514646291733,1.0127450227737427,1.0142158269882202,1.013680338859558,0.0003597520408220589,0.32482701539993286,0,2.1146856219218797e-05,True,2.6061800895149645e-07
225,0.04872596263885498,0.05692356452345848,0.054217927157878876,1.0121791362762451,1.014227032661438,1.013551115989685,0.0004749616200570017,0.3358128070831299,0,1.962977058636231e-05,True,4.63364045799608e-07
230,0.05085855722427368,0.0568634457886219,0.054327741265296936,1.012712001800537,1.0142120122909546,1.0135786533355713,0.0003754599892999977,0.33864954113960266,0,2.081633657244712e-05,True,3.5600965020421427e-07
235,0.04581505060195923,0.05657505989074707,0.054281748831272125,1.0114517211914062,1.0141398906707764,1.0135670900344849,0.0005019116797484457,0.3417913615703583,0,1.933842151946327e-05,True,4.732953016173269e-07
240,0.05034133046865463,0.05662858858704567,0.05409276485443115,1.0125826597213745,1.0141533613204956,1.0135198831558228,0.0004491590370889753,0.35741573572158813,0,2.0023726268752177e-05,True,4.721103152860451e-07
245,0.04489760845899582,0.05629359185695648,0.05389006435871124,1.0112224817276,1.0140697956085205,1.0134692192077637,0.000557246501557529,0.355388879776001,0,2.1462867454043802e-05,True,6.318960572571086e-07
250,0.048452768474817276,0.05656491592526436,0.053842686116695404,1.0121108293533325,1.0141375064849854,1.0134574174880981,0.00047405913937836885,0.3600848615169525,0,2.0579488311057246e-05,True,5.630976147585898e-07
255,0.04704282805323601,0.05627810209989548,0.05380643904209137,1.01175856590271,1.0140657424926758,1.0134483575820923,0.0005513005889952183,0.36451035737991333,0,2.3585198240054393e-05,True,6.497838853647409e-07
260,0.04533739015460014,0.05667489394545555,0.05348849296569824,1.0113325119018555,1.014164924621582,1.0133689641952515,0.0006380582926794887,0.3712507486343384,0,2.609324875321945e-05,True,8.488266303174896e-07
265,0.04668590798974037,0.05639219656586647,0.05375940352678299,1.011669397354126,1.014094352722168,1.0134365558624268,0.0004962098319083452,0.37270277738571167,0,2.3496815009708464e-05,True,6.083721473260084e-07
270,0.0435711070895195,0.0569969117641449,0.05311627313494682,1.010891079902649,1.0142453908920288,1.0132759809494019,0.0007168674492277205,0.3764146864414215,0,2.6230337464663826e-05,True,1.0841641824299586e-06
275,0.04731576144695282,0.056953076273202896,0.05330972373485565,1.011826753616333,1.0142344236373901,1.01332426071167,0.0005926540470682085,0.37996986508369446,0,2.267823990440514e-05,True,8.567669738113182e-07
280,0.04552870988845825,0.0573970191180706,0.05336052551865578,1.0113801956176758,1.014345407485962,1.0133368968963623,0.0005877890507690609,0.3855369985103607,0,2.3750060380816762e-05,True,8.334260428455309e-07
285,0.046040475368499756,0.056399960070848465,0.05288468673825264,1.0115081071853638,1.0140962600708008,1.0132180452346802,0.0006378995021805167,0.39051204919815063,0,2.6375204182003425e-05,True,1.072383838618407e-06
290,0.045308712869882584,0.05637664347887039,0.053220391273498535,1.0113252401351929,1.0140904188156128,1.013301968574524,0.0006636992329731584,0.393047958612442,0,2.8074892381593604e-05,True,9.748273441800848e-07
295,0.046337518841028214,0.056208014488220215,0.05253124237060547,1.0115822553634644,1.0140483379364014,1.0131298303604126,0.0006453131209127605,0.38976848125457764,0,2.2451782038616457e-05,True,1.2330964409557055e-06
300,0.04516576603055,0.05631675571203232,0.05313018709421158,1.0112895965576172,1.014075517654419,1.0132794380187988,0.000650162692181766,0.3946092128753662,0,2.3935361581469387e-05,True,9.912878340401221e-07
305,0.04383993521332741,0.05622156336903572,0.0522928349673748,1.010958194732666,1.0140516757965088,1.0130702257156372,0.0007093154126778245,0.3976324498653412,0,2.5655682452493088e-05,True,1.4272984572016867e-06
310,0.046737756580114365,0.05622921884059906,0.05287822335958481,1.0116822719573975,1.0140535831451416,1.013216495513916,0.0006341260159388185,0.40449342131614685,0,2.447885284445638e-05,True,1.0704152373364195e-06
315,0.04266030713915825,0.05647699162364006,0.05220843851566315,1.0106635093688965,1.014115571975708,1.0130491256713867,0.0007391318213194609,0.40534472465515137,0,2.491337348125438e-05,True,1.509700723545393e-06
320,0.04603409022092819,0.05653367564082146,0.0524928942322731,1.0115065574645996,1.014129638671875,1.013120174407959,0.0007153846090659499,0.4133493900299072,0,2.488757203674682e-05,True,1.3421013136394322e-06
325,0.04403744637966156,0.0563095323741436,0.05248823016881943,1.01100754737854,1.0140736103057861,1.0131189823150635,0.0007086066179908812,0.4143045246601105,0,3.11885207292142e-05,True,1.3349737173484755e-06
330,0.04155292361974716,0.056184038519859314,0.051923491060733795,1.0103867053985596,1.0140423774719238,1.012977957725525,0.00082089111674577,0.41723722219467163,0,2.6638449477676587e-05,True,1.7769141322787618e-06
335,0.04444560036063194,0.056192122399806976,0.052253879606723785,1.0111095905303955,1.0140442848205566,1.0130605697631836,0.0007230221526697278,0.4188504219055176,0,2.808766845918768e-05,True,1.4649292552348925e-06
340,0.045168451964855194,0.05620511248707771,0.05152871087193489,1.011290192604065,1.014047622680664,1.0128793716430664,0.0007499484927393496,0.4193529784679413,0,2.9934578767097916e-05,True,1.8861264834413305e-06
345,0.041429102420806885,0.05647468566894531,0.05196073651313782,1.0103557109832764,1.0141148567199707,1.0129872560501099,0.0008500825497321784,0.42217278480529785,0,3.055723797437584e-05,True,1.8043941736323177e-06
350,0.044533777981996536,0.05640670284628868,0.051777876913547516,1.0111315250396729,1.0140979290008545,1.0129414796829224,0.0007612910703755915,0.41587746143341064,0,3.139696343304886e-05,True,1.7637994460528716e-06
355,0.04326494410634041,0.056445974856615067,0.05142660811543465,1.0108145475387573,1.0141077041625977,1.0128538608551025,0.0008557552937418222,0.43055039644241333,0,3.156860509554891e-05,True,2.108660282829078e-06
360,0.042388323694467545,0.057283494621515274,0.051554448902606964,1.0105955600738525,1.0143169164657593,1.0128858089447021,0.0008537495159544051,0.43149012327194214,0,3.147407595836794e-05,True,2.0315351321187336e-06
365,0.04191950708627701,0.05617046356201172,0.051232852041721344,1.0104783773422241,1.0140389204025269,1.012805461883545,0.0008787709521129727,0.4334977865219116,0,3.487547629803605e-05,True,2.2628023543802556e-06
370,0.042800839990377426,0.0563751719892025,0.051309529691934586,1.0106985569000244,1.0140900611877441,1.012824535369873,0.0008692273986525834,0.4363587498664856,0,3.338600083942535e-05,True,2.200441940658493e-06
375,0.04279989004135132,0.056239623576402664,0.05115664377808571,1.0106983184814453,1.0140562057495117,1.0127863883972168,0.0008625327609479427,0.4363807439804077,0,3.5628088031921276e-05,True,2.282182776980335e-06
380,0.04152282699942589,0.05622675269842148,0.05080733448266983,1.0103791952133179,1.0140529870986938,1.012699007987976,0.0009623041260056198,0.44566458463668823,0,3.964922905714603e-05,True,2.6810048439074308e-06
385,0.04247846454381943,0.05692257359623909,0.05110303312540054,1.010617971420288,1.0142267942428589,1.0127729177474976,0.0008869409211911261,0.4462991952896118,0,3.399921005016892e-05,True,2.3566035451949574e-06
390,0.044176869094371796,0.0562390461564064,0.050855543464422226,1.0110423564910889,1.0140560865402222,1.0127110481262207,0.000806449621450156,0.4436308741569519,0,3.4575604955879174e-05,True,2.383755372648011e-06
395,0.03888847678899765,0.056470874696969986,0.05062973499298096,1.009720802307129,1.0141139030456543,1.0126546621322632,0.0009854048257693648,0.4458566904067993,0,3.5087169880351293e-05,True,2.8435829335649032e-06
400,0.04009141027927399,0.056183815002441406,0.05079169571399689,1.010021448135376,1.0140422582626343,1.012695074081421,0.0009354624780826271,0.45836636424064636,0,4.622342434171154e-05,True,2.6424395400681533e-06
405,0.041173577308654785,0.056176021695137024,0.050358597189188004,1.0102919340133667,1.014040231704712,1.0125869512557983,0.0009379398543387651,0.45781758427619934,0,2.7900261244906727e-05,True,2.9449756766553037e-06
410,0.04247766733169556,0.0562138631939888,0.050468724220991135,1.010617733001709,1.014049768447876,1.0126144886016846,0.0009260533261112869,0.4558512568473816,0,3.537176389151572e-05,True,2.8455233405111358e-06
415,0.03991890326142311,0.05673063546419144,0.0504702553153038,1.0099784135818481,1.0141788721084595,1.0126149654388428,0.0009047502535395324,0.45675086975097656,0,3.276592826713642e-05,True,2.807118562486721e-06
420,0.04131554812192917,0.05615149810910225,0.05041034147143364,1.0103273391723633,1.0140341520309448,1.0125998258590698,0.0009610324050299823,0.4634668827056885,0,3.866039749798949e-05,True,2.950357156805694e-06
425,0.040228910744190216,0.05615448206663132,0.050034429877996445,1.0100558996200562,1.0140349864959717,1.0125060081481934,0.0009835524251684546,0.47067710757255554,0,4.248807973931142e-05,True,3.2676498449291103e-06
430,0.03976979851722717,0.056146685034036636,0.049907177686691284,1.0099411010742188,1.0140329599380493,1.0124741792678833,0.000996290473267436,0.46182480454444885,0,4.3772170286387354e-05,True,3.389216999494238e-06
435,0.04065167158842087,0.056839749217033386,0.05044029653072357,1.0101615190505981,1.0142061710357666,1.012607455253601,0.0009344437858089805,0.46813511848449707,0,4.044774569723568e-05,True,2.8807075977965724e-06
440,0.04075279459357262,0.05698441341519356,0.04988504946231842,1.010186791419983,1.014242172241211,1.012468695640564,0.0009480544831603765,0.4653130769729614,0,3.870908191190207e-05,True,3.315846242912812e-06
445,0.03890879079699516,0.05612419173121452,0.0494861826300621,1.0097259283065796,1.0140273571014404,1.01236891746521,0.001096517313271761,0.4722432792186737,0,4.3430627279954267e-05,True,3.92625724998652e-06
450,0.040348026901483536,0.05607161298394203,0.05007140338420868,1.0100855827331543,1.0140142440795898,1.0125151872634888,0.0009214008459821343,0.4685816168785095,0,3.7655349406629096e-05,True,3.126019237242872e-06
455,0.037366632372140884,0.05703335255384445,0.04977146536111832,1.009340524673462,1.0142544507980347,1.0124402046203613,0.0009984482312574983,0.47142475843429565,0,4.48695724201319e-05,True,3.4993029203178594e-06
460,0.03770081698894501,0.05631568655371666,0.04903576523065567,1.009424090385437,1.0140751600265503,1.012256383895874,0.0011573771480470896,0.4748865067958832,0,3.8082787477933657e-05,True,4.441128567123087e-06
465,0.04097345098853111,0.05603782460093498,0.049591489136219025,1.010241985321045,1.0140057802200317,1.0123953819274902,0.0009652481530793011,0.4770495891571045,0,4.1638428020494065e-05,True,3.57977091880457e-06
470,0.04020966589450836,0.05682442709803581,0.049519989639520645,1.0100510120391846,1.014202356338501,1.012377381324768,0.0010528790298849344,0.4827296733856201,0,4.1373735199568324e-05,True,3.8083398976596072e-06
475,0.03787687048316002,0.055991895496845245,0.049081459641456604,1.0094680786132812,1.0139943361282349,1.012267827987671,0.0010375471320003271,0.4800355136394501,0,4.248028233248318e-05,True,4.147919753449969e-06
480,0.0355377271771431,0.055955883115530014,0.049375955015420914,1.0088834762573242,1.0139853954315186,1.0123414993286133,0.0011218143627047539,0.4818752408027649,0,4.474850231073122e-05,True,4.072616320627276e-06
485,0.03719305619597435,0.05655360221862793,0.04927043989300728,1.0092971324920654,1.0141346454620361,1.012315034866333,0.001067554927431047,0.4856073260307312,0,4.4430523314144324e-05,True,4.046421054226812e-06
490,0.039413388818502426,0.055955979973077774,0.04887416213750839,1.0098520517349243,1.0139853954315186,1.0122159719467163,0.0010887117823585868,0.48709166049957275,0,4.995364040275995e-05,True,4.435670234670397e-06
495,0.03808620944619179,0.05581166222691536,0.048966873437166214,1.0095202922821045,1.0139492750167847,1.0122392177581787,0.0010333238169550896,0.49115073680877686,0,3.356308660992946e-05,True,4.240210273565026e-06
500,0.03164113312959671,0.05674326792359352,0.04883956536650658,1.0079096555709839,1.0141820907592773,1.0122075080871582,0.0012622671201825142,0.4831175208091736,0,3.620429023855023e-05,True,4.861507477471605e-06
505,0.03587239608168602,0.05579614266753197,0.04841051995754242,1.0089671611785889,1.0139453411102295,1.0121002197265625,0.0011827743146568537,0.49391400814056396,0,3.6203899288027846e-05,True,5.071183295513038e-06
510,0.03761371225118637,0.05603702738881111,0.04899702966213226,1.0094022750854492,1.0140056610107422,1.0122467279434204,0.0011557901743799448,0.4904651939868927,0,4.981184413025241e-05,True,4.4718435674440116e-06
515,0.03353387489914894,0.05588765814900398,0.04857760667800903,1.0083826780319214,1.0139682292938232,1.0121419429779053,0.0011591457296162844,0.4870593547821045,0,3.8372940855569565e-05,True,4.860541594098322e-06
520,0.030545659363269806,0.05580217391252518,0.04871277138590813,1.0076358318328857,1.0139468908309937,1.0121757984161377,0.001235611503943801,0.49809807538986206,0,4.452699523996054e-05,True,4.91234732180601e-06
525,0.03782706335186958,0.05562242865562439,0.04848862439393997,1.009455680847168,1.0139020681381226,1.0121196508407593,0.0011099643306806684,0.49662142992019653,0,5.224528922852469e-05,True,4.835974777961383e-06
530,0.037124793976545334,0.05584640055894852,0.04846065491437912,1.0092802047729492,1.0139579772949219,1.0121127367019653,0.0011568657355383039,0.49878567457199097,0,5.283600399499035e-05,True,4.9647223931970075e-06
535,0.030909137800335884,0.055465858429670334,0.04847542941570282,1.0077266693115234,1.0138628482818604,1.0121164321899414,0.0012238441267982125,0.5051403045654297,0,3.969272780183605e-05,True,5.105810942040989e-06
540,0.03446761146187782,0.056010544300079346,0.04829176515340805,1.0086159706115723,1.0139989852905273,1.0120704174041748,0.0011960278498008847,0.49922794103622437,0,4.48214024227848e-05,True,5.215470537223155e-06
545,0.036408983170986176,0.05536949634552002,0.0484488345682621,1.009101152420044,1.013838768005371,1.0121097564697266,0.0010858578607439995,0.5048427581787109,0,5.048943304833303e-05,True,4.8224892452708445e-06
550,0.0354669913649559,0.055587783455848694,0.04822546988725662,1.0088658332824707,1.0138933658599854,1.0120539665222168,0.001150693977251649,0.5086773633956909,0,4.713363245287472e-05,True,5.177535058464855e-06
555,0.03307092934846878,0.0558641217648983,0.04814572632312775,1.0082669258117676,1.0139623880386353,1.0120340585708618,0.0012307934230193496,0.5052427053451538,0,4.640572226570207e-05,True,5.43994747204124e-06
560,0.03554651886224747,0.05523449927568436,0.04780881851911545,1.0088856220245361,1.0138051509857178,1.0119497776031494,0.0011972748907282948,0.5112307071685791,0,4.986770482601659e-05,True,5.700068413716508e-06
565,0.031814806163311005,0.0554947592318058,0.04776598513126373,1.0079530477523804,1.013870120048523,1.0119391679763794,0.001235081464983523,0.5088377594947815,0,5.0323083002452295e-05,True,5.833369414176559e-06
570,0.03047257475554943,0.055883705615997314,0.04791121929883957,1.0076175928115845,1.0139672756195068,1.0119755268096924,0.0012486543273553252,0.5076947212219238,0,4.956255266003797e-05,True,5.717708972952096e-06
575,0.03192867711186409,0.05576900392770767,0.048018600791692734,1.007981538772583,1.0139386653900146,1.0120022296905518,0.001194588141515851,0.5037733912467957,0,5.067572143016204e-05,True,5.481851076183375e-06
580,0.033546801656484604,0.055376194417476654,0.04773908853530884,1.0083858966827393,1.0138405561447144,1.011932373046875,0.001232314738444984,0.5189612507820129,0,4.711863774991226e-05,True,5.854133178218035e-06
585,0.033956654369831085,0.05607122555375099,0.047489844262599945,1.008488416671753,1.0140141248703003,1.0118701457977295,0.0012378597166389227,0.5128886699676514,0,4.6457401597038074e-05,True,6.129767825768795e-06
590,0.02889917604625225,0.054630447179079056,0.04774010553956032,1.0072243213653564,1.0136542320251465,1.011932611465454,0.001349913072772324,0.5115680694580078,0,5.8144872734624895e-05,True,6.147260137367994e-06
595,0.031742166727781296,0.05678167939186096,0.0472199022769928,1.007934808731079,1.0141916275024414,1.0118026733398438,0.0012916730483993888,0.5153080224990845,0,5.042815880643988e-05,True,6.553288585564587e-06
600,0.03485564514994621,0.05511871352791786,0.04771443456411362,1.0087130069732666,1.013776183128357,1.0119264125823975,0.0011077062226831913,0.5197436809539795,0,6.237079100224846e-05,True,5.598672942142002e-06
605,0.03411366790533066,0.055649079382419586,0.04757487773895264,1.0085275173187256,1.0139086246490479,1.0118913650512695,0.0012732862960547209,0.5165924429893494,0,4.6475740630389427e-05,True,6.125008439994417e-06
610,0.03283881023526192,0.054870087653398514,0.047136954963207245,1.008208990097046,1.013714075088501,1.011781930923462,0.001275344635359943,0.5208037495613098,0,4.6878206324286175e-05,True,6.604529517062474e-06
615,0.03346998617053032,0.055889345705509186,0.04739014059305191,1.0083667039871216,1.0139687061309814,1.011845350265503,0.001257021795026958,0.5235898494720459,0,4.010271466530504e-05,True,6.2827602960169315e-06
620,0.032159168273210526,0.0554882176220417,0.04721834510564804,1.008039116859436,1.0138685703277588,1.0118024349212646,0.0012766565196216106,0.519170343875885,0,4.798644079266847e-05,True,6.517875590361655e-06
625,0.03244403749704361,0.05450825020670891,0.047172337770462036,1.0081102848052979,1.0136237144470215,1.0117907524108887,0.0012566394871100783,0.5223103165626526,0,5.230430587300285e-05,True,6.519909220514819e-06
630,0.030877014622092247,0.05559830740094185,0.047098539769649506,1.007718563079834,1.0138959884643555,1.0117723941802979,0.0012655118480324745,0.5311673879623413,0,4.986029585922329e-05,True,6.623029094043886e-06
635,0.030566539615392685,0.05578947812318802,0.04712396115064621,1.007641077041626,1.0139436721801758,1.011778712272644,0.0012969521339982748,0.5297870635986328,0,5.9119292930524815e-05,True,6.672933523077518e-06
640,0.0320279523730278,0.05715256556868553,0.04706345126032829,1.0080063343048096,1.0142842531204224,1.011763572692871,0.0013822118053212762,0.5304785966873169,0,4.873316415066451e-05,True,6.960407517908607e-06
645,0.032938964664936066,0.05581557750701904,0.046791933476924896,1.0082340240478516,1.0139503479003906,1.0116958618164062,0.0012525883503258228,0.5311645269393921,0,5.359856350823167e-05,True,6.939026206964627e-06
650,0.03251964598894119,0.05577051639556885,0.04687627777457237,1.0081291198730469,1.0139390230178833,1.0117168426513672,0.0012312730541452765,0.5355204343795776,0,5.280633555129003e-05,True,6.790930456190836e-06
655,0.02925928495824337,0.05590926110744476,0.04695720225572586,1.0073142051696777,1.0139737129211426,1.0117371082305908,0.0013467420358210802,0.5264986753463745,0,5.49558679184111e-05,True,6.987536835367791e-06
660,0.028901465237140656,0.055419303476810455,0.04676702246069908,1.0072249174118042,1.013851284980774,1.01168954372406,0.001375697087496519,0.5363103151321411,0,5.0504615404724714e-05,True,7.280559657374397e-06
665,0.03305251896381378,0.05538128316402435,0.046389155089855194,1.0082623958587646,1.0138418674468994,1.0115951299667358,0.0012220190837979317,0.529260516166687,0,5.610307859887961e-05,True,7.339408966799965e-06
670,0.03239068388938904,0.05468213930726051,0.04687294736504555,1.0080969333648682,1.013667106628418,1.0117158889770508,0.0013125211698934436,0.5372596979141235,0,5.8053433435046306e-05,True,6.994594514253549e-06
675,0.03235805034637451,0.055922847241163254,0.04669206589460373,1.0080888271331787,1.01397705078125,1.0116708278656006,0.001268055522814393,0.536231279373169,0,4.29448226102407e-05,True,7.092048235790571e-06
680,0.027005255222320557,0.05438116565346718,0.046329304575920105,1.0067508220672607,1.013592004776001,1.011580228805542,0.0013527105329558253,0.5329538583755493,0,5.0883399278660564e-05,True,7.737755367998034e-06
