metric,A_shared,B_codeword,B_minus_A
R@5,0.08108108114221037,0.0785875161606315,-0.0024935649815788635
R@10,0.09986325642489559,0.09592181501701531,-0.003941441407880275
R@20,0.12294884156939145,0.12101834011354042,-0.0019305014558510386
NDCG@5,0.06797864279821228,0.06658872702378334,-0.001389915774428943
NDCG@10,0.07402426526166182,0.07214447164109775,-0.001879793620564077
NDCG@20,0.07988094086093563,0.07850146512267211,-0.0013794757382635109
