epoch,loss,recon,vq,c_l0,c_l1,c_l2,theta_l0,theta_l1,theta_l2
37,0.0001439686784578953,0.00013628785891341976,7.680821204303356e-06,1.25,1.25,1.25,0.0,0.0,0.0
38,0.0001501375991210807,0.00013649231113959103,1.3645288163388614e-05,1.25,1.25,1.25,0.0,0.0,0.0
39,0.0001562926423503086,0.00013613569171866402,2.015695049522037e-05,1.25,1.25,1.25,0.0,0.0,0.0
40,0.00015963175537763162,0.00013618940647575073,2.344234922020405e-05,1.25,1.25,1.25,0.0,0.0,0.0
41,0.00018090262601617725,0.0001361175862257369,4.478503888094565e-05,1.25,1.25,1.25,0.0,0.0,0.0
42,0.00020449394869501703,0.00013628622546093538,6.820772450737423e-05,1.25,1.25,1.25,0.0,0.0,0.0
43,0.0002023944500251673,0.00013628498782054522,6.610946184082422e-05,1.25,1.25,1.25,0.0,0.0,0.0
44,0.00020140618362347596,0.000136017742624972,6.538844090755446e-05,1.25,1.25,1.25,0.0,0.0,0.0
45,0.00018321408788324334,0.00013596707649412564,4.7247010843420864e-05,1.25,1.25,1.25,0.0,0.0,0.0
46,0.00019170843370375223,0.00013596090284409,5.574753067776328e-05,1.25,1.25,1.25,0.0,0.0,0.0
47,0.00017274448036914692,0.0001357585395453498,3.6985939459555084e-05,1.25,1.25,1.25,0.0,0.0,0.0
48,0.0001649685284064617,0.00013557007114286534,2.9398455626505893e-05,1.25,1.25,1.25,0.0,0.0,0.0
49,0.00015318630830734036,0.00013518216655938886,1.800414256649674e-05,1.25,1.25,1.25,0.0,0.0,0.0
50,0.00015027344634290784,0.0001348749894532375,1.53984574808419e-05,1.25,1.25,1.25,0.0,0.0,0.0
51,0.0001434463425539434,0.0001347898032690864,8.656539876028546e-06,1.25,1.25,1.25,0.0,0.0,0.0
52,0.000142632002098253,0.00013468789402395486,7.94410982507543e-06,1.25,1.25,1.25,0.0,0.0,0.0
53,0.00014161778599373065,0.00013451999839162455,7.097787465681904e-06,1.25,1.25,1.25,0.0,0.0,0.0
54,0.00013965231482870877,0.00013440267066471278,5.24964223131974e-06,1.25,1.25,1.25,0.0,0.0,0.0
55,0.00013798074069200085,0.00013436392619041725,3.616815001805662e-06,1.25,1.25,1.25,0.0,0.0,0.0
56,0.00013721265204367228,0.00013401361138676293,3.1990407592275007e-06,1.25,1.25,1.25,0.0,0.0,0.0
57,0.0001377379994664807,0.00013408454760792664,3.6534516539177277e-06,1.25,1.25,1.25,0.0,0.0,0.0
58,0.00013723443407798186,0.00013385141646722333,3.3830166444204226e-06,1.25,1.25,1.25,0.0,0.0,0.0
59,0.0001398744345351588,0.00013375319977058098,6.121235162481753e-06,1.25,1.25,1.25,0.0,0.0,0.0
60,0.0001391342120768968,0.00013372390385484322,5.41030782414964e-06,1.25,1.25,1.25,0.0,0.0,0.0
61,0.0001387663396599237,0.00013349894143175334,5.267398591968231e-06,1.25,1.25,1.25,0.0,0.0,0.0
62,0.0001387287898978684,0.00013317569610080682,5.553094024435268e-06,1.25,1.25,1.25,0.0,0.0,0.0
63,0.0001387074022204615,0.0001330500963376835,5.657306883222191e-06,1.25,1.25,1.25,0.0,0.0,0.0
64,0.0001368905977869872,0.00013303709856700153,3.853499310935149e-06,1.25,1.25,1.25,0.0,0.0,0.0
65,0.0001375379419187084,0.00013317392877070232,4.3640141711875914e-06,1.25,1.25,1.25,0.0,0.0,0.0
66,0.00013820593230775557,0.00013291424693306908,5.2916859772267346e-06,1.25,1.25,1.25,0.0,0.0,0.0
67,0.00013877523742849006,0.00013262656575534492,6.148671786831983e-06,1.25,1.25,1.25,0.0,0.0,0.0
68,0.00013882067796657793,0.00013242107670521363,6.3996002495514405e-06,1.25,1.25,1.25,0.0,0.0,0.0
69,0.0001379592446028255,0.00013226155206211843,5.697692404282861e-06,1.25,1.25,1.25,0.0,0.0,0.0
70,0.00013879968173569068,0.0001319917108048685,6.807971180933236e-06,1.25,1.25,1.25,0.0,0.0,0.0
71,0.0001380410227284301,0.00013205883878981696,5.982181937724817e-06,1.25,1.25,1.25,0.0,0.0,0.0
72,0.0001411813369486481,0.00013194606581237167,9.2352705223675e-06,1.25,1.25,1.25,0.0,0.0,0.0
73,0.00014045205170987174,0.00013145451011951082,8.997540203381504e-06,1.25,1.25,1.25,0.0,0.0,0.0
74,0.0001423800058546476,0.00013172031540307217,1.0659690042302828e-05,1.25,1.25,1.25,0.0,0.0,0.0
75,0.00014332002101582474,0.00013141637973603792,1.1903640915988944e-05,1.25,1.25,1.25,0.0,0.0,0.0
76,0.00014407863054657354,0.0001310255735006649,1.305305681853497e-05,1.25,1.25,1.25,0.0,0.0,0.0
77,0.00015045329346321523,0.000131423951825127,1.902933900055359e-05,1.25,1.25,1.25,0.0,0.0,0.0
78,0.00014832297601969914,0.0001307921724219341,1.753080437083554e-05,1.25,1.25,1.25,0.0,0.0,0.0
79,0.00014406158079509622,0.0001303266210015863,1.3734960248257266e-05,1.25,1.25,1.25,0.0,0.0,0.0
80,0.00014274117274908348,0.00013042680657235906,1.2314365903876023e-05,1.25,1.25,1.25,0.0,0.0,0.0
81,0.00014559538394678384,0.0001303979952353984,1.5197387392618112e-05,1.25,1.25,1.25,0.0,0.0,0.0
82,0.0001439211904653348,0.00013025823282077908,1.366295687148522e-05,1.25,1.25,1.25,0.0,0.0,0.0
83,0.00014291613260866142,0.00013024860672885552,1.2667525334109087e-05,1.25,1.25,1.25,0.0,0.0,0.0
84,0.00014238607327570206,0.00013022115163039417,1.2164920235591126e-05,1.25,1.25,1.25,0.0,0.0,0.0
85,0.0001430654781870544,0.00013036981763434597,1.2695660961981048e-05,1.25,1.25,1.25,0.0,0.0,0.0
86,0.000146925360604655,0.00013014838477829472,1.677697550803714e-05,1.25,1.25,1.25,0.0,0.0,0.0
87,0.00015805731236469002,0.00012998901147511787,2.8068301071471068e-05,1.25,1.25,1.25,0.0,0.0,0.0
88,0.0001593506953213364,0.00013029113979428074,2.9059554526611465e-05,1.25,1.25,1.25,0.0,0.0,0.0
89,0.0001568526990013197,0.00013033805007580667,2.651464919836144e-05,1.25,1.25,1.25,0.0,0.0,0.0
90,0.00015343422928708604,0.00012984093409613707,2.3593294827151112e-05,1.25,1.25,1.25,0.0,0.0,0.0
91,0.00015347754815593363,0.00012985802168259398,2.3619526837137526e-05,1.25,1.25,1.25,0.0,0.0,0.0
92,0.00015673965463065543,0.000129768605256686,2.697104878279788e-05,1.25,1.25,1.25,0.0,0.0,0.0
93,0.00014667538562207483,0.00012970785683137366,1.6967529654721146e-05,1.25,1.25,1.25,0.0,0.0,0.0
94,0.00014965914233471266,0.00013014485375606455,1.951428967004176e-05,1.25,1.25,1.25,0.0,0.0,0.0
95,0.00015483558236155658,0.0001297704511671327,2.5065132194868057e-05,1.25,1.25,1.25,0.0,0.0,0.0
96,0.00015537294748355635,0.00012998539459658788,2.5387551522726427e-05,1.25,1.25,1.25,0.0,0.0,0.0
97,0.00014927562733646482,0.00012948917283210902,1.9786454413406317e-05,1.25,1.25,1.25,0.0,0.0,0.0
98,0.00015833865691092797,0.00012939298030687497,2.8945676876901417e-05,1.25,1.25,1.25,0.0,0.0,0.0
99,0.00014626953052356839,0.00012922136884299106,1.7048163954314077e-05,1.25,1.25,1.25,0.0,0.0,0.0
100,0.0001422980785719119,0.0001291372551349923,1.3160823277758027e-05,1.25,1.25,1.25,0.0,0.0,0.0
101,0.0001395661980495788,0.0001288949693844188,1.067122732365533e-05,1.25,1.25,1.25,0.0,0.0,0.0
102,0.00014534635774907657,0.00012876774489996025,1.6578613531237353e-05,1.25,1.25,1.25,0.0,0.0,0.0
103,0.00014056211366550997,0.00012888659257441758,1.167552236438496e-05,1.25,1.25,1.25,0.0,0.0,0.0
104,0.0001390019016980659,0.00012870530918007717,1.0296593950442912e-05,1.25,1.25,1.25,0.0,0.0,0.0
105,0.0001375820953398943,0.00012881438524345868,8.767711142354528e-06,1.25,1.25,1.25,0.0,0.0,0.0
106,0.00013870303009753116,0.00012872475126641804,9.978280195355182e-06,1.25,1.25,1.25,0.0,0.0,0.0
107,0.00013986219200887718,0.00012840465860790572,1.1457535583758726e-05,1.25,1.25,1.25,0.0,0.0,0.0
108,0.00013961601071059703,0.00012858891350333578,1.1027096820726002e-05,1.25,1.25,1.25,0.0,0.0,0.0
109,0.00014225377672119066,0.00012846816243836657,1.3785615465167211e-05,1.25,1.25,1.25,0.0,0.0,0.0
110,0.0001377529690216761,0.00012843534641433508,9.317623243987327e-06,1.25,1.25,1.25,0.0,0.0,0.0
111,0.00013725180542678572,0.0001282777935557533,8.974010961537715e-06,1.25,1.25,1.25,0.0,0.0,0.0
112,0.00013639648095704616,0.00012846244644606485,7.934034942991276e-06,1.25,1.25,1.25,0.0,0.0,0.0
113,0.00013469276600517333,0.0001281349719647551,6.557793540196144e-06,1.25,1.25,1.25,0.0,0.0,0.0
114,0.00013551171432482078,0.00012820562988054008,7.306083784897055e-06,1.25,1.25,1.25,0.0,0.0,0.0
115,0.00013507097610272468,0.00012856766406912356,6.503311510641652e-06,1.25,1.25,1.25,0.0,0.0,0.0
116,0.00013678560571861453,0.00012834032386308536,8.445281696367602e-06,1.25,1.25,1.25,0.0,0.0,0.0
117,0.0001406817013048567,0.0001288274143007584,1.1854286663037783e-05,1.25,1.25,1.25,0.0,0.0,0.0
118,0.00013872800045646727,0.00012831788990297355,1.0410109871372697e-05,1.25,1.25,1.25,0.0,0.0,0.0
119,0.0001332384315901436,0.00012791748376912438,5.320949162523902e-06,1.25,1.25,1.25,0.0,0.0,0.0
120,0.0001330180231889244,0.0001282065910345409,4.811432836504536e-06,1.25,1.25,1.25,0.0,0.0,0.0
121,0.0001346573670161888,0.0001280359869269887,6.621381453442155e-06,1.25,1.25,1.25,0.0,0.0,0.0
122,0.00013542883098125458,0.0001282435521716252,7.185279446275672e-06,1.25,1.25,1.25,0.0,0.0,0.0
123,0.00013636081930599176,0.00012826905003748834,8.091767676887685e-06,1.25,1.25,1.25,0.0,0.0,0.0
124,0.00014417563579627313,0.00012852824802394024,1.5647387112949217e-05,1.25,1.25,1.25,0.0,0.0,0.0
125,0.00015233981976052745,0.00012872566658188588,2.3614153133166837e-05,1.25,1.25,1.25,0.0,0.0,0.0
126,0.00015950809902278706,0.0001286384416744113,3.0869656620780005e-05,1.25,1.25,1.25,0.0,0.0,0.0
127,0.00016821744357002898,0.0001291506545385346,3.906678948624176e-05,1.25,1.25,1.25,0.0,0.0,0.0
128,0.00017305576839135028,0.00012927531060995533,4.378045696284971e-05,1.25,1.25,1.25,0.0,0.0,0.0
129,0.00022702793503412977,0.00012987346708541735,9.715446994960076e-05,1.25,1.25,1.25,0.0,0.0,0.0
130,0.00026672217500163243,0.00013074274174869062,0.00013597943470813333,1.25,1.25,1.25,0.0,0.0,0.0
131,0.00027071798322140237,0.00013013257848797365,0.00014058540400583298,1.25,1.25,1.25,0.0,0.0,0.0
132,0.00025999659701483326,0.00012929632284794935,0.00013070027525827755,1.25,1.25,1.25,0.0,0.0,0.0
133,0.00021227806064416654,0.00012855838576797396,8.371967651328305e-05,1.25,1.25,1.25,0.0,0.0,0.0
134,0.000178919943573419,0.0001281543642107863,5.0765577816491715e-05,1.25,1.25,1.25,0.0,0.0,0.0
135,0.00016707937975297683,0.00012813950597774238,3.893987159244716e-05,1.25,1.25,1.25,0.0,0.0,0.0
136,0.0001502598861407023,0.00012776461517205462,2.2495272173728153e-05,1.25,1.25,1.25,0.0,0.0,0.0
137,0.00014572121435776352,0.00012778531381627545,1.7935900768861756e-05,1.25,1.25,1.25,0.0,0.0,0.0
138,0.00015421098069055006,0.00012761777907144278,2.6593201528157807e-05,1.25,1.25,1.25,0.0,0.0,0.0
139,0.00015134378263610416,0.00012786604493157937,2.347773797737318e-05,1.25,1.25,1.25,0.0,0.0,0.0
140,0.00013406614598352463,0.00012749495872412808,6.57118858953254e-06,1.25,1.25,1.25,0.0,0.0,0.0
141,0.0001308787141169887,0.00012719423393718897,3.6844800888502506e-06,1.25,1.25,1.25,0.0,0.0,0.0
142,0.00013062349971733057,0.00012739770172629506,3.2257970701721208e-06,1.25,1.25,1.25,0.0,0.0,0.0
143,0.00013067993859294802,0.0001272006134968251,3.479324016097962e-06,1.25,1.25,1.25,0.0,0.0,0.0
144,0.00013090568681946025,0.00012725668057100847,3.6490059869720428e-06,1.25,1.25,1.25,0.0,0.0,0.0
145,0.00013097353003104216,0.00012683878085226752,4.1347504634359215e-06,1.25,1.25,1.25,0.0,0.0,0.0
146,0.00013284698507050053,0.0001271124230697751,5.734562353154615e-06,1.25,1.25,1.25,0.0,0.0,0.0
147,0.00013427499216049909,0.00012712281532003544,7.152177204261534e-06,1.25,1.25,1.25,0.0,0.0,0.0
148,0.0001407599302183371,0.00012728775254799984,1.3472177897710935e-05,1.25,1.25,1.25,0.0,0.0,0.0
149,0.00014070208053453825,0.00012757590302499012,1.3126179328537547e-05,1.25,1.25,1.25,0.0,0.0,0.0
150,0.00013502203801181168,0.00012705195040325635,7.970089404807367e-06,1.25,1.25,1.25,0.0,0.0,0.0
151,0.00013313026647665538,0.00012702981475740672,6.10045299254125e-06,1.25,1.25,1.25,0.0,0.0,0.0
152,0.0001340100512607023,0.00012718393409159035,6.826116486990941e-06,1.25,1.25,1.25,0.0,0.0,0.0
153,0.00013348252396099268,0.00012701656014542096,6.465964520430134e-06,1.25,1.25,1.25,0.0,0.0,0.0
154,0.00013175621279515326,0.0001268311229068786,4.92508868319419e-06,1.25,1.25,1.25,0.0,0.0,0.0
155,0.00013066140745650047,0.00012682979795499704,3.831608671589492e-06,1.25,1.25,1.25,0.0,0.0,0.0
156,0.0001304917095694691,0.0001268658488697838,3.625860210831888e-06,1.25,1.25,1.25,0.0,0.0,0.0
157,0.00013198508604546079,0.0001273928108275868,4.592275990944472e-06,1.25,1.25,1.25,0.0,0.0,0.0
158,0.00013392843102337791,0.00012675818506977521,7.17024545338063e-06,1.25,1.25,1.25,0.0,0.0,0.0
159,0.00013604807973024435,0.0001268953645194415,9.152715460913895e-06,1.25,1.25,1.25,0.0,0.0,0.0
160,0.00013493036312866024,0.00012689315844909287,8.037206544031506e-06,1.25,1.25,1.25,0.0,0.0,0.0
161,0.00013310520953382365,0.00012678181956289337,6.323389243334532e-06,1.25,1.25,1.25,0.0,0.0,0.0
162,0.00013247986280475743,0.00012661149012274108,5.868373705197882e-06,1.25,1.25,1.25,0.0,0.0,0.0
163,0.00013093239685986192,0.00012651297001866623,4.4194266365593645e-06,1.25,1.25,1.25,0.0,0.0,0.0
164,0.00013077606927254238,0.0001263399979507085,4.4360722654346315e-06,1.25,1.25,1.25,0.0,0.0,0.0
165,0.00013166042772354557,0.0001268484236788936,4.812003385268326e-06,1.25,1.25,1.25,0.0,0.0,0.0
166,0.0001331276675045956,0.0001269519969355315,6.175669568619924e-06,1.25,1.25,1.25,0.0,0.0,0.0
167,0.00013334585601114667,0.0001266516097530257,6.694248031635652e-06,1.25,1.25,1.25,0.0,0.0,0.0
168,0.00013328743298188784,0.00012674854879151097,6.5388828488721625e-06,1.25,1.25,1.25,0.0,0.0,0.0
169,0.00013281440551509148,0.0001265459373826161,6.2684697695658546e-06,1.25,1.25,1.25,0.0,0.0,0.0
170,0.00013348810098250395,0.00012671022122958674,6.7778795255435394e-06,1.25,1.25,1.25,0.0,0.0,0.0
171,0.0001339639988145791,0.00012630197379621678,7.662025245736004e-06,1.25,1.25,1.25,0.0,0.0,0.0
172,0.00013152180108590982,0.00012655278987949714,4.969010649347183e-06,1.25,1.25,1.25,0.0,0.0,0.0
173,0.0001307680031459313,0.00012630129858735018,4.46670542260108e-06,1.25,1.25,1.25,0.0,0.0,0.0
174,0.00013208961026975886,0.00012698618083959446,5.1034299076491155e-06,1.25,1.25,1.25,0.0,0.0,0.0
175,0.00013392839537118562,0.00012633146470761858,7.596929776809702e-06,1.25,1.25,1.25,0.0,0.0,0.0
176,0.0001384717230394017,0.0001267158084374387,1.1755914601963014e-05,1.25,1.25,1.25,0.0,0.0,0.0
177,0.0001353258587187156,0.00012657822662731633,8.747632818995044e-06,1.25,1.25,1.25,0.0,0.0,0.0
178,0.00013405794670688919,0.0001263813261175528,7.676619839003252e-06,1.25,1.25,1.25,0.0,0.0,0.0
179,0.00013495078892447054,0.0001263231497432571,8.62763959048607e-06,1.25,1.25,1.25,0.0,0.0,0.0
180,0.00013505349270417354,0.00012608549441210924,8.967998542175338e-06,1.25,1.25,1.25,0.0,0.0,0.0
181,0.0001341560135188047,0.00012647122057387605,7.684791853534989e-06,1.25,1.25,1.25,0.0,0.0,0.0
182,0.0001331310959358234,0.00012635774546652102,6.773351469746558e-06,1.25,1.25,1.25,0.0,0.0,0.0
183,0.00013307647532201372,0.00012580751936184243,7.268955414474476e-06,1.25,1.25,1.25,0.0,0.0,0.0
184,0.0001313700937316753,0.00012573821513797156,5.631878491385578e-06,1.25,1.25,1.25,0.0,0.0,0.0
185,0.00012951834360137583,0.00012588758181664161,3.630763455930719e-06,1.25,1.25,1.25,0.0,0.0,0.0
186,0.00013003763669985346,0.00012626741154235787,3.770226294363965e-06,1.25,1.25,1.25,0.0,0.0,0.0
187,0.0001338057219982147,0.00012683797831414267,6.967743115637859e-06,1.25,1.25,1.25,0.0,0.0,0.0
188,0.00013664033758686855,0.0001264533020730596,1.0187035286435275e-05,1.25,1.25,1.25,0.0,0.0,0.0
189,0.00014488196466118098,0.000126368154087686,1.8513810664444465e-05,1.25,1.25,1.25,0.0,0.0,0.0
190,0.0001553962458274327,0.00012648166084545666,2.8914586346218128e-05,1.25,1.25,1.25,0.0,0.0,0.0
191,0.00016474840813316405,0.0001275103073567152,3.7238100958347786e-05,1.25,1.25,1.25,0.0,0.0,0.0
192,0.00017270007156184876,0.00012745827807520983,4.52417944870831e-05,1.25,1.25,1.25,0.0,0.0,0.0
193,0.0001742989246849902,0.00012745032581733539,4.6848595502524404e-05,1.25,1.25,1.25,0.0,0.0,0.0
194,0.00016779969082563183,0.00012670207142946311,4.1097619305219266e-05,1.25,1.25,1.25,0.0,0.0,0.0
195,0.00015959700031089596,0.00012657750012294854,3.301950009699794e-05,1.25,1.25,1.25,0.0,0.0,0.0
196,0.00015826430681045167,0.0001265946717467159,3.1669632517150606e-05,1.25,1.25,1.25,0.0,0.0,0.0
197,0.00014780052733840421,0.00012635686216526664,2.144366517313756e-05,1.25,1.25,1.25,0.0,0.0,0.0
198,0.00014385772155947051,0.00012598871981026605,1.7869001430881327e-05,1.25,1.25,1.25,0.0,0.0,0.0
199,0.00013738205379922874,0.00012583832576638088,1.1543728624019422e-05,1.25,1.25,1.25,0.0,0.0,0.0
200,0.00013616131254821085,0.00012561501425807365,1.054629774444038e-05,1.25,1.25,1.25,0.0,0.0,0.0
201,0.0001337070789304562,0.00012541231844807044,8.29476052786049e-06,1.25,1.25,1.25,0.0,0.0,0.0
202,0.000132060180476401,0.0001253105030627921,6.749676435902074e-06,1.25,1.25,1.25,0.0,0.0,0.0
203,0.0001319295188295655,0.00012541081741801463,6.518701115965086e-06,1.25,1.25,1.25,0.0,0.0,0.0
204,0.00013173586630728097,0.00012524987978395074,6.485987069027033e-06,1.25,1.25,1.25,0.0,0.0,0.0
205,0.00013180038658902049,0.00012525591955636628,6.544467714775237e-06,1.25,1.25,1.25,0.0,0.0,0.0
206,0.0001343730153166689,0.00012515901180449874,9.21400569495745e-06,1.25,1.25,1.25,0.0,0.0,0.0
207,0.00013787866846541873,0.00012525384809123353,1.2624819873963133e-05,1.25,1.25,1.25,0.0,0.0,0.0
208,0.0001421933113306295,0.00012586080556502565,1.633250535633124e-05,1.25,1.25,1.25,0.0,0.0,0.0
209,0.00015106571954675018,0.0001258565804164391,2.520914003980579e-05,1.25,1.25,1.25,0.0,0.0,0.0
210,0.0001537034011562355,0.00012595756415976212,2.7745837633119665e-05,1.25,1.25,1.25,0.0,0.0,0.0
211,0.00016146331690833904,0.0001262694328033831,3.5193882740713886e-05,1.25,1.25,1.25,0.0,0.0,0.0
212,0.00017445213234168477,0.0001265569699171465,4.789516215168988e-05,1.25,1.25,1.25,0.0,0.0,0.0
213,0.0001708127572783269,0.0001266569539438933,4.4155802333989415e-05,1.25,1.25,1.25,0.0,0.0,0.0
214,0.00015374357390101067,0.0001255443879927043,2.8199186817801092e-05,1.25,1.25,1.25,0.0,0.0,0.0
215,0.00015171480481512845,0.00012541050600702874,2.6304298580726025e-05,1.25,1.25,1.25,0.0,0.0,0.0
216,0.00014615999243687837,0.0001250298144441331,2.1130177219674807e-05,1.25,1.25,1.25,0.0,0.0,0.0
217,0.00013578404250438325,0.00012484047292673494,1.0943570964627725e-05,1.25,1.25,1.25,0.0,0.0,0.0
218,0.00013288871705299243,0.00012481054800446146,8.078168639258365e-06,1.25,1.25,1.25,0.0,0.0,0.0
219,0.00013426063160295598,0.00012494537731981835,9.31525419218815e-06,1.25,1.25,1.25,0.0,0.0,0.0
220,0.00013031540729571133,0.00012468121785786935,5.634189403735945e-06,1.25,1.25,1.25,0.0,0.0,0.0
221,0.0001290375912503805,0.00012458550481824203,4.452086966466595e-06,1.25,1.25,1.25,0.0,0.0,0.0
222,0.00012876912733190694,0.00012457452758098952,4.1945992052205835e-06,1.25,1.25,1.25,0.0,0.0,0.0
223,0.00012853768348577432,0.00012463020684663206,3.907476605036209e-06,1.25,1.25,1.25,0.0,0.0,0.0
224,0.00013016190205235035,0.00012495409391704014,5.207807680562837e-06,1.25,1.25,1.25,0.0,0.0,0.0
225,0.00013033086434006692,0.000124988589232089,5.342274084796372e-06,1.25,1.25,1.25,0.0,0.0,0.0
226,0.00012888858691439964,0.0001245324547198834,4.356131478289172e-06,1.25,1.25,1.25,0.0,0.0,0.0
227,0.00013029646943323313,0.00012471720401663333,5.579265689448221e-06,1.25,1.25,1.25,0.0,0.0,0.0
228,0.00013303613668540492,0.00012505504200817087,7.981096541698206e-06,1.25,1.25,1.25,0.0,0.0,0.0
229,0.0001364552583254408,0.00012501955425250343,1.143570452768472e-05,1.25,1.25,1.25,0.0,0.0,0.0
230,0.0001352516541373916,0.00012477772324928082,1.0473932252352825e-05,1.25,1.25,1.25,0.0,0.0,0.0
231,0.00013394642519415356,0.00012478497337724547,9.161450225292356e-06,1.25,1.25,1.25,0.0,0.0,0.0
232,0.00013202764894231221,0.00012460601355996915,7.421636450999358e-06,1.25,1.25,1.25,0.0,0.0,0.0
233,0.0001292361819650978,0.00012437901750672609,4.857164879012999e-06,1.25,1.25,1.25,0.0,0.0,0.0
234,0.00012824585646740161,0.0001244840634171851,3.7617935959133318e-06,1.25,1.25,1.25,0.0,0.0,0.0
235,0.00012791976259904914,0.00012453451345209032,3.3852474757622985e-06,1.25,1.25,1.25,0.0,0.0,0.0
236,0.00012815593800041825,0.0001244326416781405,3.7232963904898496e-06,1.25,1.25,1.25,0.0,0.0,0.0
237,0.00012813715729862452,0.00012437000150384848,3.7671565678465415e-06,1.25,1.25,1.25,0.0,0.0,0.0
238,0.00012994606149732135,0.00012453579292923678,5.410269488947961e-06,1.25,1.25,1.25,0.0,0.0,0.0
239,0.00013380880045588128,0.00012436304605216718,9.44575283483573e-06,1.25,1.25,1.25,0.0,0.0,0.0
240,0.0001353980871499516,0.00012471218506107106,1.0685903134799446e-05,1.25,1.25,1.25,0.0,0.0,0.0
241,0.00013273587901494466,0.00012447295230231248,8.262925143753819e-06,1.25,1.25,1.25,0.0,0.0,0.0
