epoch,layer,residual_norm
30,0,0.03194139897823334
30,1,0.0005188495852053165
30,2,0.0005254485295154154
31,0,0.033344775438308716
31,1,0.0004896580358035862
31,2,0.0005399140063673258
32,0,0.031157756224274635
32,1,0.0004986707353964448
32,2,0.0005439008236862719
33,0,0.03267581760883331
33,1,0.0005213426775299013
33,2,0.0006067720241844654
34,0,0.032340433448553085
34,1,0.0005532174836844206
34,2,0.0009279932710342109
35,0,0.0329105369746685
35,1,0.0005857002106495202
35,2,0.0008042571716941893
36,0,0.03201449289917946
36,1,0.0005086014280095696
36,2,0.0007472706492990255
37,0,0.0326281301677227
37,1,0.0005853925249539316
37,2,0.0011464095441624522
38,0,0.03250635787844658
38,1,0.0006705487030558288
38,2,0.0012523412005975842
39,0,0.031152881681919098
39,1,0.0005986543837934732
39,2,0.0013636910589411855
40,0,0.031622353941202164
40,1,0.0006530115497298539
40,2,0.001782976440154016
41,0,0.03257601335644722
41,1,0.0006914167897775769
41,2,0.0020400367211550474
42,0,0.032438818365335464
42,1,0.0009075331618078053
42,2,0.002091915812343359
43,0,0.03287743031978607
43,1,0.0006660002400167286
43,2,0.0014748196117579937
44,0,0.03172484040260315
44,1,0.000740501971449703
44,2,0.0016486890381202102
45,0,0.03107271157205105
45,1,0.0006969721289351583
45,2,0.0017310926923528314
46,0,0.030511049553751945
46,1,0.0006688733119517565
46,2,0.0017266303766518831
47,0,0.03393687307834625
47,1,0.0006935298442840576
47,2,0.0011999132111668587
48,0,0.03255113214254379
48,1,0.0006777080125175416
48,2,0.0013529353309422731
49,0,0.032405249774456024
49,1,0.0005766850081272423
49,2,0.0010773981921374798
50,0,0.030861785635352135
50,1,0.0004624710709322244
50,2,0.001005779136903584
51,0,0.03223446011543274
51,1,0.000559066073037684
51,2,0.0007834082352928817
52,0,0.03245466202497482
52,1,0.0005400683148764074
52,2,0.000822621863335371
53,0,0.03189443051815033
53,1,0.0005080681876279414
53,2,0.0008064305293373764
54,0,0.03289851173758507
54,1,0.0004974639741703868
54,2,0.0007510571158491075
55,0,0.032607708126306534
55,1,0.0004745646147057414
55,2,0.0005783310625702143
56,0,0.03161771595478058
56,1,0.0005034594214521348
56,2,0.0005138484993949533
57,0,0.03297966346144676
57,1,0.0005645223427563906
57,2,0.0005630759405903518
58,0,0.03169659525156021
58,1,0.0005275072762742639
58,2,0.0007001921185292304
59,0,0.0315994992852211
59,1,0.0005858701770193875
59,2,0.0008781857904978096
60,0,0.033908821642398834
60,1,0.0006576204905286431
60,2,0.0009478877764195204
61,0,0.032156482338905334
61,1,0.0005554067902266979
61,2,0.0008431637543253601
62,0,0.03190214931964874
62,1,0.0004958239151164889
62,2,0.0007424119394272566
63,0,0.032501220703125
63,1,0.000510872108861804
63,2,0.0007063621887937188
64,0,0.032298311591148376
64,1,0.0005211250972934067
64,2,0.0006103810737840831
65,0,0.032887957990169525
65,1,0.0005379190552048385
65,2,0.0007510842988267541
66,0,0.033140458166599274
66,1,0.0005307761020958424
66,2,0.0007372674881480634
67,0,0.03314187005162239
67,1,0.000565146969165653
67,2,0.0008903237758204341
68,0,0.031116973608732224
68,1,0.0007201815606094897
68,2,0.0008129928610287607
69,0,0.030869128182530403
69,1,0.0005533738876692951
69,2,0.0008989179041236639
70,0,0.03144741803407669
70,1,0.0005042662378400564
70,2,0.0007421491900458932
71,0,0.03290969878435135
71,1,0.0007041099015623331
71,2,0.0010501514188945293
72,0,0.03133866563439369
72,1,0.0005544610903598368
72,2,0.0011482295813038945
73,0,0.03230484202504158
73,1,0.0005377408815547824
73,2,0.0007576661882922053
74,0,0.03297518938779831
74,1,0.0006685056141577661
74,2,0.0012417255202308297
75,0,0.03172283619642258
75,1,0.0006093148840591311
75,2,0.0011511646443977952
76,0,0.03368225321173668
76,1,0.0006654621683992445
76,2,0.001246277941390872
77,0,0.031467631459236145
77,1,0.0007955296314321458
77,2,0.0015539360465481877
78,0,0.03262217342853546
78,1,0.0006370990886352956
78,2,0.001112502533942461
79,0,0.03132863715291023
79,1,0.0005397590575739741
79,2,0.0008617904968559742
80,0,0.03196539357304573
80,1,0.0006513922708109021
80,2,0.0011933428468182683
81,0,0.032654594630002975
81,1,0.0005869035958312452
81,2,0.0008364590466953814
82,0,0.03267146646976471
82,1,0.0005964262527413666
82,2,0.0009762397385202348
83,0,0.03018566220998764
83,1,0.0005251117399893701
83,2,0.0009969457751139998
84,0,0.0325491726398468
84,1,0.0006057990831322968
84,2,0.0011653491528704762
85,0,0.03189929947257042
85,1,0.0006469193031080067
85,2,0.0011786198010668159
86,0,0.032823167741298676
86,1,0.0006973998388275504
86,2,0.0013722676085308194
87,0,0.032534267753362656
87,1,0.0007163493428379297
87,2,0.0016889559337869287
88,0,0.03356405720114708
88,1,0.0007381761097349226
88,2,0.0016303578158840537
89,0,0.03207175061106682
89,1,0.0008645514608360827
89,2,0.0014280679170042276
90,0,0.03396201133728027
90,1,0.000754784035962075
90,2,0.0013669836334884167
91,0,0.032807257026433945
91,1,0.0006106725777499378
91,2,0.0019549839198589325
92,0,0.03238028287887573
92,1,0.0006894668913446367
92,2,0.0012099636951461434
93,0,0.03277808427810669
93,1,0.0006944597116671503
93,2,0.0011853674659505486
94,0,0.03243926540017128
94,1,0.0007708198390901089
94,2,0.0012739772209897637
95,0,0.03270193934440613
95,1,0.0007949064020067453
95,2,0.0013835856225341558
96,0,0.03483785688877106
96,1,0.000794466061051935
96,2,0.0013969396241009235
97,0,0.03298574686050415
97,1,0.0007427025120705366
97,2,0.0011859730584546924
98,0,0.032436177134513855
98,1,0.0006460464210249484
98,2,0.0009898488642647862
99,0,0.033051591366529465
99,1,0.0006136273150332272
99,2,0.000899176113307476
100,0,0.03329332545399666
100,1,0.0007075877510942519
100,2,0.0008424276020377874
101,0,0.03325435146689415
101,1,0.0006594405858777463
101,2,0.0008571858634240925
102,0,0.03329361602663994
102,1,0.0007093735039234161
102,2,0.0009479119325987995
103,0,0.03393333777785301
103,1,0.0007835860596969724
103,2,0.0009850867791101336
104,0,0.03224045783281326
104,1,0.00060323002981022
104,2,0.0008498758543282747
105,0,0.03482067957520485
105,1,0.0006640910287387669
105,2,0.0008679499151185155
106,0,0.03132759407162666
106,1,0.0006433911621570587
106,2,0.0011806944385170937
107,0,0.03359699621796608
107,1,0.0006996720330789685
107,2,0.0012911871308460832
108,0,0.03397507965564728
108,1,0.0006990361725911498
108,2,0.001579457544721663
109,0,0.034149665385484695
109,1,0.000642335566226393
109,2,0.0010800912277773023
110,0,0.03393210098147392
110,1,0.0005831991438753903
110,2,0.0009075180278159678
111,0,0.03672544285655022
111,1,0.000552673009224236
111,2,0.0006755093345418572
112,0,0.034228529781103134
112,1,0.0005457858205772936
112,2,0.0007991063757799566
113,0,0.0361531563103199
113,1,0.0005637623835355043
113,2,0.0009795761434361339
114,0,0.035932499915361404
114,1,0.0005948988255113363
114,2,0.0008225679048337042
115,0,0.035023126751184464
115,1,0.0006197514594532549
115,2,0.0008905602153390646
116,0,0.033145371824502945
116,1,0.0005547148757614195
116,2,0.000902645057067275
117,0,0.034919146448373795
117,1,0.000693812791723758
117,2,0.001274594571441412
118,0,0.0320500023663044
118,1,0.0005624151672236621
118,2,0.0007213455392047763
119,0,0.03232494741678238
119,1,0.0005374273750931025
119,2,0.0006215760949999094
120,0,0.03312737122178078
120,1,0.0006520939059555531
120,2,0.0008190402295440435
121,0,0.03381039947271347
121,1,0.000553618767298758
121,2,0.0008296040468849242
122,0,0.033810097724199295
122,1,0.0005693806451745331
122,2,0.0006888815551064909
123,0,0.035941269248723984
123,1,0.0005910884938202798
123,2,0.001490250346250832
124,0,0.03433726727962494
124,1,0.0006673684692941606
124,2,0.0016368873184546828
125,0,0.03424939140677452
125,1,0.0007884175865910947
125,2,0.0016183709958568215
126,0,0.033186934888362885
126,1,0.0008558320114389062
126,2,0.0012596093583852053
127,0,0.03434614837169647
127,1,0.0008168602944351733
127,2,0.001910279388539493
128,0,0.037165552377700806
128,1,0.001038954476825893
128,2,0.00267987628467381
129,0,0.03837928548455238
129,1,0.0011428551515564322
129,2,0.0021142163313925266
130,0,0.03888858109712601
130,1,0.001225670799612999
130,2,0.003231444861739874
131,0,0.03684290871024132
131,1,0.0010447605745866895
131,2,0.004451879300177097
132,0,0.03781558573246002
132,1,0.0008508100872859359
132,2,0.0016960701905190945
133,0,0.03769887238740921
133,1,0.0007115663611330092
133,2,0.001241357997059822
134,0,0.03615488484501839
134,1,0.0006591570563614368
134,2,0.0007998705259524286
135,0,0.03665526956319809
135,1,0.0006265772390179336
135,2,0.0009492528042756021
136,0,0.03974093124270439
136,1,0.0006763738347217441
136,2,0.0007650948828086257
137,0,0.040781546384096146
137,1,0.0006585920345969498
137,2,0.0005441529210656881
138,0,0.038186028599739075
138,1,0.0006438599084503949
138,2,0.0005307506071403623
139,0,0.039004772901535034
139,1,0.0007021639030426741
139,2,0.000591585470829159
140,0,0.03726530820131302
140,1,0.0006295912899076939
140,2,0.000584065041039139
141,0,0.03646092861890793
141,1,0.0006093980045989156
141,2,0.0005941195995546877
142,0,0.03976794332265854
142,1,0.0006816506502218544
142,2,0.0007277894183062017
143,0,0.03580779582262039
143,1,0.0006111055845394731
143,2,0.0007527078851126134
144,0,0.03955797851085663
144,1,0.0006769193569198251
144,2,0.0008561215945519507
145,0,0.036463603377342224
145,1,0.000604029803071171
145,2,0.0008426341228187084
146,0,0.03824136406183243
146,1,0.0007458942127414048
146,2,0.0010707959299907088
147,0,0.03805939108133316
147,1,0.0006598237669095397
147,2,0.0011642205063253641
148,0,0.03754522651433945
148,1,0.0007720861467532814
148,2,0.0012988622765988111
149,0,0.03715679794549942
149,1,0.0007620227988809347
149,2,0.0009982071351259947
150,0,0.03614427521824837
150,1,0.0006227202247828245
150,2,0.0008974468801170588
151,0,0.03982200846076012
151,1,0.0007176529616117477
151,2,0.0010285564931109548
152,0,0.03626719489693642
152,1,0.0006474750698544085
152,2,0.0010321992449462414
153,0,0.03779616951942444
153,1,0.0006096521392464638
153,2,0.0009113929118029773
154,0,0.038169607520103455
154,1,0.000619616883341223
154,2,0.0008464228012599051
155,0,0.0388941690325737
155,1,0.0006197583279572427
155,2,0.0006662496598437428
156,0,0.03967417776584625
156,1,0.0006720199016854167
156,2,0.0007511982112191617
157,0,0.037019744515419006
157,1,0.0008110250346362591
157,2,0.0010546097764745355
158,0,0.04089652746915817
158,1,0.0006866618641652167
158,2,0.0011275282595306635
159,0,0.03853520378470421
159,1,0.0006560241454280913
159,2,0.0009612568537704647
160,0,0.04046615958213806
160,1,0.0006853998638689518
160,2,0.000997426570393145
161,0,0.03920622915029526
161,1,0.0006332244956865907
161,2,0.0009687269339337945
162,0,0.03835779428482056
162,1,0.0005746824899688363
162,2,0.0008026771247386932
163,0,0.03915297985076904
163,1,0.0005857733194716275
163,2,0.0008550618658773601
164,0,0.0402802899479866
164,1,0.0006802549469284713
164,2,0.0007740214932709932
165,0,0.03869352117180824
165,1,0.0006396264652721584
165,2,0.0007274682866409421
166,0,0.0369015634059906
166,1,0.0007329456857405603
166,2,0.0011364964302629232
167,0,0.037927836179733276
167,1,0.0006152682472020388
167,2,0.0010800419840961695
168,0,0.037515025585889816
168,1,0.0006278491928242147
168,2,0.0007895263261161745
169,0,0.04079156741499901
169,1,0.0007183828274719417
169,2,0.0008891253964975476
170,0,0.03765182942152023
170,1,0.0005950670456513762
170,2,0.000928572379052639
171,0,0.03782881796360016
171,1,0.0006720881210640073
171,2,0.0006788298487663269
172,0,0.03850451856851578
172,1,0.0006187708931975067
172,2,0.0006450929795391858
173,0,0.04127257689833641
173,1,0.0006676501361653209
173,2,0.0007066152174957097
174,0,0.04074656963348389
174,1,0.0008246267680078745
174,2,0.000827245821710676
175,0,0.04023074358701706
175,1,0.0007444549119099975
175,2,0.0013476165477186441
176,0,0.03952044993638992
176,1,0.0006483722245320678
176,2,0.0012631692225113511
177,0,0.039391711354255676
177,1,0.0006492495886050165
177,2,0.0008580174180679023
178,0,0.03911060839891434
178,1,0.0007349854568019509
178,2,0.0009553891723044217
179,0,0.037629835307598114
179,1,0.0006194299785420299
179,2,0.0010087216505780816
180,0,0.03921717032790184
180,1,0.0006273463368415833
180,2,0.0007720141438767314
181,0,0.04039687663316727
181,1,0.0007453285506926477
181,2,0.0006697094067931175
182,0,0.03737208992242813
182,1,0.0006370996125042439
182,2,0.000933007278945297
183,0,0.04103090241551399
183,1,0.00064227165421471
183,2,0.0008620767039246857
184,0,0.039509616792201996
184,1,0.0006075908313505352
184,2,0.0006840192945674062
185,0,0.038706887513399124
185,1,0.0006290146848186851
185,2,0.0006233867025002837
186,0,0.03886833414435387
186,1,0.0007886207313276827
186,2,0.0008370765717700124
187,0,0.03998072072863579
187,1,0.00078174116788432
187,2,0.0011153860250487924
188,0,0.03866828978061676
188,1,0.0008207582286559045
188,2,0.0013979693176224828
189,0,0.038522135466337204
189,1,0.0007821107865311205
189,2,0.0010909814154729247
190,0,0.04185066744685173
190,1,0.0007962464587762952
190,2,0.001295616151764989
191,0,0.04027964919805527
191,1,0.0009762289701029658
191,2,0.0019342373125255108
192,0,0.03876281529664993
192,1,0.000943893741350621
192,2,0.0015821702545508742
193,0,0.04173962399363518
193,1,0.0009923608740791678
193,2,0.0012382192071527243
194,0,0.041877392679452896
194,1,0.0008556153043173254
194,2,0.0013687281170859933
195,0,0.04003061354160309
195,1,0.0007853865972720087
195,2,0.0019961907528340816
196,0,0.03894204646348953
196,1,0.0007159039378166199
196,2,0.0012766538420692086
197,0,0.04078179970383644
197,1,0.0007271216600202024
197,2,0.0013813714031130075
198,0,0.04184344410896301
198,1,0.0006872848607599735
198,2,0.0011431534076109529
199,0,0.04250938072800636
199,1,0.0007128127035684884
199,2,0.000986699596978724
200,0,0.04273373633623123
200,1,0.0006626306567341089
200,2,0.0007651973282918334
201,0,0.04173709452152252
201,1,0.0006439320859499276
201,2,0.0007949635619297624
202,0,0.038183342665433884
202,1,0.0006352392374537885
202,2,0.0007617462542839348
203,0,0.04181468114256859
203,1,0.000849375210236758
203,2,0.0009313305490650237
204,0,0.04113062471151352
204,1,0.000715272908564657
204,2,0.0009474584949202836
205,0,0.042740873992443085
205,1,0.0007137110806070268
205,2,0.0011206333292648196
206,0,0.03957923874258995
206,1,0.0007346025086008012
206,2,0.0011644470505416393
207,0,0.04216080158948898
207,1,0.0007212763885036111
207,2,0.0010855430737137794
208,0,0.04088349640369415
208,1,0.0008464730926789343
208,2,0.0016896413872018456
209,0,0.04108605906367302
209,1,0.0009247614070773125
209,2,0.0016621719114482403
210,0,0.04279898479580879
210,1,0.0009754817583598197
210,2,0.0016386319184675813
211,0,0.04113622009754181
211,1,0.0012875311076641083
211,2,0.0025374582037329674
212,0,0.04245997220277786
212,1,0.001194481854327023
212,2,0.0018697488121688366
213,0,0.042810872197151184
213,1,0.0009330999455414712
213,2,0.001671074889600277
214,0,0.04384087771177292
214,1,0.0009273786563426256
214,2,0.0014230584492906928
215,0,0.04254518449306488
215,1,0.0007262186845764518
215,2,0.0011915632057935
216,0,0.042921457439661026
216,1,0.0007161815301515162
216,2,0.0009109072852879763
217,0,0.04393681138753891
217,1,0.0006270948215387762
217,2,0.0007220209809020162
218,0,0.040686916559934616
218,1,0.0006350596668198705
218,2,0.0008037900552153587
219,0,0.04325179010629654
219,1,0.0006541687180288136
219,2,0.0006818580441176891
220,0,0.040771834552288055
220,1,0.0005854603950865567
220,2,0.0006024613976478577
221,0,0.04290907084941864
221,1,0.0006259478977881372
221,2,0.0006158690666779876
222,0,0.04456852376461029
222,1,0.0006409665220417082
222,2,0.0006785367731936276
223,0,0.04223940521478653
223,1,0.0007007595850154757
223,2,0.0008446924039162695
224,0,0.042367029935121536
224,1,0.000606400950346142
224,2,0.0009068739018402994
225,0,0.04201850667595863
225,1,0.0006555091240443289
225,2,0.0007855232106521726
226,0,0.04542168602347374
226,1,0.0006852227379567921
226,2,0.0009182188077829778
227,0,0.04215735197067261
227,1,0.0007346873171627522
227,2,0.0010212227934971452
228,0,0.041691266000270844
228,1,0.0007307723280973732
228,2,0.0007931143045425415
229,0,0.044376496225595474
229,1,0.0006942595355212688
229,2,0.0011447615688666701
230,0,0.04436430707573891
230,1,0.0007421730551868677
230,2,0.0010373913682997227
231,0,0.04324845224618912
231,1,0.0006344235735014081
231,2,0.0009299286757595837
232,0,0.039900340139865875
232,1,0.0006569967954419553
232,2,0.0006901298766024411
233,0,0.03818941116333008
233,1,0.0006314524216577411
233,2,0.0006172767607495189
234,0,0.04220627248287201
234,1,0.0007070943247526884
234,2,0.0006193516310304403
235,0,0.04162430390715599
235,1,0.0007019088952802122
235,2,0.0006810470949858427
236,0,0.042082685977220535
236,1,0.0006403590086847544
236,2,0.0008347253315150738
237,0,0.043485041707754135
237,1,0.0006477299612015486
237,2,0.0008377114427275956
238,0,0.04535635560750961
238,1,0.0006960260216146708
238,2,0.0009063293691724539
239,0,0.045190680772066116
239,1,0.0006404221057891846
239,2,0.0007142327376641333
240,0,0.04517306014895439
240,1,0.000666858977638185
240,2,0.0009341002441942692
241,0,0.04063860699534416
241,1,0.0006542480550706387
241,2,0.0009543468477204442
242,0,0.04189787060022354
242,1,0.0006673652096651495
242,2,0.0007974111940711737
243,0,0.047374118119478226
243,1,0.0006818221881985664
243,2,0.0008964280132204294
244,0,0.04385256767272949
244,1,0.0006262579699978232
244,2,0.0008596411789767444
245,0,0.04669596254825592
245,1,0.0006921320455148816
245,2,0.0008885000133886933
246,0,0.04117674008011818
246,1,0.00060859794029966
246,2,0.000821225403342396
247,0,0.04177366569638252
247,1,0.0007210768526419997
247,2,0.0007969452417455614
248,0,0.04582419618964195
248,1,0.0007006373489275575
248,2,0.0008854782790876925
249,0,0.0385429821908474
249,1,0.0007941084913909435
249,2,0.0012839289847761393
250,0,0.04489991068840027
250,1,0.0006825756863690913
250,2,0.0007932477165013552
251,0,0.043310005217790604
251,1,0.000686095969285816
251,2,0.0008826010744087398
252,0,0.04127709940075874
252,1,0.0006469368236139417
252,2,0.0007010535337030888
253,0,0.04158621281385422
253,1,0.0006303712725639343
253,2,0.0007721722358837724
254,0,0.04145355150103569
254,1,0.000702232588082552
254,2,0.0010538530768826604
255,0,0.04195386543869972
255,1,0.0007130223675630987
255,2,0.0007768220384605229
256,0,0.04592898488044739
256,1,0.0006689410074613988
256,2,0.0009324392885901034
257,0,0.04662616178393364
257,1,0.0007782261236570776
257,2,0.0008496040245518088
258,0,0.043360572308301926
258,1,0.0007101664086803794
258,2,0.0010363832116127014
259,0,0.04266068711876869
259,1,0.000674563692882657
259,2,0.0010600383393466473
260,0,0.04319223389029503
260,1,0.0006403843872249126
260,2,0.0006959194433875382
261,0,0.04510237276554108
261,1,0.0006068216753192246
261,2,0.0008935597725212574
262,0,0.04362289980053902
262,1,0.0005909815663471818
262,2,0.000670248584356159
263,0,0.04201427847146988
263,1,0.000613502983469516
263,2,0.0007605309947393835
264,0,0.040283381938934326
264,1,0.0006133787101134658
264,2,0.000679151969961822
265,0,0.04348776489496231
265,1,0.0006418494740501046
265,2,0.0007696208194829524
266,0,0.04085886478424072
266,1,0.0007017036550678313
266,2,0.0007652047206647694
267,0,0.0405132919549942
267,1,0.0006564714130945504
267,2,0.0010360172018408775
268,0,0.04247870296239853
268,1,0.0006344529683701694
268,2,0.0007755041588097811
269,0,0.04431864619255066
269,1,0.0007257447578012943
269,2,0.0009959365706890821
270,0,0.0446648932993412
270,1,0.0008546146564185619
270,2,0.0010334581602364779
271,0,0.04160819575190544
271,1,0.000803352624643594
271,2,0.001128542353399098
272,0,0.041377320885658264
272,1,0.0007366041536442935
272,2,0.000889214628841728
273,0,0.04639452323317528
273,1,0.0006762594566680491
273,2,0.0009070763480849564
274,0,0.044963303953409195
274,1,0.0007015831070020795
274,2,0.000915856973733753
275,0,0.04347808286547661
275,1,0.0006780339754186571
275,2,0.0007257724064402282
276,0,0.04355117678642273
276,1,0.000659978948533535
276,2,0.0006637265905737877
277,0,0.04041832685470581
277,1,0.000599499442614615
277,2,0.0008240624447353184
278,0,0.042069051414728165
278,1,0.0005885231075808406
278,2,0.0006839919951744378
279,0,0.04399806633591652
279,1,0.000748033111449331
279,2,0.0007837191224098206
280,0,0.045272551476955414
280,1,0.0007383901393041015
280,2,0.0008701966144144535
281,0,0.042278990149497986
281,1,0.000800339737907052
281,2,0.0009393063373863697
282,0,0.04275965690612793
282,1,0.0007734071114100516
282,2,0.0012090230593457818
283,0,0.040206681936979294
283,1,0.0007150447927415371
283,2,0.001180703635327518
284,0,0.04370344802737236
284,1,0.0006351363263092935
284,2,0.0010925784008577466
285,0,0.04343082383275032
285,1,0.0006534306448884308
285,2,0.0008628352079540491
286,0,0.041072070598602295
286,1,0.0008049848256632686
286,2,0.0008171797962859273
287,0,0.045088525861501694
287,1,0.0006788624450564384
287,2,0.0006374815129674971
288,0,0.0462137833237648
288,1,0.0006400910788215697
288,2,0.00087883067317307
289,0,0.04181594401597977
289,1,0.0006834701052866876
289,2,0.0007329305517487228
290,0,0.04179457947611809
290,1,0.00063340924680233
290,2,0.0010107459966093302
291,0,0.04508066177368164
291,1,0.0007755886181257665
291,2,0.0011497775558382273
292,0,0.04482795298099518
292,1,0.0006777099915780127
292,2,0.001104737282730639
293,0,0.04103247448801994
293,1,0.0007092061568982899
293,2,0.000825724913738668
294,0,0.044134095311164856
294,1,0.0007313445094041526
294,2,0.000745928380638361
295,0,0.03828854113817215
295,1,0.0006137531017884612
295,2,0.0006701021338813007
296,0,0.0437411405146122
296,1,0.0006370475166477263
296,2,0.0006876806728541851
297,0,0.04240936413407326
297,1,0.0007303122547455132
297,2,0.0009247902198694646
298,0,0.041801568120718
298,1,0.0006928379298187792
298,2,0.000854389974847436
299,0,0.044159334152936935
299,1,0.0007005158695392311
299,2,0.0010444476502016187
300,0,0.04396752268075943
300,1,0.0007098360802046955
300,2,0.0010135211050510406
301,0,0.04562890902161598
301,1,0.000727106467820704
301,2,0.001449812320061028
302,0,0.04185956344008446
302,1,0.0006954341079108417
302,2,0.001112992293201387
303,0,0.044783785939216614
303,1,0.00069338025059551
303,2,0.0010769451037049294
304,0,0.0454205758869648
304,1,0.0007179913809522986
304,2,0.001708909054286778
305,0,0.04536982998251915
305,1,0.0007160605164244771
305,2,0.0008444411214441061
306,0,0.045400675386190414
306,1,0.0007950560539029539
306,2,0.000981176272034645
307,0,0.041541796177625656
307,1,0.0007764730835333467
307,2,0.0010398784652352333
308,0,0.043934427201747894
308,1,0.0007574845221824944
308,2,0.00102763413451612
309,0,0.04130666330456734
309,1,0.0007420526235364377
309,2,0.0009665756369940937
310,0,0.04548678174614906
310,1,0.0006599486223421991
310,2,0.0007717086700722575
311,0,0.046074338257312775
311,1,0.0006413860828615725
311,2,0.0006496873684227467
312,0,0.043677859008312225
312,1,0.0007468475378118455
312,2,0.0005734526785090566
313,0,0.04578017070889473
313,1,0.0007586238789372146
313,2,0.0006215125904418528
314,0,0.043255727738142014
314,1,0.0007205809815786779
314,2,0.0007872741553001106
315,0,0.04221703112125397
315,1,0.0006869871285744011
315,2,0.0008694360149092972
316,0,0.04194727912545204
316,1,0.0006621999200433493
316,2,0.0008285515359602869
317,0,0.0439184308052063
317,1,0.0006142717902548611
317,2,0.0006480416632257402
318,0,0.04431091248989105
318,1,0.0006372769712470472
318,2,0.00070097332354635
319,0,0.04487404227256775
319,1,0.000731576350517571
319,2,0.0006624771049246192
320,0,0.04680972546339035
320,1,0.0006637314800173044
320,2,0.0007187289302237332
321,0,0.04280481114983559
321,1,0.0006151744746603072
321,2,0.000808621000032872
322,0,0.04576771706342697
322,1,0.0006604880327358842
322,2,0.0005919190589338541
323,0,0.045428235083818436
323,1,0.0007083832169882953
323,2,0.0005273661226965487
324,0,0.04818330332636833
324,1,0.0007295410032384098
324,2,0.0007155781495384872
325,0,0.046927560120821
325,1,0.0006617141771130264
325,2,0.0006149206892587245
326,0,0.04740097373723984
326,1,0.000778221117798239
326,2,0.0008313889265991747
327,0,0.04217769205570221
327,1,0.0008142422884702682
327,2,0.0008858712390065193
328,0,0.04605413228273392
328,1,0.0008391832816414535
328,2,0.001054704887792468
329,0,0.04580812156200409
329,1,0.0007418344612233341
329,2,0.0011327129323035479
330,0,0.044453516602516174
330,1,0.0006550356629304588
330,2,0.001010329695418477
331,0,0.04655854031443596
331,1,0.0007355584530159831
331,2,0.0007299552671611309
332,0,0.04703053459525108
332,1,0.0006919694133102894
332,2,0.0010216361843049526
333,0,0.045623522251844406
333,1,0.0006672718445770442
333,2,0.0007186827715486288
334,0,0.04306664317846298
334,1,0.0006801007548347116
334,2,0.0006531235412694514
335,0,0.04736856371164322
335,1,0.000679803139064461
335,2,0.0007859300822019577
336,0,0.04553955793380737
336,1,0.0006508067599497736
336,2,0.0006822744035162032
337,0,0.04535325989127159
337,1,0.000615527096670121
337,2,0.0006507330108433962
338,0,0.04532076045870781
338,1,0.0007768156356178224
338,2,0.0006691804155707359
339,0,0.04270193725824356
339,1,0.000695444003213197
339,2,0.0007509998977184296
340,0,0.04447559267282486
340,1,0.0007213183562271297
340,2,0.0007127051358111203
341,0,0.04212278127670288
341,1,0.0006313647027127445
341,2,0.0006343428394757211
342,0,0.045112933963537216
342,1,0.0007149767479859293
342,2,0.0007233216892927885
