epoch,layer,residual_norm
343,0,0.04789482057094574
343,1,0.0006174074951559305
343,2,0.0006263768300414085
344,0,0.04758754000067711
344,1,0.0007114300969988108
344,2,0.0007365545607171953
345,0,0.04909219220280647
345,1,0.0006926949718035758
345,2,0.0008462843834422529
346,0,0.04433447867631912
346,1,0.0007419695612043142
346,2,0.0007231661002151668
347,0,0.04541616141796112
347,1,0.000772992498241365
347,2,0.0011837271740660071
348,0,0.0423726812005043
348,1,0.0006942925392650068
348,2,0.0008308030082844198
349,0,0.04634419456124306
349,1,0.0007186775910668075
349,2,0.0009274525218643248
350,0,0.049405891448259354
350,1,0.0007082715746946633
350,2,0.0007821839535608888
351,0,0.044021423906087875
351,1,0.0006937318248674273
351,2,0.0008068063179962337
352,0,0.04634635150432587
352,1,0.0006836939719505608
352,2,0.0008460009703412652
353,0,0.04450387880206108
353,1,0.0005841811071150005
353,2,0.0007512389565818012
354,0,0.04588184878230095
354,1,0.000625494634732604
354,2,0.0006689209258183837
355,0,0.04516977816820145
355,1,0.0007521126535721123
355,2,0.0007856785086914897
356,0,0.045748520642519
356,1,0.0007030851556919515
356,2,0.0009772684425115585
357,0,0.0450873076915741
357,1,0.0006671884329989552
357,2,0.0010289526544511318
358,0,0.046752821654081345
358,1,0.0006733395275659859
358,2,0.0011690242681652308
359,0,0.0482296384871006
359,1,0.0007392086554318666
359,2,0.0010046666720882058
360,0,0.04709181562066078
360,1,0.0007224453147500753
360,2,0.0008539065602235496
361,0,0.04934760928153992
361,1,0.0007192079210653901
361,2,0.0007337010465562344
362,0,0.043266795575618744
362,1,0.0006735627539455891
362,2,0.0007059272029437125
363,0,0.045455824583768845
363,1,0.0007106336415745318
363,2,0.0007595153292641044
364,0,0.048297006636857986
364,1,0.0007279272540472448
364,2,0.0009062319295480847
365,0,0.04856637865304947
365,1,0.0007698104600422084
365,2,0.0009596696472726762
366,0,0.044369861483573914
366,1,0.0006417205440811813
366,2,0.0008289963006973267
367,0,0.04616802930831909
367,1,0.0007147297146730125
367,2,0.0009548307280056179
368,0,0.04496144503355026
368,1,0.0006834596861153841
368,2,0.0006265957490541041
369,0,0.04476549103856087
369,1,0.0006809877813793719
369,2,0.0008165224571712315
370,0,0.04655158892273903
370,1,0.0006816387176513672
370,2,0.000665284926071763
371,0,0.043277278542518616
371,1,0.000746510922908783
371,2,0.0007885428494773805
372,0,0.04746948182582855
372,1,0.0006949036614969373
372,2,0.0007740526343695819
373,0,0.04826066642999649
373,1,0.0006643299129791558
373,2,0.0008118313853628933
374,0,0.04750421643257141
374,1,0.0007058550836518407
374,2,0.0005810332950204611
375,0,0.04915527626872063
375,1,0.0006994967116042972
375,2,0.0005543134757317603
376,0,0.046146053820848465
376,1,0.0007485958049073815
376,2,0.0006066778441891074
377,0,0.04280988499522209
377,1,0.0007029043626971543
377,2,0.0005430490709841251
378,0,0.04750625789165497
378,1,0.0007547533023171127
378,2,0.0006494793924503028
379,0,0.046932414174079895
379,1,0.0006851940997876227
379,2,0.0006872931262478232
380,0,0.04694685712456703
380,1,0.0006401716964319348
380,2,0.0006240455550141633
381,0,0.04786476865410805
381,1,0.000728281622286886
381,2,0.0005945511511527002
382,0,0.047329433262348175
382,1,0.0006351437186822295
382,2,0.0006154400762170553
383,0,0.047655537724494934
383,1,0.0006677816272713244
383,2,0.0007378990412689745
384,0,0.04475732147693634
384,1,0.0006748384912498295
384,2,0.000788533070590347
385,0,0.044066790491342545
385,1,0.0006861348520033062
385,2,0.0006792250787839293
386,0,0.04509635642170906
386,1,0.0007008429965935647
386,2,0.0008420877857133746
387,0,0.04436148703098297
387,1,0.0006769369356334209
387,2,0.0008893331396393478
388,0,0.04358590766787529
388,1,0.0006928980583325028
388,2,0.0009586199303157628
389,0,0.046219244599342346
389,1,0.0006981706828810275
389,2,0.00080697430530563
390,0,0.0438738577067852
390,1,0.0007195874932222068
390,2,0.0010353977559134364
391,0,0.046556804329156876
391,1,0.0006946174544282258
391,2,0.0007300868164747953
392,0,0.04813307523727417
392,1,0.0007640817784704268
392,2,0.00087233807425946
393,0,0.048534199595451355
393,1,0.0007085097022354603
393,2,0.0008037134539335966
394,0,0.045393865555524826
394,1,0.0006693056202493608
394,2,0.0006997704622335732
395,0,0.04220287501811981
395,1,0.0006133587448857725
395,2,0.0006732684560120106
396,0,0.04760737717151642
396,1,0.0006249090074561536
396,2,0.000616603996604681
397,0,0.04929894208908081
397,1,0.0006611743592657149
397,2,0.0005966578610241413
398,0,0.047990985214710236
398,1,0.0007050163694657385
398,2,0.000510507554281503
399,0,0.04500545188784599
399,1,0.0006261297967284918
399,2,0.0005718564498238266
400,0,0.04606561362743378
400,1,0.0006793529610149562
400,2,0.0005639126757159829
401,0,0.046277329325675964
401,1,0.0006547356606461108
401,2,0.0006947513320483267
402,0,0.044193536043167114
402,1,0.000637488323263824
402,2,0.0007029935950413346
403,0,0.045616306364536285
403,1,0.0006504366756416857
403,2,0.0007310988730750978
404,0,0.047546178102493286
404,1,0.0007041646167635918
404,2,0.0008119633421301842
405,0,0.0445256382226944
405,1,0.0007339728181250393
405,2,0.0007981416420079768
406,0,0.042364414781332016
406,1,0.0005981613066978753
406,2,0.0008089470211416483
407,0,0.046244580298662186
407,1,0.0007120567024685442
407,2,0.0005708885146304965
408,0,0.045969948172569275
408,1,0.0006645889952778816
408,2,0.0005392459570430219
409,0,0.045424219220876694
409,1,0.0006585172959603369
409,2,0.0005128721822984517
410,0,0.043548259884119034
410,1,0.0006934934062883258
410,2,0.0005712677957490087
411,0,0.04402090236544609
411,1,0.0007059469353407621
411,2,0.0005741582135669887
412,0,0.04643336310982704
412,1,0.0007324666948989034
412,2,0.0007873473805375397
413,0,0.045321233570575714
413,1,0.0006944432971067727
413,2,0.000684872386045754
414,0,0.04737432673573494
414,1,0.0006289473385550082
414,2,0.0006801441195420921
415,0,0.04294895380735397
415,1,0.0005707773379981518
415,2,0.0005958701367489994
416,0,0.04601358622312546
416,1,0.0006151649286039174
416,2,0.000596034515183419
417,0,0.049649931490421295
417,1,0.0006389112095348537
417,2,0.0005420425441116095
418,0,0.04659294709563255
418,1,0.000682134588714689
418,2,0.0006526156212203205
419,0,0.043987076729536057
419,1,0.0006944999331608415
419,2,0.000758347858209163
420,0,0.04809270426630974
420,1,0.0006637107580900192
420,2,0.0007282037404365838
421,0,0.0461733415722847
421,1,0.0006652636802755296
421,2,0.0007675822707824409
422,0,0.0474904365837574
422,1,0.0007804346387274563
422,2,0.00098520633764565
423,0,0.04485544189810753
423,1,0.0006732220645062625
423,2,0.0009297018405050039
424,0,0.04987725242972374
424,1,0.0006959508755244315
424,2,0.0006538507877849042
425,0,0.047139767557382584
425,1,0.000679188990034163
425,2,0.0008564796880818903
426,0,0.04658493399620056
426,1,0.000674959912430495
426,2,0.0006135049043223262
427,0,0.05014997348189354
427,1,0.0007007899694144726
427,2,0.0005827357526868582
428,0,0.04285397008061409
428,1,0.0006633015000261366
428,2,0.0007202709675766528
429,0,0.049733515828847885
429,1,0.0007712831720709801
429,2,0.0007965608965605497
430,0,0.052743565291166306
430,1,0.0007530947332270443
430,2,0.0010215856600552797
431,0,0.04717692360281944
431,1,0.0007421040791086853
431,2,0.0010797939030453563
432,0,0.044818680733442307
432,1,0.0007489266572520137
432,2,0.0010106870904564857
433,0,0.046932946890592575
433,1,0.0007758233114145696
433,2,0.0007270024507306516
434,0,0.0473051592707634
434,1,0.0006944306660443544
434,2,0.0006144106737338006
435,0,0.04714803025126457
435,1,0.0007193083874881268
435,2,0.0005306358798407018
436,0,0.046544868499040604
436,1,0.0006089688977226615
436,2,0.0006495431298390031
437,0,0.04553821310400963
437,1,0.0006358631071634591
437,2,0.0006093468400649726
438,0,0.044930603355169296
438,1,0.0006336031365208328
438,2,0.0005903027486056089
439,0,0.04932645335793495
439,1,0.0006462754681706429
439,2,0.0005446269060485065
440,0,0.04580099508166313
440,1,0.0006360195111483335
440,2,0.0005909855244681239
441,0,0.04621444642543793
441,1,0.0005942130228504539
441,2,0.0005413241451606154
442,0,0.0432148277759552
442,1,0.0005931511987000704
442,2,0.0005814669420942664
443,0,0.04800894856452942
443,1,0.0006213532178662717
443,2,0.0005181754240766168
444,0,0.04782470688223839
444,1,0.0006058571743778884
444,2,0.0005036153015680611
445,0,0.048044074326753616
445,1,0.0005879964446648955
445,2,0.0004521202645264566
446,0,0.04399498179554939
446,1,0.0006223145755939186
446,2,0.0004517114721238613
447,0,0.045822445303201675
447,1,0.0006727433064952493
447,2,0.0004365014028735459
448,0,0.051326896995306015
448,1,0.0006903941975906491
448,2,0.00047899995115585625
449,0,0.04762651398777962
449,1,0.0006407517357729375
449,2,0.0004723376769106835
450,0,0.043689943850040436
450,1,0.0006457457784563303
450,2,0.0005937759415246546
451,0,0.04971403628587723
451,1,0.0007709418423473835
451,2,0.0007087767589837313
452,0,0.04989125579595566
452,1,0.000670353532768786
452,2,0.0008183449390344322
453,0,0.04745740815997124
453,1,0.0006510151433758438
453,2,0.0007113257888704538
454,0,0.0495886392891407
454,1,0.0006748874438926578
454,2,0.0005872385227121413
455,0,0.04729586839675903
455,1,0.0006284748087637126
455,2,0.0006814267835579813
456,0,0.047347430139780045
456,1,0.0005863670376129448
456,2,0.000576564169023186
457,0,0.04233894497156143
457,1,0.0006330854957923293
457,2,0.0006610429845750332
458,0,0.049472324550151825
458,1,0.0007365426863543689
458,2,0.0009708362631499767
459,0,0.04694513604044914
459,1,0.0006790136103518307
459,2,0.0006997386808507144
460,0,0.0476921908557415
460,1,0.000634138414170593
460,2,0.000579494284465909
461,0,0.04505591839551926
461,1,0.0006769744213670492
461,2,0.0006189223495312035
462,0,0.0465063638985157
462,1,0.0005991440848447382
462,2,0.0006644599488936365
463,0,0.04320966824889183
463,1,0.000593271222896874
463,2,0.0005610633525066078
464,0,0.0474407784640789
464,1,0.0005862926482222974
464,2,0.0005203367327339947
465,0,0.047670383006334305
465,1,0.000705086044035852
465,2,0.0006308059091679752
466,0,0.0448412224650383
466,1,0.0006875567487441003
466,2,0.0007194406352937222
467,0,0.0435696505010128
467,1,0.0006349228788167238
467,2,0.0006387878675013781
468,0,0.046167489141225815
468,1,0.0006788225146010518
468,2,0.000663098762743175
469,0,0.048974182456731796
469,1,0.0007145954295992851
469,2,0.0007797585567459464
470,0,0.043682944029569626
470,1,0.0006352571654133499
470,2,0.000806734838988632
471,0,0.046885352581739426
471,1,0.0007129277801141143
471,2,0.0007673550862818956
472,0,0.04404077306389809
472,1,0.0006757033988833427
472,2,0.0008563376613892615
473,0,0.045200396329164505
473,1,0.0006157340831123292
473,2,0.0007683149306103587
474,0,0.04893983528017998
474,1,0.0006400294951163232
474,2,0.0008373252348974347
475,0,0.04446859657764435
475,1,0.0006972118862904608
475,2,0.0005491765914484859
476,0,0.048279691487550735
476,1,0.0006339711835607886
476,2,0.00044799179886467755
477,0,0.04665553569793701
477,1,0.0006379701662808657
477,2,0.000454021617770195
478,0,0.04517759010195732
478,1,0.0006206058897078037
478,2,0.0005380199872888625
479,0,0.04586699977517128
479,1,0.0006496681598946452
479,2,0.0005092573701404035
480,0,0.04805988445878029
480,1,0.0006121070473454893
480,2,0.0005110601196065545
481,0,0.046311624348163605
481,1,0.0006620016065426171
481,2,0.000493321567773819
482,0,0.04697241634130478
482,1,0.0006568980752490461
482,2,0.0006384188891388476
483,0,0.041598692536354065
483,1,0.0006286332500167191
483,2,0.0007146267453208566
484,0,0.044177304953336716
484,1,0.0006191961583681405
484,2,0.0006529656238853931
485,0,0.04476559907197952
485,1,0.0006108817760832608
485,2,0.0005643846816383302
486,0,0.04681657999753952
486,1,0.0006035793921910226
486,2,0.0005392373423092067
487,0,0.045939747244119644
487,1,0.0006150382105261087
487,2,0.00044601893750950694
488,0,0.044462043792009354
488,1,0.0006762935081496835
488,2,0.0004192776104900986
489,0,0.04781491681933403
489,1,0.000662635953631252
489,2,0.00041016374598257244
490,0,0.0425872877240181
490,1,0.0006243526586331427
490,2,0.00040189316496253014
491,0,0.04880432412028313
491,1,0.0005956416134722531
491,2,0.0004961664672009647
492,0,0.04643645137548447
492,1,0.000689594482537359
492,2,0.0005280830664560199
493,0,0.0465349443256855
493,1,0.0006326671573333442
493,2,0.0005733378930017352
494,0,0.04602717235684395
494,1,0.0005948116886429489
494,2,0.0004938531783409417
495,0,0.04606056213378906
495,1,0.0005697723827324808
495,2,0.0005747813847847283
496,0,0.04353449493646622
496,1,0.0006025032489560544
496,2,0.0005970129277557135
497,0,0.04511599987745285
497,1,0.0006245901458896697
497,2,0.0005515259108506143
498,0,0.044379375874996185
498,1,0.0006997906020842493
498,2,0.0006411717622540891
499,0,0.04682569205760956
499,1,0.0006709334556944668
499,2,0.0005752873257733881
500,0,0.04749218374490738
500,1,0.0006383070140145719
500,2,0.0005645807250402868
501,0,0.047620419412851334
501,1,0.0006169200642034411
501,2,0.0005701952031813562
502,0,0.04725704342126846
502,1,0.0006080077146179974
502,2,0.0006258502253331244
503,0,0.04657573252916336
503,1,0.0006184444646351039
503,2,0.0005626691272482276
504,0,0.0481310673058033
504,1,0.0006094590644352138
504,2,0.0005336744943633676
505,0,0.049498051404953
505,1,0.000619609490968287
505,2,0.0006423728773370385
506,0,0.0501457080245018
506,1,0.0006410263595171273
506,2,0.0006372779025696218
507,0,0.04881124198436737
507,1,0.0006004375172778964
507,2,0.0005966117023490369
508,0,0.04729735478758812
508,1,0.0006205902900546789
508,2,0.0004927943809889257
509,0,0.044617027044296265
509,1,0.0006166542880237103
509,2,0.00047524255933240056
510,0,0.04767968878149986
510,1,0.0005691011901944876
510,2,0.00046351307537406683
511,0,0.0468955896794796
511,1,0.0006540606264024973
511,2,0.0005588503554463387
512,0,0.04626734182238579
512,1,0.000614991644397378
512,2,0.0004957604687660933
513,0,0.04902110993862152
513,1,0.000711742730345577
513,2,0.0006230621365830302
514,0,0.04647045210003853
514,1,0.0005943868891336024
514,2,0.0005129947676323354
515,0,0.04697110876441002
515,1,0.000642287777736783
515,2,0.0004458890180103481
516,0,0.04544995352625847
516,1,0.0006197679904289544
516,2,0.0004426398954819888
517,0,0.04605783894658089
517,1,0.0005904046702198684
517,2,0.000500724243465811
518,0,0.04425528645515442
518,1,0.0005993253435008228
518,2,0.000417085102526471
519,0,0.04707309231162071
519,1,0.0005838276701979339
519,2,0.00038258335553109646
520,0,0.04737051576375961
520,1,0.0006388299516402185
520,2,0.00042016120278276503
521,0,0.045151494443416595
521,1,0.0005581045988947153
521,2,0.00039779540384188294
522,0,0.05065183341503143
522,1,0.0006516987923532724
522,2,0.00044816703302785754
523,0,0.04680432006716728
523,1,0.0006321279215626419
523,2,0.00046480275341309607
524,0,0.04754815995693207
524,1,0.0005704935756511986
524,2,0.0004540325317066163
525,0,0.04422977194190025
525,1,0.0006001073634251952
525,2,0.0005455358186736703
526,0,0.043236080557107925
526,1,0.0005787870031781495
526,2,0.0006029963842593133
527,0,0.04733606055378914
527,1,0.0005214645643718541
527,2,0.00041804907959885895
528,0,0.04473528638482094
528,1,0.0005678944289684296
528,2,0.00037506117951124907
529,0,0.04755263403058052
529,1,0.0005723295034840703
529,2,0.0004497863119468093
530,0,0.04747605323791504
530,1,0.0005545413005165756
530,2,0.00047700866707600653
531,0,0.04691855236887932
531,1,0.0006204838282428682
531,2,0.00048180492012761533
532,0,0.045599788427352905
532,1,0.0005823849933221936
532,2,0.000534184742718935
533,0,0.04658477008342743
533,1,0.0005712386919185519
533,2,0.0004275395767763257
534,0,0.04489593207836151
534,1,0.000534298422280699
534,2,0.0004305437614675611
535,0,0.04684748128056526
535,1,0.0006373931537382305
535,2,0.0004462437645997852
536,0,0.04637541249394417
536,1,0.0006437766132876277
536,2,0.0004933386808261275
537,0,0.04669836163520813
537,1,0.0005866907886229455
537,2,0.0004182965203654021
538,0,0.046424683183431625
538,1,0.0005452881450764835
538,2,0.00038490185397677124
539,0,0.04984288290143013
539,1,0.0005587186315096915
539,2,0.0004169779422227293
540,0,0.04508503898978233
540,1,0.0005890691536478698
540,2,0.00040221225935965776
541,0,0.044289350509643555
541,1,0.0005818165373057127
541,2,0.00038441517972387373
542,0,0.04705488309264183
542,1,0.0006575436564162374
542,2,0.00045586354099214077
543,0,0.04632384330034256
543,1,0.0005981806316412985
543,2,0.0004266033647581935
544,0,0.0491306446492672
544,1,0.0005490047624334693
544,2,0.0003805752203334123
545,0,0.04502635449171066
545,1,0.0006069577066227794
545,2,0.0004098217759747058
546,0,0.04623318463563919
546,1,0.0006532338447868824
546,2,0.000542206282261759
547,0,0.04625861346721649
547,1,0.0006092133116908371
547,2,0.0004937088815495372
548,0,0.04430648684501648
548,1,0.0006313499179668725
548,2,0.0004769094521179795
549,0,0.049567610025405884
549,1,0.0005618113791570067
549,2,0.00048757134936749935
550,0,0.049377307295799255
550,1,0.0006494650733657181
550,2,0.0004938649362884462
551,0,0.04773465171456337
551,1,0.000592225871514529
551,2,0.0004091708979103714
552,0,0.04927752539515495
552,1,0.0005736729362979531
552,2,0.00045078960829414427
553,0,0.044488463550806046
553,1,0.0005969118210487068
553,2,0.0004905718960799277
554,0,0.04835563153028488
554,1,0.0006430392968468368
554,2,0.0005891042528674006
555,0,0.048611417412757874
555,1,0.0006341678090393543
555,2,0.0006949084927327931
556,0,0.05055668205022812
556,1,0.0005734322476200759
556,2,0.0005298986216075718
557,0,0.048918500542640686
557,1,0.0006293802289292216
557,2,0.0005557120312005281
558,0,0.04728200286626816
558,1,0.0006332578486762941
558,2,0.000528789940290153
559,0,0.04771288484334946
559,1,0.000640175596345216
559,2,0.0005275972071103752
560,0,0.048942264169454575
560,1,0.0005708907847292721
560,2,0.0004921765648759902
561,0,0.04541952535510063
561,1,0.0006309509626589715
561,2,0.0004528770805336535
562,0,0.04252851381897926
562,1,0.0005842268001288176
562,2,0.00044713105307891965
563,0,0.04586831107735634
563,1,0.0005519193946383893
563,2,0.00036587248905561864
564,0,0.04691266268491745
564,1,0.0005861804238520563
564,2,0.0003358779940754175
565,0,0.04742620140314102
565,1,0.0005247964290902019
565,2,0.0002918918617069721
566,0,0.04685411974787712
566,1,0.0005795200704596937
566,2,0.00032578365062363446
567,0,0.0470876581966877
567,1,0.000509684206917882
567,2,0.0003034654073417187
568,0,0.046976007521152496
568,1,0.0005243272753432393
568,2,0.00029612184152938426
569,0,0.05084860697388649
569,1,0.0005475310026668012
569,2,0.0002963356673717499
570,0,0.04746711254119873
570,1,0.0005848808796145022
570,2,0.0003448166244197637
571,0,0.049550704658031464
571,1,0.000613784824963659
571,2,0.0003457196871750057
572,0,0.04584355652332306
572,1,0.0005765454843640327
572,2,0.0003219103964511305
573,0,0.05094645917415619
573,1,0.0005716174491681159
573,2,0.00034650624729692936
574,0,0.05027125030755997
574,1,0.0005362270167097449
574,2,0.00034034112468361855
575,0,0.04783722758293152
575,1,0.0006126426160335541
575,2,0.0003291775065008551
576,0,0.04626116529107094
576,1,0.0005392557941377163
576,2,0.0003606242244131863
577,0,0.04693187028169632
577,1,0.0005334375309757888
577,2,0.00032228269265033305
578,0,0.04910285025835037
578,1,0.0005963690928183496
578,2,0.0003210102440789342
579,0,0.0441470593214035
579,1,0.000589092553127557
579,2,0.0003128433891106397
580,0,0.048461247235536575
580,1,0.0005171055090613663
580,2,0.0003298120864201337
581,0,0.04601481556892395
581,1,0.0005269180983304977
581,2,0.0003652934974525124
582,0,0.0461154468357563
582,1,0.0005808533169329166
582,2,0.00035698703140951693
583,0,0.04693521186709404
583,1,0.0005595508846454322
583,2,0.0003388920158613473
584,0,0.04646863415837288
584,1,0.000559604202862829
584,2,0.00033275980968028307
585,0,0.04652322083711624
585,1,0.000582322885747999
585,2,0.0003605712845455855
586,0,0.047949258238077164
586,1,0.0005529438494704664
586,2,0.0003433592210058123
587,0,0.04827585443854332
587,1,0.0005524165462702513
587,2,0.0003308545856270939
588,0,0.0450444370508194
588,1,0.0005488095921464264
588,2,0.00033332599559798837
589,0,0.04461997002363205
589,1,0.0005174347315914929
589,2,0.0003153193974867463
590,0,0.04572116956114769
590,1,0.00048454967327415943
590,2,0.00035626048338599503
591,0,0.047316644340753555
591,1,0.0005025416030548513
591,2,0.0003396325628273189
592,0,0.04730904847383499
592,1,0.00060049764579162
592,2,0.000376669893739745
593,0,0.04842509329319
593,1,0.000591076968703419
593,2,0.0004549761943053454
594,0,0.048231154680252075
594,1,0.0005615366972051561
594,2,0.00042001809924840927
595,0,0.044430363923311234
595,1,0.0005591767258010805
595,2,0.0004518442146945745
596,0,0.043675776571035385
596,1,0.0005500737461261451
596,2,0.0004019524494651705
597,0,0.04766690358519554
597,1,0.0005394030595198274
597,2,0.0004240444104652852
598,0,0.05015577748417854
598,1,0.0005559886340051889
598,2,0.0003918661968782544
599,0,0.049138106405735016
599,1,0.0005550591158680618
599,2,0.0004289154021535069
600,0,0.04842390865087509
600,1,0.0005905417492613196
600,2,0.00039573205867782235
601,0,0.04439997300505638
601,1,0.0005534601514227688
601,2,0.00034107823739759624
602,0,0.0475459024310112
602,1,0.0005268436507321894
602,2,0.0003733207122422755
603,0,0.044210273772478104
603,1,0.0005669377278536558
603,2,0.000392164452932775
604,0,0.047502920031547546
604,1,0.0005634266417473555
604,2,0.00035464036045596004
605,0,0.04929041489958763
605,1,0.0005316243041306734
605,2,0.00038002809742465615
606,0,0.04830062389373779
606,1,0.0005834089242853224
606,2,0.00044976058416068554
607,0,0.043630167841911316
607,1,0.0005766836111433804
607,2,0.000511575723066926
608,0,0.046988289803266525
608,1,0.0005685201613232493
608,2,0.0005211652023717761
609,0,0.04643144831061363
609,1,0.0005743150832131505
609,2,0.0006428557098843157
610,0,0.05040797218680382
610,1,0.0005894910427741706
610,2,0.0007774958503432572
611,0,0.04841156303882599
611,1,0.0005738263134844601
611,2,0.0005967742181383073
612,0,0.04548371955752373
612,1,0.0005781568470411003
612,2,0.0005541133577935398
613,0,0.049179963767528534
613,1,0.0006400162819772959
613,2,0.0005922617856413126
614,0,0.04688653722405434
614,1,0.0005060925032012165
614,2,0.00046736077638342977
615,0,0.04706675931811333
615,1,0.0005794959142804146
615,2,0.000428040191764012
616,0,0.04526346176862717
616,1,0.0005872307228855789
616,2,0.0004001485067419708
617,0,0.04838093742728233
617,1,0.0005728763644583523
617,2,0.0003472142561804503
618,0,0.04534866660833359
618,1,0.0005734593723900616
618,2,0.0003729152667801827
619,0,0.050528474152088165
619,1,0.0005711196572519839
619,2,0.0003852637601085007
620,0,0.051056455820798874
620,1,0.0005477346130646765
620,2,0.0003269211738370359
621,0,0.046673815697431564
621,1,0.0005592212546616793
621,2,0.00028913034475408494
622,0,0.04593174532055855
622,1,0.00048366401460953057
622,2,0.00026341949705965817
623,0,0.04882260784506798
623,1,0.0005299851181916893
623,2,0.00025291446945630014
624,0,0.050351470708847046
624,1,0.0005606221384368837
624,2,0.0002547086915001273
625,0,0.04584634304046631
625,1,0.0005218862788751721
625,2,0.0002640460734255612
626,0,0.044686101377010345
626,1,0.0005871403263881803
626,2,0.00031724153086543083
627,0,0.04819869250059128
627,1,0.0005413049948401749
627,2,0.00027322492678649724
628,0,0.045593224465847015
628,1,0.0005056950030848384
628,2,0.00027174068964086473
629,0,0.04662460461258888
629,1,0.0005669042584486306
629,2,0.0002702212077565491
630,0,0.04933677241206169
630,1,0.0005374217871576548
630,2,0.0002526948810555041
631,0,0.048858415335416794
631,1,0.0005071144551038742
631,2,0.00026895414339378476
632,0,0.04701125621795654
632,1,0.0005939509137533605
632,2,0.0002870101889129728
633,0,0.04405730217695236
633,1,0.0004825394134968519
633,2,0.00028090551495552063
634,0,0.05180469900369644
634,1,0.0005155982216820121
634,2,0.0002776383771561086
635,0,0.04559740796685219
635,1,0.000499164976645261
635,2,0.0002461217809468508
636,0,0.0491885244846344
636,1,0.0005478593520820141
636,2,0.00026166229508817196
637,0,0.04571409523487091
637,1,0.000544209498912096
637,2,0.00026885789702646434
638,0,0.050288788974285126
638,1,0.0005597054841928184
638,2,0.00025797844864428043
639,0,0.04589741677045822
639,1,0.0005398719804361463
639,2,0.00028592775925062597
640,0,0.04777827486395836
640,1,0.0004917583428323269
640,2,0.00026736705331131816
641,0,0.04818408936262131
641,1,0.0005026807775720954
641,2,0.00028088147519156337
642,0,0.04980159550905228
642,1,0.0005373410531319678
642,2,0.00032824630034156144
643,0,0.04835973307490349
643,1,0.0005544215673580766
643,2,0.000374916271539405
644,0,0.04603051394224167
644,1,0.0005240562604740262
644,2,0.000328696594806388
645,0,0.04996773600578308
645,1,0.0005174881662242115
645,2,0.0003140381595585495
646,0,0.04333629831671715
646,1,0.0005035102367401123
646,2,0.0002948110632132739
647,0,0.04729589819908142
647,1,0.0004921411746181548
647,2,0.00027262300136499107
648,0,0.04848700389266014
648,1,0.0005016819923184812
648,2,0.00025357777485623956
649,0,0.04746623709797859
649,1,0.0005408947472460568
649,2,0.00027086891350336373
650,0,0.046045705676078796
650,1,0.0005636522546410561
650,2,0.0002773652959149331
651,0,0.04809418320655823
651,1,0.000532010046299547
651,2,0.0002867619914468378
652,0,0.044579386711120605
652,1,0.0004974926705472171
652,2,0.0002828902506735176
653,0,0.04417039826512337
653,1,0.0004877144529018551
653,2,0.0002718725008890033
654,0,0.04668794199824333
654,1,0.0004885498201474547
654,2,0.00024004752049222589
655,0,0.048621658235788345
655,1,0.0005349640268832445
655,2,0.0002444100973661989
656,0,0.04674949124455452
656,1,0.0005137555417604744
656,2,0.00025236906367354095
657,0,0.04816598817706108
657,1,0.000542486784979701
657,2,0.00028428324731066823
658,0,0.04791972413659096
658,1,0.0005290438421070576
658,2,0.0002679128374438733
659,0,0.046417903155088425
659,1,0.0004895432502962649
659,2,0.0002872679033316672
660,0,0.048460811376571655
660,1,0.0004925145185552537
660,2,0.0002735994348768145
661,0,0.048109300434589386
661,1,0.0004708576016128063
661,2,0.0002888735616579652
662,0,0.05074229836463928
662,1,0.0004853035497944802
662,2,0.00025672640185803175
663,0,0.04703769460320473
663,1,0.0005046562291681767
663,2,0.00024691876024007797
664,0,0.0478629544377327
664,1,0.000493004685267806
664,2,0.00028089614352211356
665,0,0.05076868459582329
665,1,0.0005229014786891639
665,2,0.00026006560074165463
666,0,0.0450328029692173
666,1,0.0004948923015035689
666,2,0.00023362327192444354
667,0,0.049972936511039734
667,1,0.0005082093994133174
667,2,0.00023080914979800582
668,0,0.04689162224531174
668,1,0.0005060670082457364
668,2,0.0002566921175457537
669,0,0.04692353680729866
669,1,0.0004617984814103693
669,2,0.00030429873731918633
670,0,0.047807902097702026
670,1,0.0005428505828604102
670,2,0.000282434921246022
671,0,0.04270229861140251
671,1,0.000526930030900985
671,2,0.0003134533471893519
672,0,0.046615127474069595
672,1,0.0005166843766346574
672,2,0.00027762301033362746
673,0,0.049356527626514435
673,1,0.00048016279470175505
673,2,0.00027174080605618656
674,0,0.04862380027770996
674,1,0.000513206294272095
674,2,0.00028142554219812155
675,0,0.045727167278528214
675,1,0.0004915269673801959
675,2,0.0002548334305174649
676,0,0.043251361697912216
676,1,0.00045343206147663295
676,2,0.00023824305390007794
677,0,0.049382533878088
677,1,0.0005243258201517165
677,2,0.00022330184583552182
678,0,0.05139558017253876
678,1,0.0004931078292429447
678,2,0.0002270159893669188
679,0,0.045874908566474915
679,1,0.000503330840729177
679,2,0.0002481450792402029
680,0,0.048626672476530075
680,1,0.0005435468046925962
680,2,0.00025456451112404466
681,0,0.05022098124027252
681,1,0.00047956613707356155
681,2,0.00024855538504198194
682,0,0.044273629784584045
682,1,0.00047663351870141923
682,2,0.00028179981745779514
683,0,0.04588780179619789
683,1,0.0004948492278344929
683,2,0.0002441113319946453
684,0,0.04450362175703049
684,1,0.0004558452346827835
684,2,0.00022253193310461938
685,0,0.04971730709075928
685,1,0.0004887223476544023
