sample_id,history_len,target_sid,target_rank,exact_hit,prefix_hit,first_err_pos,legal_top20
1282,0,"[61, 4, 107, 0]",-1,0,0,0,1
1283,0,"[7, 98, 64, 0]",-1,0,0,0,1
1284,0,"[0, 90, 0, 0]",-1,0,0,1,1
1285,0,"[23, 17, 20, 0]",-1,0,0,0,1
1286,0,"[44, 53, 225, 0]",-1,0,0,0,1
1287,0,"[9, 43, 20, 0]",-1,0,0,0,1
1288,0,"[40, 101, 179, 0]",-1,0,0,0,1
1289,0,"[5, 103, 134, 0]",-1,0,0,0,1
1290,0,"[14, 53, 36, 0]",-1,0,0,0,1
1291,0,"[24, 61, 118, 0]",-1,0,0,0,1
1292,0,"[23, 29, 146, 0]",-1,0,0,0,1
1293,0,"[49, 2, 225, 0]",-1,0,0,0,1
1294,0,"[15, 101, 202, 0]",-1,0,0,0,1
1295,0,"[0, 15, 22, 0]",-1,0,0,1,1
1296,0,"[9, 121, 145, 0]",-1,0,0,0,1
1297,0,"[48, 53, 84, 0]",-1,0,0,0,1
1298,0,"[28, 118, 75, 0]",-1,0,0,0,1
1299,0,"[59, 92, 219, 0]",-1,0,0,0,1
1300,0,"[4, 68, 134, 0]",-1,0,0,0,1
1301,0,"[43, 114, 232, 0]",-1,0,0,0,1
1302,0,"[38, 82, 162, 0]",-1,0,0,0,1
1303,0,"[13, 120, 212, 0]",-1,0,0,0,1
1304,0,"[47, 16, 146, 0]",-1,0,0,0,1
1305,0,"[16, 61, 201, 0]",-1,0,0,0,1
1306,0,"[18, 17, 77, 0]",-1,0,0,0,1
1307,0,"[23, 69, 233, 0]",-1,0,0,0,1
1308,0,"[9, 31, 170, 0]",-1,0,0,0,1
1309,0,"[61, 46, 189, 0]",-1,0,0,0,1
1310,0,"[48, 53, 84, 0]",-1,0,0,0,1
1311,0,"[38, 74, 151, 0]",-1,0,0,0,1
1312,0,"[35, 56, 100, 0]",-1,0,0,0,1
1313,0,"[42, 16, 118, 0]",-1,0,0,0,1
1314,0,"[11, 11, 154, 0]",-1,0,0,0,1
1315,0,"[24, 98, 218, 0]",-1,0,0,0,1
1316,0,"[9, 88, 165, 0]",-1,0,0,0,1
1317,0,"[13, 111, 193, 0]",-1,0,0,0,1
1318,0,"[58, 83, 95, 0]",-1,0,0,0,1
1319,0,"[31, 96, 70, 0]",-1,0,0,0,1
1320,0,"[19, 3, 122, 0]",-1,0,0,0,1
1321,0,"[13, 38, 222, 0]",-1,0,0,0,1
1322,0,"[13, 113, 167, 0]",-1,0,0,0,1
1323,0,"[36, 75, 23, 0]",-1,0,0,0,1
1324,0,"[28, 51, 79, 0]",-1,0,0,0,1
1325,0,"[56, 107, 12, 0]",-1,0,0,0,1
1326,0,"[41, 68, 113, 0]",-1,0,0,0,1
1327,0,"[15, 85, 210, 0]",-1,0,0,0,1
1328,0,"[62, 11, 63, 0]",-1,0,0,0,1
1329,0,"[4, 20, 230, 0]",-1,0,0,0,1
1330,0,"[16, 101, 134, 0]",-1,0,0,0,1
1331,0,"[4, 31, 187, 0]",-1,0,0,0,1
1332,0,"[28, 27, 9, 0]",-1,0,0,0,1
1333,0,"[46, 120, 7, 0]",-1,0,0,0,1
1334,0,"[51, 33, 174, 0]",-1,0,0,0,1
1335,0,"[16, 29, 233, 0]",-1,0,0,0,1
1336,0,"[39, 70, 249, 0]",-1,0,0,0,1
1337,0,"[16, 70, 8, 0]",-1,0,0,0,1
1338,0,"[36, 76, 130, 0]",-1,0,0,0,1
1339,0,"[5, 120, 180, 0]",-1,0,0,0,1
1340,0,"[10, 97, 0, 0]",-1,0,0,0,1
1341,0,"[5, 60, 133, 0]",-1,0,0,0,1
1342,0,"[28, 82, 34, 0]",-1,0,0,0,1
1343,0,"[61, 67, 113, 0]",-1,0,0,0,1
1344,0,"[16, 116, 241, 0]",-1,0,0,0,1
1345,0,"[38, 84, 64, 0]",-1,0,0,0,1
1346,0,"[10, 12, 98, 0]",-1,0,0,0,1
1347,0,"[5, 106, 14, 0]",-1,0,0,0,1
1348,0,"[3, 35, 195, 0]",-1,0,0,0,1
1349,0,"[29, 4, 130, 0]",-1,0,0,0,1
1350,0,"[43, 59, 86, 0]",-1,0,0,0,1
1351,0,"[62, 12, 223, 0]",-1,0,0,0,1
1352,0,"[62, 25, 68, 0]",-1,0,0,0,1
1353,0,"[25, 68, 181, 0]",-1,0,0,0,1
1354,0,"[5, 126, 36, 0]",-1,0,0,0,1
1355,0,"[34, 48, 6, 0]",-1,0,0,0,1
1356,0,"[10, 57, 99, 0]",-1,0,0,0,1
1357,0,"[5, 119, 217, 0]",-1,0,0,0,1
1358,0,"[11, 66, 104, 0]",-1,0,0,0,1
1359,0,"[42, 58, 160, 0]",-1,0,0,0,1
1360,0,"[48, 127, 235, 0]",-1,0,0,0,1
1361,0,"[6, 78, 151, 0]",-1,0,0,0,1
1362,0,"[26, 71, 234, 0]",-1,0,0,0,1
1363,0,"[43, 65, 124, 0]",-1,0,0,0,1
1364,0,"[20, 44, 241, 0]",-1,0,0,0,1
1365,0,"[20, 40, 253, 0]",-1,0,0,0,1
1366,0,"[54, 59, 222, 0]",-1,0,0,0,1
1367,0,"[46, 55, 53, 0]",-1,0,0,0,1
1368,0,"[13, 71, 133, 0]",-1,0,0,0,1
1369,0,"[63, 76, 229, 0]",-1,0,0,0,1
1370,0,"[43, 91, 160, 0]",-1,0,0,0,1
1371,0,"[23, 98, 236, 0]",-1,0,0,0,1
1372,0,"[24, 43, 204, 0]",-1,0,0,0,1
1373,0,"[56, 6, 7, 0]",-1,0,0,0,1
1374,0,"[35, 64, 202, 0]",-1,0,0,0,1
1375,0,"[20, 11, 39, 0]",-1,0,0,0,1
1376,0,"[56, 76, 191, 0]",-1,0,0,0,1
1377,0,"[38, 74, 151, 0]",-1,0,0,0,1
1378,0,"[10, 34, 100, 0]",-1,0,0,0,1
1379,0,"[7, 26, 175, 0]",-1,0,0,0,1
1380,0,"[60, 102, 245, 0]",-1,0,0,0,1
1381,0,"[3, 2, 92, 0]",-1,0,0,0,1
1382,0,"[59, 84, 237, 0]",-1,0,0,0,1
1383,0,"[61, 46, 189, 0]",-1,0,0,0,1
1384,0,"[24, 13, 185, 0]",-1,0,0,0,1
1385,0,"[3, 29, 242, 0]",-1,0,0,0,1
1386,0,"[59, 84, 237, 0]",-1,0,0,0,1
1387,0,"[42, 112, 172, 0]",-1,0,0,0,1
1388,0,"[63, 4, 158, 0]",-1,0,0,0,1
1389,0,"[35, 18, 171, 0]",-1,0,0,0,1
1390,0,"[22, 22, 215, 0]",-1,0,0,0,1
1391,0,"[10, 18, 129, 0]",-1,0,0,0,1
1392,0,"[43, 50, 229, 0]",-1,0,0,0,1
1393,0,"[48, 55, 109, 0]",-1,0,0,0,1
1394,0,"[31, 96, 94, 0]",-1,0,0,0,1
1395,0,"[18, 23, 7, 0]",-1,0,0,0,1
1396,0,"[12, 62, 85, 0]",-1,0,0,0,1
1397,0,"[15, 62, 84, 0]",-1,0,0,0,1
1398,0,"[53, 22, 174, 0]",-1,0,0,0,1
1399,0,"[38, 43, 37, 0]",-1,0,0,0,1
1400,0,"[25, 81, 2, 0]",-1,0,0,0,1
1401,0,"[20, 52, 195, 0]",-1,0,0,0,1
1402,0,"[61, 105, 193, 0]",-1,0,0,0,1
1403,0,"[17, 38, 35, 0]",-1,0,0,0,1
1404,0,"[58, 112, 152, 0]",-1,0,0,0,1
1405,0,"[35, 41, 63, 0]",-1,0,0,0,1
1406,0,"[58, 67, 196, 0]",-1,0,0,0,1
1407,0,"[24, 89, 59, 0]",-1,0,0,0,1
1408,0,"[51, 62, 99, 0]",-1,0,0,0,1
1409,0,"[24, 6, 27, 0]",-1,0,0,0,1
1410,0,"[7, 118, 179, 0]",-1,0,0,0,1
1411,0,"[30, 27, 124, 0]",-1,0,0,0,1
1412,0,"[1, 123, 38, 0]",-1,0,0,0,1
1413,0,"[1, 112, 63, 0]",-1,0,0,0,1
1414,0,"[47, 115, 64, 0]",-1,0,0,0,1
1415,0,"[54, 79, 54, 0]",-1,0,0,0,1
1416,0,"[18, 35, 215, 0]",-1,0,0,0,1
1417,0,"[43, 14, 230, 0]",-1,0,0,0,1
1418,0,"[48, 55, 235, 0]",-1,0,0,0,1
1419,0,"[56, 89, 72, 0]",-1,0,0,0,1
1420,0,"[62, 123, 74, 0]",-1,0,0,0,1
1421,0,"[54, 3, 67, 0]",-1,0,0,0,1
1422,0,"[7, 97, 30, 0]",-1,0,0,0,1
1423,0,"[13, 122, 179, 0]",-1,0,0,0,1
1424,0,"[15, 85, 210, 0]",-1,0,0,0,1
1425,0,"[29, 25, 254, 0]",-1,0,0,0,1
1426,0,"[14, 111, 3, 0]",-1,0,0,0,1
1427,0,"[9, 43, 20, 0]",-1,0,0,0,1
1428,0,"[13, 17, 198, 0]",-1,0,0,0,1
1429,0,"[9, 91, 3, 0]",-1,0,0,0,1
1430,0,"[0, 5, 126, 0]",-1,0,0,1,1
1431,0,"[5, 89, 186, 0]",-1,0,0,0,1
1432,0,"[19, 0, 10, 0]",-1,0,0,0,1
1433,0,"[1, 91, 151, 0]",-1,0,0,0,1
1434,0,"[14, 90, 172, 0]",-1,0,0,0,1
1435,0,"[9, 79, 128, 0]",-1,0,0,0,1
1436,0,"[9, 98, 34, 0]",-1,0,0,0,1
1437,0,"[42, 42, 198, 0]",-1,0,0,0,1
1438,0,"[31, 49, 67, 0]",-1,0,0,0,1
1439,0,"[46, 119, 228, 0]",-1,0,0,0,1
1440,0,"[55, 119, 216, 0]",-1,0,0,0,1
1441,0,"[30, 13, 234, 0]",-1,0,0,0,1
1442,0,"[48, 82, 112, 0]",-1,0,0,0,1
1443,0,"[51, 96, 185, 0]",-1,0,0,0,1
1444,0,"[25, 84, 96, 0]",-1,0,0,0,1
1445,0,"[17, 2, 226, 0]",-1,0,0,0,1
1446,0,"[43, 46, 224, 0]",-1,0,0,0,1
1447,0,"[46, 42, 73, 0]",-1,0,0,0,1
1448,0,"[15, 93, 122, 0]",-1,0,0,0,1
1449,0,"[5, 120, 237, 0]",-1,0,0,0,1
1450,0,"[23, 107, 210, 0]",-1,0,0,0,1
1451,0,"[50, 2, 166, 0]",-1,0,0,0,1
1452,0,"[61, 106, 77, 0]",-1,0,0,0,1
1453,0,"[28, 116, 91, 0]",-1,0,0,0,1
1454,0,"[40, 11, 129, 0]",-1,0,0,0,1
1455,0,"[48, 122, 156, 0]",-1,0,0,0,1
1456,0,"[34, 69, 135, 0]",-1,0,0,0,1
1457,0,"[16, 100, 162, 0]",-1,0,0,0,1
1458,0,"[25, 43, 7, 0]",-1,0,0,0,1
1459,0,"[52, 70, 183, 0]",-1,0,0,0,1
1460,0,"[19, 34, 31, 0]",-1,0,0,0,1
1461,0,"[39, 123, 34, 0]",-1,0,0,0,1
1462,0,"[44, 27, 171, 0]",-1,0,0,0,1
1463,0,"[44, 54, 74, 0]",-1,0,0,0,1
1464,0,"[1, 108, 92, 0]",-1,0,0,0,1
1465,0,"[13, 17, 198, 0]",-1,0,0,0,1
1466,0,"[34, 6, 150, 0]",-1,0,0,0,1
1467,0,"[18, 60, 117, 0]",-1,0,0,0,1
1468,0,"[56, 93, 98, 0]",-1,0,0,0,1
1469,0,"[38, 74, 2, 0]",-1,0,0,0,1
1470,0,"[13, 124, 139, 0]",-1,0,0,0,1
1471,0,"[0, 97, 75, 0]",-1,0,0,1,1
1472,0,"[58, 102, 244, 0]",-1,0,0,0,1
1473,0,"[10, 31, 9, 0]",-1,0,0,0,1
1474,0,"[44, 45, 124, 0]",-1,0,0,0,1
1475,0,"[62, 108, 79, 0]",-1,0,0,0,1
1476,0,"[7, 92, 178, 0]",-1,0,0,0,1
1477,0,"[52, 104, 92, 0]",-1,0,0,0,1
1478,0,"[57, 47, 232, 0]",-1,0,0,0,1
1479,0,"[27, 3, 110, 0]",-1,0,0,0,1
1480,0,"[12, 58, 249, 0]",-1,0,0,0,1
1481,0,"[17, 78, 252, 0]",-1,0,0,0,1
1482,0,"[5, 41, 214, 0]",-1,0,0,0,1
1483,0,"[47, 58, 161, 0]",-1,0,0,0,1
1484,0,"[24, 72, 171, 0]",-1,0,0,0,1
1485,0,"[44, 45, 124, 0]",-1,0,0,0,1
1486,0,"[43, 31, 134, 0]",-1,0,0,0,1
1487,0,"[25, 95, 163, 0]",-1,0,0,0,1
1488,0,"[13, 76, 83, 0]",-1,0,0,0,1
1489,0,"[8, 35, 54, 0]",-1,0,0,0,1
1490,0,"[1, 55, 53, 0]",-1,0,0,0,1
1491,0,"[6, 122, 90, 0]",-1,0,0,0,1
1492,0,"[21, 67, 242, 0]",-1,0,0,0,1
1493,0,"[55, 28, 248, 0]",-1,0,0,0,1
1494,0,"[10, 127, 202, 0]",-1,0,0,0,1
1495,0,"[26, 78, 74, 0]",-1,0,0,0,1
1496,0,"[5, 0, 137, 0]",-1,0,0,0,1
1497,0,"[0, 55, 204, 0]",-1,0,0,1,1
1498,0,"[53, 69, 191, 0]",-1,0,0,0,1
1499,0,"[30, 113, 15, 0]",-1,0,0,0,1
1500,0,"[62, 76, 170, 0]",-1,0,0,0,1
1501,0,"[38, 59, 250, 0]",-1,0,0,0,1
1502,0,"[33, 56, 5, 0]",-1,0,0,0,1
1503,0,"[27, 22, 196, 0]",-1,0,0,0,1
1504,0,"[30, 25, 219, 0]",-1,0,0,0,1
1505,0,"[54, 40, 136, 0]",-1,0,0,0,1
1506,0,"[15, 30, 143, 0]",-1,0,0,0,1
1507,0,"[55, 111, 87, 0]",-1,0,0,0,1
1508,0,"[56, 28, 65, 0]",-1,0,0,0,1
1509,0,"[24, 16, 8, 0]",-1,0,0,0,1
1510,0,"[4, 45, 179, 0]",-1,0,0,0,1
1511,0,"[11, 116, 138, 0]",-1,0,0,0,1
1512,0,"[18, 60, 117, 0]",-1,0,0,0,1
1513,0,"[27, 87, 28, 0]",-1,0,0,0,1
1514,0,"[12, 69, 246, 0]",-1,0,0,0,1
1515,0,"[63, 107, 106, 0]",-1,0,0,0,1
1516,0,"[43, 45, 211, 0]",-1,0,0,0,1
1517,0,"[38, 45, 121, 0]",-1,0,0,0,1
1518,0,"[12, 91, 193, 0]",-1,0,0,0,1
1519,0,"[19, 116, 88, 0]",-1,0,0,0,1
1520,0,"[61, 87, 46, 0]",-1,0,0,0,1
1521,0,"[7, 14, 107, 0]",-1,0,0,0,1
1522,0,"[7, 21, 93, 0]",-1,0,0,0,1
1523,0,"[26, 74, 91, 0]",-1,0,0,0,1
1524,0,"[61, 23, 163, 0]",-1,0,0,0,1
1525,0,"[13, 110, 159, 0]",-1,0,0,0,1
1526,0,"[4, 76, 14, 0]",-1,0,0,0,1
1527,0,"[10, 12, 98, 0]",-1,0,0,0,1
1528,0,"[58, 109, 148, 0]",-1,0,0,0,1
1529,0,"[3, 33, 236, 0]",-1,0,0,0,1
1530,0,"[45, 58, 226, 0]",-1,0,0,0,1
1531,0,"[44, 112, 119, 0]",-1,0,0,0,1
1532,0,"[59, 92, 219, 0]",-1,0,0,0,1
1533,0,"[37, 74, 102, 0]",-1,0,0,0,1
1534,0,"[10, 48, 9, 0]",-1,0,0,0,1
1535,0,"[46, 52, 103, 0]",-1,0,0,0,1
1536,0,"[42, 85, 100, 0]",-1,0,0,0,1
1537,0,"[61, 72, 210, 0]",-1,0,0,0,1
1538,0,"[61, 36, 30, 0]",-1,0,0,0,1
1539,0,"[38, 17, 145, 0]",-1,0,0,0,1
1540,0,"[13, 68, 143, 0]",-1,0,0,0,1
1541,0,"[9, 105, 149, 0]",-1,0,0,0,1
1542,0,"[44, 29, 108, 0]",-1,0,0,0,1
1543,0,"[10, 10, 167, 0]",-1,0,0,0,1
1544,0,"[43, 89, 227, 0]",-1,0,0,0,1
1545,0,"[28, 33, 244, 0]",-1,0,0,0,1
1546,0,"[20, 41, 16, 0]",-1,0,0,0,1
1547,0,"[48, 37, 81, 0]",-1,0,0,0,1
1548,0,"[53, 126, 16, 0]",-1,0,0,0,1
1549,0,"[59, 54, 107, 0]",-1,0,0,0,1
1550,0,"[48, 11, 242, 0]",-1,0,0,0,1
1551,0,"[50, 67, 0, 0]",-1,0,0,0,1
1552,0,"[0, 64, 196, 0]",-1,0,0,1,1
1553,0,"[40, 126, 93, 0]",-1,0,0,0,1
1554,0,"[43, 20, 150, 0]",-1,0,0,0,1
1555,0,"[38, 33, 213, 0]",-1,0,0,0,1
1556,0,"[13, 29, 147, 0]",-1,0,0,0,1
1557,0,"[54, 71, 228, 0]",-1,0,0,0,1
1558,0,"[56, 18, 61, 0]",-1,0,0,0,1
1559,0,"[13, 91, 177, 0]",-1,0,0,0,1
1560,0,"[58, 122, 112, 0]",-1,0,0,0,1
1561,0,"[31, 123, 31, 0]",-1,0,0,0,1
1562,0,"[58, 113, 139, 0]",-1,0,0,0,1
1563,0,"[16, 92, 139, 0]",-1,0,0,0,1
1564,0,"[22, 95, 126, 0]",-1,0,0,0,1
1565,0,"[33, 86, 48, 0]",-1,0,0,0,1
1566,0,"[4, 87, 29, 0]",-1,0,0,0,1
1567,0,"[9, 41, 134, 0]",-1,0,0,0,1
1568,0,"[38, 74, 2, 0]",-1,0,0,0,1
1569,0,"[8, 50, 163, 0]",-1,0,0,0,1
1570,0,"[43, 16, 129, 0]",-1,0,0,0,1
1571,0,"[46, 82, 7, 0]",-1,0,0,0,1
1572,0,"[5, 73, 64, 0]",-1,0,0,0,1
1573,0,"[59, 54, 107, 0]",-1,0,0,0,1
1574,0,"[28, 55, 129, 0]",-1,0,0,0,1
1575,0,"[55, 22, 216, 0]",-1,0,0,0,1
1576,0,"[59, 79, 104, 0]",-1,0,0,0,1
1577,0,"[16, 62, 253, 0]",-1,0,0,0,1
1578,0,"[30, 119, 12, 0]",-1,0,0,0,1
1579,0,"[34, 100, 44, 0]",-1,0,0,0,1
1580,0,"[61, 64, 170, 0]",-1,0,0,0,1
1581,0,"[16, 19, 83, 0]",-1,0,0,0,1
1582,0,"[57, 61, 42, 0]",-1,0,0,0,1
1583,0,"[24, 98, 218, 0]",-1,0,0,0,1
1584,0,"[16, 19, 150, 0]",-1,0,0,0,1
1585,0,"[1, 16, 83, 0]",-1,0,0,0,1
1586,0,"[49, 36, 248, 0]",-1,0,0,0,1
1587,0,"[41, 103, 202, 0]",-1,0,0,0,1
1588,0,"[33, 85, 140, 0]",-1,0,0,0,1
1589,0,"[57, 107, 70, 0]",-1,0,0,0,1
1590,0,"[48, 2, 64, 0]",-1,0,0,0,1
1591,0,"[52, 88, 169, 0]",-1,0,0,0,1
1592,0,"[56, 89, 115, 0]",-1,0,0,0,1
1593,0,"[16, 19, 83, 0]",-1,0,0,0,1
1594,0,"[41, 45, 140, 0]",-1,0,0,0,1
1595,0,"[50, 15, 209, 0]",-1,0,0,0,1
1596,0,"[39, 71, 185, 0]",-1,0,0,0,1
1597,0,"[47, 105, 122, 0]",-1,0,0,0,1
1598,0,"[56, 58, 126, 0]",-1,0,0,0,1
1599,0,"[46, 52, 126, 0]",-1,0,0,0,1
1600,0,"[11, 94, 174, 0]",-1,0,0,0,1
1601,0,"[17, 100, 68, 0]",-1,0,0,0,1
1602,0,"[37, 22, 98, 0]",-1,0,0,0,1
1603,0,"[31, 55, 204, 0]",-1,0,0,0,1
1604,0,"[58, 59, 149, 0]",-1,0,0,0,1
1605,0,"[4, 7, 64, 0]",-1,0,0,0,1
1606,0,"[24, 42, 247, 0]",-1,0,0,0,1
1607,0,"[52, 36, 127, 0]",-1,0,0,0,1
1608,0,"[2, 92, 48, 0]",-1,0,0,0,1
1609,0,"[9, 91, 255, 0]",-1,0,0,0,1
1610,0,"[5, 15, 210, 0]",-1,0,0,0,1
1611,0,"[0, 103, 140, 0]",-1,0,0,1,1
1612,0,"[31, 75, 67, 0]",-1,0,0,0,1
1613,0,"[17, 40, 44, 0]",-1,0,0,0,1
1614,0,"[47, 29, 179, 0]",-1,0,0,0,1
1615,0,"[16, 2, 60, 0]",-1,0,0,0,1
1616,0,"[43, 99, 165, 0]",-1,0,0,0,1
1617,0,"[3, 34, 65, 0]",-1,0,0,0,1
1618,0,"[16, 22, 45, 0]",-1,0,0,0,1
1619,0,"[17, 101, 47, 0]",-1,0,0,0,1
1620,0,"[3, 80, 238, 0]",-1,0,0,0,1
1621,0,"[56, 113, 114, 0]",-1,0,0,0,1
1622,0,"[32, 83, 167, 0]",-1,0,0,0,1
1623,0,"[57, 7, 215, 0]",-1,0,0,0,1
1624,0,"[1, 106, 29, 0]",-1,0,0,0,1
1625,0,"[3, 54, 129, 0]",-1,0,0,0,1
1626,0,"[4, 45, 17, 0]",-1,0,0,0,1
1627,0,"[14, 84, 161, 0]",-1,0,0,0,1
1628,0,"[30, 13, 234, 0]",-1,0,0,0,1
1629,0,"[61, 81, 117, 0]",-1,0,0,0,1
1630,0,"[44, 29, 108, 0]",-1,0,0,0,1
1631,0,"[24, 113, 162, 0]",-1,0,0,0,1
1632,0,"[13, 74, 173, 0]",-1,0,0,0,1
1633,0,"[43, 116, 97, 0]",-1,0,0,0,1
1634,0,"[10, 112, 246, 0]",-1,0,0,0,1
1635,0,"[42, 44, 96, 0]",-1,0,0,0,1
1636,0,"[61, 87, 46, 0]",-1,0,0,0,1
1637,0,"[19, 73, 178, 0]",-1,0,0,0,1
1638,0,"[35, 14, 95, 0]",-1,0,0,0,1
1639,0,"[35, 84, 246, 0]",-1,0,0,0,1
1640,0,"[3, 78, 147, 0]",-1,0,0,0,1
1641,0,"[43, 56, 142, 0]",-1,0,0,0,1
1642,0,"[51, 79, 41, 0]",-1,0,0,0,1
1643,0,"[6, 7, 64, 0]",-1,0,0,0,1
1644,0,"[14, 53, 101, 0]",-1,0,0,0,1
1645,0,"[62, 36, 239, 0]",-1,0,0,0,1
1646,0,"[43, 33, 212, 0]",-1,0,0,0,1
1647,0,"[2, 25, 99, 0]",-1,0,0,0,1
1648,0,"[53, 67, 135, 0]",-1,0,0,0,1
1649,0,"[46, 90, 197, 0]",-1,0,0,0,1
1650,0,"[46, 67, 128, 0]",-1,0,0,0,1
1651,0,"[43, 20, 78, 0]",-1,0,0,0,1
1652,0,"[53, 80, 113, 0]",-1,0,0,0,1
1653,0,"[25, 123, 139, 0]",-1,0,0,0,1
1654,0,"[4, 43, 15, 0]",-1,0,0,0,1
1655,0,"[52, 38, 10, 0]",-1,0,0,0,1
1656,0,"[38, 84, 192, 0]",-1,0,0,0,1
1657,0,"[11, 13, 237, 0]",-1,0,0,0,1
1658,0,"[0, 30, 44, 0]",-1,0,0,1,1
1659,0,"[25, 123, 139, 0]",-1,0,0,0,1
1660,0,"[39, 67, 92, 0]",-1,0,0,0,1
1661,0,"[42, 85, 100, 0]",-1,0,0,0,1
1662,0,"[2, 26, 88, 0]",-1,0,0,0,1
1663,0,"[56, 60, 19, 0]",-1,0,0,0,1
1664,0,"[40, 59, 72, 0]",-1,0,0,0,1
1665,0,"[61, 14, 233, 0]",-1,0,0,0,1
1666,0,"[1, 4, 127, 0]",-1,0,0,0,1
1667,0,"[13, 124, 139, 0]",-1,0,0,0,1
1668,0,"[16, 60, 233, 0]",-1,0,0,0,1
1669,0,"[35, 69, 207, 0]",-1,0,0,0,1
1670,0,"[20, 52, 195, 0]",-1,0,0,0,1
1671,0,"[18, 69, 95, 0]",-1,0,0,0,1
1672,0,"[61, 4, 191, 0]",-1,0,0,0,1
1673,0,"[58, 122, 112, 0]",-1,0,0,0,1
1674,0,"[61, 87, 165, 0]",-1,0,0,0,1
1675,0,"[17, 29, 68, 0]",-1,0,0,0,1
1676,0,"[32, 81, 75, 0]",-1,0,0,0,1
1677,0,"[33, 85, 48, 0]",-1,0,0,0,1
1678,0,"[20, 41, 16, 0]",-1,0,0,0,1
1679,0,"[20, 105, 184, 0]",-1,0,0,0,1
1680,0,"[49, 2, 65, 0]",-1,0,0,0,1
1681,0,"[26, 42, 95, 0]",-1,0,0,0,1
1682,0,"[4, 19, 234, 0]",-1,0,0,0,1
1683,0,"[20, 52, 195, 0]",-1,0,0,0,1
1684,0,"[53, 98, 88, 0]",-1,0,0,0,1
1685,0,"[59, 72, 249, 0]",-1,0,0,0,1
1686,0,"[51, 6, 40, 0]",-1,0,0,0,1
1687,0,"[37, 91, 23, 0]",-1,0,0,0,1
1688,0,"[46, 63, 119, 0]",-1,0,0,0,1
1689,0,"[50, 122, 246, 0]",-1,0,0,0,1
1690,0,"[31, 69, 25, 0]",-1,0,0,0,1
1691,0,"[6, 105, 83, 0]",-1,0,0,0,1
1692,0,"[44, 80, 151, 0]",-1,0,0,0,1
1693,0,"[20, 120, 66, 0]",-1,0,0,0,1
1694,0,"[36, 35, 166, 0]",-1,0,0,0,1
1695,0,"[44, 62, 245, 0]",-1,0,0,0,1
1696,0,"[41, 33, 167, 0]",-1,0,0,0,1
1697,0,"[16, 19, 69, 0]",-1,0,0,0,1
1698,0,"[16, 52, 248, 0]",-1,0,0,0,1
1699,0,"[53, 30, 28, 0]",-1,0,0,0,1
1700,0,"[9, 98, 34, 0]",-1,0,0,0,1
1701,0,"[38, 74, 151, 0]",-1,0,0,0,1
1702,0,"[28, 125, 215, 0]",-1,0,0,0,1
1703,0,"[59, 22, 98, 0]",-1,0,0,0,1
1704,0,"[51, 75, 216, 0]",-1,0,0,0,1
1705,0,"[10, 127, 196, 0]",-1,0,0,0,1
1706,0,"[13, 17, 198, 0]",-1,0,0,0,1
1707,0,"[61, 102, 34, 0]",-1,0,0,0,1
1708,0,"[62, 12, 198, 0]",-1,0,0,0,1
1709,0,"[44, 112, 119, 0]",-1,0,0,0,1
1710,0,"[47, 0, 69, 0]",-1,0,0,0,1
1711,0,"[20, 52, 195, 0]",-1,0,0,0,1
1712,0,"[56, 113, 114, 0]",-1,0,0,0,1
1713,0,"[62, 92, 180, 0]",-1,0,0,0,1
1714,0,"[1, 75, 152, 0]",-1,0,0,0,1
1715,0,"[30, 94, 127, 0]",-1,0,0,0,1
1716,0,"[33, 120, 16, 0]",-1,0,0,0,1
1717,0,"[9, 109, 168, 0]",-1,0,0,0,1
1718,0,"[48, 55, 175, 0]",-1,0,0,0,1
1719,0,"[57, 61, 42, 0]",-1,0,0,0,1
1720,0,"[11, 5, 95, 0]",-1,0,0,0,1
1721,0,"[8, 17, 99, 0]",-1,0,0,0,1
1722,0,"[7, 101, 156, 0]",-1,0,0,0,1
1723,0,"[17, 49, 163, 0]",-1,0,0,0,1
1724,0,"[51, 27, 59, 0]",-1,0,0,0,1
1725,0,"[53, 78, 237, 0]",-1,0,0,0,1
1726,0,"[42, 9, 174, 0]",-1,0,0,0,1
1727,0,"[62, 9, 193, 0]",-1,0,0,0,1
1728,0,"[16, 100, 162, 0]",-1,0,0,0,1
1729,0,"[19, 89, 94, 0]",-1,0,0,0,1
1730,0,"[33, 49, 97, 0]",-1,0,0,0,1
1731,0,"[14, 25, 202, 0]",-1,0,0,0,1
1732,0,"[35, 114, 38, 0]",-1,0,0,0,1
1733,0,"[7, 37, 129, 0]",-1,0,0,0,1
1734,0,"[22, 33, 93, 0]",-1,0,0,0,1
1735,0,"[5, 9, 222, 0]",-1,0,0,0,1
1736,0,"[58, 29, 154, 0]",-1,0,0,0,1
1737,0,"[38, 76, 48, 0]",-1,0,0,0,1
1738,0,"[2, 101, 240, 0]",-1,0,0,0,1
1739,0,"[9, 5, 127, 0]",-1,0,0,0,1
1740,0,"[47, 55, 196, 0]",-1,0,0,0,1
1741,0,"[5, 121, 18, 0]",-1,0,0,0,1
1742,0,"[43, 124, 237, 0]",-1,0,0,0,1
1743,0,"[54, 94, 250, 0]",-1,0,0,0,1
1744,0,"[61, 14, 30, 0]",-1,0,0,0,1
1745,0,"[7, 26, 175, 0]",-1,0,0,0,1
1746,0,"[39, 57, 170, 0]",-1,0,0,0,1
