sample_idx,canary_exact,stage4_exact,canary_prefix3,stage4_prefix3,canary_first1,stage4_first1,canary_last1,stage4_last1,canary_top1_eq,stage4_top1_eq,canary_rank,stage4_rank
132,0,0,0,0,0,0,1,1,0,0,21,21
133,0,0,0,0,0,1,1,1,0,0,21,21
134,0,1,0,1,0,1,1,1,0,0,21,12
135,0,0,0,0,0,0,1,1,0,0,21,21
136,0,1,0,1,0,1,1,1,0,0,21,17
137,0,0,0,0,0,0,1,1,0,0,21,21
138,0,0,0,0,0,0,1,1,0,0,21,21
139,0,0,0,0,0,0,1,1,0,0,21,21
140,0,0,0,0,0,1,1,1,0,0,21,21
141,0,0,0,0,0,1,1,1,0,0,21,21
142,0,0,0,0,0,0,1,1,0,0,21,21
143,0,0,0,0,0,1,1,1,0,0,21,21
144,0,0,0,0,0,1,1,1,0,0,21,21
145,0,0,0,0,0,1,1,1,0,0,21,21
146,0,0,0,0,0,0,1,1,0,0,21,21
