sample_idx,canary_exact,stage4_exact,canary_prefix3,stage4_prefix3,canary_first1,stage4_first1,canary_last1,stage4_last1,canary_top1_eq,stage4_top1_eq,canary_rank,stage4_rank
84,0,0,0,0,0,1,1,1,0,0,21,21
85,0,0,0,0,0,0,1,1,0,0,21,21
86,0,0,0,0,0,1,1,1,0,0,21,21
87,0,0,0,0,0,1,1,1,0,0,21,21
88,0,0,0,0,0,0,1,1,0,0,21,21
89,0,0,0,0,0,0,1,1,0,0,21,21
90,0,0,0,0,1,1,1,1,0,0,21,21
91,0,0,0,0,0,1,1,1,0,0,21,21
92,0,1,0,1,0,1,1,1,0,1,21,1
93,0,0,0,0,0,0,1,1,0,0,21,21
94,0,0,0,0,0,0,1,1,0,0,21,21
95,0,0,0,0,0,0,1,1,0,0,21,21
96,0,0,0,0,0,0,1,1,0,0,21,21
97,0,0,0,0,0,0,1,1,0,0,21,21
98,0,0,0,0,0,1,1,1,0,0,21,21
99,0,0,0,0,0,1,1,1,0,0,21,21
100,0,0,0,0,0,1,1,1,0,0,21,21
101,0,0,0,0,0,0,1,1,0,0,21,21
102,0,0,0,0,0,0,1,1,0,0,21,21
103,0,1,0,1,0,1,1,1,0,1,21,1
104,0,0,0,0,0,0,1,1,0,0,21,21
105,0,0,0,0,0,0,1,1,0,0,21,21
106,0,0,0,0,0,0,1,1,0,0,21,21
107,0,0,0,0,0,0,1,1,0,0,21,21
108,0,0,0,0,0,1,1,1,0,0,21,21
109,0,0,0,0,0,0,1,1,0,0,21,21
110,0,1,0,1,0,1,1,1,0,0,21,5
111,0,1,0,1,0,1,1,1,0,0,21,15
112,0,0,0,0,0,1,1,1,0,0,21,21
113,0,0,0,0,0,1,1,1,0,0,21,21
114,0,0,0,0,0,0,1,1,0,0,21,21
115,0,0,0,0,0,1,1,1,0,0,21,21
116,0,1,0,1,0,1,1,1,0,1,21,1
117,0,0,0,0,0,1,1,1,0,0,21,21
118,0,0,0,0,0,0,1,1,0,0,21,21
119,0,0,0,0,0,1,1,1,0,0,21,21
120,0,1,0,1,0,1,1,1,0,1,21,1
121,0,0,0,0,0,1,1,1,0,0,21,21
122,0,0,0,0,0,0,1,1,0,0,21,21
123,0,0,0,0,0,0,1,1,0,0,21,21
124,0,0,0,0,0,1,1,1,0,0,21,21
125,0,0,0,0,0,0,1,1,0,0,21,21
126,0,0,0,0,0,0,1,1,0,0,21,21
127,0,1,0,1,0,1,1,1,0,0,21,2
128,0,0,0,0,0,0,1,1,0,0,21,21
129,0,0,0,0,0,0,1,1,0,0,21,21
130,0,0,0,0,0,1,1,1,0,0,21,21
131,0,0,0,0,0,0,1,1,0,0,21,21
