sample_idx,target_item,hit_top20,sid_L0,sid_L1,sid_L2,sid_L3,L0_freq,L1_freq,L2_freq,L3_freq,L2_uniqueness,item_knn_mean_dist,item_popularity,text_emb_norm
922,1879,0,14,84,161,0,0,0,0,0,1.0,0.0,0,0.5016582608222961
923,161,1,38,74,2,0,0,0,37,0,1.0,0.0,0,0.4813917577266693
924,1208,0,36,19,189,0,0,0,0,0,1.0,0.0,0,0.4359000325202942
925,2083,0,4,111,119,0,0,0,0,0,1.0,0.0,0,0.5440871715545654
926,879,0,13,17,198,0,0,0,0,0,1.0,0.0,0,0.48133260011672974
927,4966,0,39,49,244,0,0,0,0,0,1.0,0.0,0,0.44876256585121155
928,4388,0,4,27,134,0,0,0,0,0,1.0,0.0,0,0.4531150758266449
929,5116,0,34,110,110,0,0,0,0,0,1.0,0.0,0,0.5389527082443237
930,3043,0,4,2,20,0,0,0,0,0,1.0,0.0,0,0.5024551749229431
931,4482,0,29,25,254,0,0,0,0,0,1.0,0.0,0,0.4541017413139343
932,886,0,36,76,130,0,0,0,0,0,1.0,0.0,0,0.44246146082878113
933,2010,0,59,95,57,0,0,0,0,0,1.0,0.0,0,0.46966925263404846
934,1730,0,50,52,233,0,0,0,0,0,1.0,0.0,0,0.49485859274864197
935,346,0,50,99,148,0,0,0,0,0,1.0,0.0,0,0.4473482668399811
936,5137,0,34,23,11,0,0,0,0,0,1.0,0.0,0,0.5423643589019775
937,1324,0,12,54,236,0,0,0,0,0,1.0,0.0,0,0.4820927381515503
938,1803,0,18,69,95,0,0,0,0,0,1.0,0.0,0,0.4951034188270569
939,665,0,39,103,76,0,0,0,0,0,1.0,0.0,0,0.513460099697113
940,4426,0,26,32,3,0,0,0,0,0,1.0,0.0,0,0.47755831480026245
941,3211,0,52,98,141,0,0,0,0,0,1.0,0.0,0,0.48449382185935974
942,4363,0,42,25,72,0,0,0,0,0,1.0,0.0,0,0.5403828024864197
943,1056,0,37,83,137,0,0,0,0,0,1.0,0.0,0,0.5483190417289734
944,4510,0,55,100,104,0,0,0,0,0,1.0,0.0,0,0.5053327083587646
945,3055,0,37,124,30,0,0,0,0,0,1.0,0.0,0,0.4981544315814972
946,1627,0,3,68,184,0,0,0,0,0,1.0,0.0,0,0.43718504905700684
947,1080,0,1,112,63,0,0,0,0,0,1.0,0.0,0,0.459850013256073
948,2375,0,9,67,241,0,0,0,0,0,1.0,0.0,0,0.4963946044445038
949,997,0,49,21,167,0,0,0,0,0,1.0,0.0,0,0.45492273569107056
950,4553,0,55,118,60,0,0,0,0,0,1.0,0.0,0,0.5091317296028137
951,5242,0,6,119,144,0,0,0,0,0,1.0,0.0,0,0.5404172539710999
952,1166,0,42,68,98,0,0,0,0,0,1.0,0.0,0,0.490541011095047
953,405,0,41,45,140,0,0,0,0,0,1.0,0.0,0,0.45140981674194336
954,4437,0,47,29,179,0,0,0,0,0,1.0,0.0,0,0.45143428444862366
955,3569,0,52,62,34,0,0,0,0,0,1.0,0.0,0,0.4861782491207123
956,3448,0,53,59,238,0,0,0,0,0,1.0,0.0,0,0.4250088334083557
957,5256,0,29,66,236,0,0,0,0,0,1.0,0.0,0,0.44534048438072205
958,2883,0,62,33,133,0,0,0,0,0,1.0,0.0,0,0.5025286078453064
959,3723,0,60,75,79,0,0,0,0,0,1.0,0.0,0,0.5181775093078613
960,433,0,62,71,102,0,0,0,0,0,1.0,0.0,0,0.5079465508460999
961,5269,0,25,85,85,0,0,0,0,0,1.0,0.0,0,0.5174598693847656
962,1914,0,13,74,173,0,0,0,0,0,1.0,0.0,0,0.46075868606567383
963,2059,0,13,47,10,0,0,0,0,0,1.0,0.0,0,0.4317461848258972
964,1142,0,42,16,118,0,0,0,0,0,1.0,0.0,0,0.5970420837402344
965,1528,0,21,63,65,0,0,0,0,0,1.0,0.0,0,0.4497694969177246
966,5280,0,20,78,23,0,0,0,0,0,1.0,0.0,0,0.5101668834686279
967,5288,0,23,115,42,0,0,0,0,0,1.0,0.0,0,0.48144862055778503
968,638,0,47,78,147,0,0,0,0,0,1.0,0.0,0,0.5339218974113464
969,2622,0,23,83,129,0,0,0,0,0,1.0,0.0,0,0.5663604736328125
970,2947,0,3,0,78,0,0,0,0,0,1.0,0.0,0,0.5473803281784058
971,5298,0,28,59,79,0,0,0,0,0,1.0,0.0,0,0.5421990156173706
972,1000,0,38,43,37,0,0,0,0,0,1.0,0.0,0,0.5078219175338745
973,363,0,60,11,5,0,0,0,0,0,1.0,0.0,0,0.5887601971626282
974,2128,0,63,7,123,0,0,0,0,0,1.0,0.0,0,0.49704843759536743
975,2567,0,24,65,236,0,0,0,0,0,1.0,0.0,0,0.47623366117477417
976,165,1,38,85,94,0,0,0,51,0,1.0,0.0,0,0.5727148652076721
977,841,0,4,68,214,0,0,0,0,0,1.0,0.0,0,0.452499657869339
978,4551,0,13,102,47,0,0,0,0,0,1.0,0.0,0,0.4802612364292145
979,5313,0,0,103,97,0,0,0,0,0,1.0,0.0,0,0.4888439178466797
980,4524,0,42,15,214,0,0,0,0,0,1.0,0.0,0,0.5130732655525208
981,5316,0,60,53,63,0,0,0,0,0,1.0,0.0,0,0.5255850553512573
982,1171,0,48,34,161,0,0,0,0,0,1.0,0.0,0,0.4957946836948395
983,1110,0,38,87,252,0,0,0,0,0,1.0,0.0,0,0.5652564167976379
984,69,1,4,46,59,0,0,102,39,0,1.0,0.0,0,0.509041428565979
985,3975,0,38,112,92,0,0,0,0,0,1.0,0.0,0,0.43702396750450134
986,1856,0,13,52,235,0,0,0,0,0,1.0,0.0,0,0.48563697934150696
987,3798,0,59,52,128,0,0,0,0,0,1.0,0.0,0,0.5617427229881287
988,5342,0,6,113,144,0,0,0,0,0,1.0,0.0,0,0.5428602695465088
989,3391,0,46,73,47,0,0,0,0,0,1.0,0.0,0,0.4667319655418396
990,5006,0,5,126,36,0,0,0,0,0,1.0,0.0,0,0.48302891850471497
991,471,0,37,94,58,0,0,0,0,0,1.0,0.0,0,0.5056800246238708
992,5345,0,31,53,229,0,0,0,0,0,1.0,0.0,0,0.5094465613365173
993,5347,0,24,36,2,0,0,0,0,0,1.0,0.0,0,0.5169277787208557
994,2481,0,34,110,13,0,0,0,0,0,1.0,0.0,0,0.5054891705513
995,5349,0,34,69,135,0,0,0,0,0,1.0,0.0,0,0.5135310888290405
996,2130,0,14,89,90,0,0,0,0,0,1.0,0.0,0,0.5791356563568115
997,2695,0,46,24,254,0,0,0,0,0,1.0,0.0,0,0.5071847438812256
998,1679,0,14,53,101,0,0,0,0,0,1.0,0.0,0,0.5269411206245422
999,3701,0,52,125,169,0,0,0,0,0,1.0,0.0,0,0.4679383933544159
1000,2808,0,63,57,41,0,0,0,0,0,1.0,0.0,0,0.5324745774269104
1001,487,0,47,98,135,0,0,0,0,0,1.0,0.0,0,0.5052304863929749
1002,5365,0,28,41,124,0,0,0,0,0,1.0,0.0,0,0.5365111231803894
1003,5367,0,30,86,160,0,0,0,0,0,1.0,0.0,0,0.4650878310203552
1004,2432,0,32,34,61,0,0,0,0,0,1.0,0.0,0,0.5095696449279785
1005,4861,0,38,116,163,0,0,0,0,0,1.0,0.0,0,0.5601176619529724
1006,289,0,45,38,33,0,0,0,0,0,1.0,0.0,0,0.48603522777557373
1007,1682,0,55,48,178,0,0,0,0,0,1.0,0.0,0,0.556631863117218
1008,5381,0,31,80,60,0,0,0,0,0,1.0,0.0,0,0.45842570066452026
1009,5385,0,29,101,226,0,0,0,0,0,1.0,0.0,0,0.4422815442085266
1010,4536,0,58,102,244,0,0,0,0,0,1.0,0.0,0,0.4884118139743805
1011,4153,0,38,96,177,0,0,0,0,0,1.0,0.0,0,0.5112848877906799
1012,911,0,42,33,247,0,0,0,0,0,1.0,0.0,0,0.5023895502090454
1013,4673,0,33,120,16,0,0,0,0,0,1.0,0.0,0,0.5325196385383606
1014,2170,0,0,118,133,0,0,0,0,0,1.0,0.0,0,0.48364734649658203
1015,5393,0,49,2,65,0,0,0,0,0,1.0,0.0,0,0.47822970151901245
1016,2864,0,38,84,179,0,0,0,0,0,1.0,0.0,0,0.5303793549537659
1017,5400,0,15,16,161,0,0,0,0,0,1.0,0.0,0,0.48188719153404236
1018,2494,0,21,94,197,0,0,0,0,0,1.0,0.0,0,0.44516754150390625
1019,974,0,57,17,179,0,0,0,0,0,1.0,0.0,0,0.5039231181144714
1020,3976,0,23,31,97,0,0,0,0,0,1.0,0.0,0,0.5008198618888855
1021,5413,0,9,74,241,0,0,0,0,0,1.0,0.0,0,0.5132877230644226
1022,1855,0,43,19,239,0,0,0,0,0,1.0,0.3655442771106852,0,0.5097135305404663
1023,379,0,25,84,96,0,0,0,0,0,1.0,0.0,0,0.4510248303413391
1024,5420,0,46,124,226,0,0,0,0,0,1.0,0.0,0,0.5145450234413147
1025,1249,0,8,85,89,0,0,0,0,0,1.0,0.0,0,0.43505093455314636
1026,5424,0,10,49,228,0,0,0,0,0,1.0,0.0,0,0.5403792262077332
1027,417,0,49,71,59,0,0,0,0,0,1.0,0.0,0,0.5012210011482239
1028,5428,0,13,74,248,0,0,0,0,0,1.0,0.0,0,0.471967488527298
1029,5427,0,4,125,227,0,0,0,0,0,1.0,0.0,0,0.4626285135746002
1030,5143,0,59,56,128,0,0,0,0,0,1.0,0.0,0,0.5153651237487793
1031,923,0,23,78,102,0,0,0,0,0,1.0,0.0,0,0.5455484986305237
1032,3591,0,46,90,49,0,0,0,0,0,1.0,0.0,0,0.47445762157440186
1033,2988,0,61,24,90,0,0,0,0,0,1.0,0.34780392759164996,0,0.5226332545280457
1034,4354,0,36,84,134,0,0,0,0,0,1.0,0.0,0,0.4612782299518585
1035,1100,0,31,75,67,0,0,0,0,0,1.0,0.0,0,0.47469276189804077
1036,5472,0,26,86,41,0,0,0,0,0,1.0,0.0,0,0.492756724357605
1037,1491,0,31,28,232,0,0,0,0,0,1.0,0.0,0,0.4826427698135376
1038,1790,0,5,0,137,0,0,0,0,0,1.0,0.0,0,0.4863528907299042
1039,325,0,25,119,236,0,0,0,0,0,1.0,0.0,0,0.5088637471199036
1040,5480,0,1,47,89,0,0,0,0,0,1.0,0.0,0,0.496466726064682
1041,2230,0,46,30,116,0,0,0,0,0,1.0,0.0,0,0.46268439292907715
1042,1426,0,0,97,75,0,0,0,0,0,1.0,0.0,0,0.5135841369628906
1043,1475,0,22,125,191,0,0,0,0,0,1.0,0.0,0,0.5037420988082886
1044,5489,0,31,63,185,0,0,0,0,0,1.0,0.0,0,0.4569108486175537
1045,5492,0,50,115,150,0,0,0,0,0,1.0,0.0,0,0.47080445289611816
1046,5362,0,14,36,229,0,0,0,0,0,1.0,0.0,0,0.5144377946853638
1047,62,1,7,26,175,0,221,73,42,0,1.0,0.0,0,0.4900430738925934
1048,137,0,17,113,61,0,0,0,36,0,1.0,0.0,0,0.5422000885009766
1049,543,0,52,115,43,0,0,0,0,0,1.0,0.0,0,0.4334239065647125
1050,964,0,22,88,241,0,0,0,0,0,1.0,0.0,0,0.5093024373054504
1051,794,0,28,24,78,0,0,0,0,0,1.0,0.0,0,0.5186927318572998
1052,5508,0,2,51,46,0,0,0,0,0,1.0,0.0,0,0.4804943799972534
1053,5513,0,45,57,166,0,0,0,0,0,1.0,0.0,0,0.5463488101959229
1054,556,0,16,61,127,0,0,0,0,0,1.0,0.0,0,0.4576195180416107
1055,5520,0,20,26,33,0,0,0,0,0,1.0,0.0,0,0.5045652985572815
1056,4087,0,34,29,26,0,0,0,0,0,1.0,0.0,0,0.46106207370758057
1057,474,0,1,104,21,0,0,0,0,0,1.0,0.0,0,0.49576857686042786
1058,1496,0,33,98,51,0,0,0,0,0,1.0,0.0,0,0.47423434257507324
1059,175,0,33,43,19,1,0,0,71,0,0.5,0.0,0,0.5340684652328491
1060,5526,0,4,75,181,0,0,0,0,0,1.0,0.0,0,0.48057886958122253
1061,311,1,4,87,230,0,0,0,0,0,1.0,0.0,0,0.4717003405094147
1062,3713,0,16,94,167,0,0,0,0,0,1.0,0.0,0,0.45254772901535034
1063,5512,0,37,44,136,0,0,0,0,0,1.0,0.0,0,0.5406286716461182
1064,1152,0,46,59,147,0,0,0,0,0,1.0,0.0,0,0.47723445296287537
1065,998,0,59,8,44,0,0,0,0,0,1.0,0.0,0,0.5054939985275269
1066,1139,0,43,89,227,0,0,0,0,0,1.0,0.0,0,0.5201836824417114
1067,5542,0,51,92,138,0,0,0,0,0,1.0,0.0,0,0.4617774188518524
1068,719,0,13,67,110,0,0,0,0,0,1.0,0.0,0,0.40984728932380676
1069,881,0,62,108,122,0,0,0,0,0,1.0,0.0,0,0.5037887096405029
1070,3380,0,40,59,72,0,0,0,0,0,1.0,0.0,0,0.5095650553703308
1071,5555,0,49,90,249,0,0,0,0,0,1.0,0.0,0,0.5005106925964355
1072,5558,0,2,102,135,0,0,0,0,0,1.0,0.0,0,0.4545745253562927
1073,230,0,51,96,185,0,0,0,50,0,1.0,0.0,0,0.5332373976707458
1074,600,0,54,127,9,0,0,0,0,0,1.0,0.0,0,0.45877355337142944
1075,270,0,8,51,119,0,0,0,0,0,1.0,0.0,0,0.5145252346992493
1076,2370,0,42,52,28,0,0,0,0,0,1.0,0.0,0,0.5463318228721619
1077,2667,0,46,1,178,0,0,0,0,0,1.0,0.0,0,0.5520341396331787
1078,2208,1,39,71,29,0,0,0,0,0,1.0,0.0,0,0.5046874284744263
1079,4444,0,29,47,24,0,0,0,0,0,1.0,0.0,0,0.4529600739479065
1080,5418,0,9,116,104,0,0,0,0,0,1.0,0.0,0,0.5594773292541504
1081,180,1,39,42,4,0,0,0,32,0,1.0,0.0,0,0.5106080770492554
1082,3423,0,9,26,19,0,0,0,0,0,1.0,0.0,0,0.46100035309791565
1083,2904,0,42,7,166,0,0,0,0,0,1.0,0.0,0,0.48657333850860596
1084,39,0,13,110,20,0,161,42,32,0,1.0,0.0,0,0.45804691314697266
1085,3105,0,58,109,183,0,0,0,0,0,1.0,0.0,0,0.48139700293540955
1086,5590,0,7,21,93,0,0,0,0,0,1.0,0.0,0,0.48349180817604065
1087,5594,0,49,24,181,0,0,0,0,0,1.0,0.0,0,0.5080441236495972
1088,1615,0,3,48,175,0,0,0,0,0,1.0,0.0,0,0.5079345703125
1089,1495,0,33,86,114,0,0,0,0,0,1.0,0.0,0,0.510128915309906
1090,164,1,38,74,151,0,0,0,23,0,1.0,0.0,0,0.5326740741729736
1091,4587,0,14,116,223,0,0,0,0,0,1.0,0.0,0,0.5039187073707581
1092,5605,0,61,51,113,0,0,0,0,0,1.0,0.0,0,0.4940650463104248
1093,5606,0,46,10,150,0,0,0,0,0,1.0,0.0,0,0.5475090146064758
1094,1061,0,51,92,93,0,0,0,0,0,1.0,0.0,0,0.4915437400341034
1095,4176,0,50,11,196,0,0,0,0,0,1.0,0.0,0,0.45031970739364624
1096,1787,0,59,66,30,0,0,0,0,0,1.0,0.0,0,0.4431025981903076
1097,165,1,38,85,94,0,0,0,51,0,1.0,0.0,0,0.5727148652076721
1098,5619,0,9,36,8,0,0,0,0,0,1.0,0.0,0,0.47200489044189453
1099,787,0,59,123,33,0,0,0,0,0,1.0,0.0,0,0.5147149562835693
1100,168,1,38,58,42,0,0,0,24,0,1.0,0.0,0,0.4922950565814972
1101,1147,0,6,122,90,0,0,0,0,0,1.0,0.0,0,0.5047167539596558
1102,433,0,62,71,102,0,0,0,0,0,1.0,0.0,0,0.5079465508460999
1103,2343,0,33,51,252,0,0,0,0,0,1.0,0.0,0,0.4953676462173462
1104,1,0,55,119,58,0,110,64,46,21,1.0,0.0,0,0.5494477152824402
1105,626,0,0,103,74,0,0,0,0,0,1.0,0.0,0,0.4499151110649109
1106,4287,0,34,69,221,0,0,0,0,0,1.0,0.0,0,0.5124921202659607
1107,3916,0,28,115,9,0,0,0,0,0,1.0,0.0,0,0.5712383985519409
1108,4999,0,47,73,233,0,0,0,0,0,1.0,0.0,0,0.5521318912506104
1109,5643,0,16,67,92,0,0,0,0,0,1.0,0.0,0,0.510262131690979
1110,2078,0,13,124,118,0,0,0,0,0,1.0,0.0,0,0.45325732231140137
1111,1062,0,54,94,11,0,0,0,0,0,1.0,0.0,0,0.5870819091796875
1112,1537,0,23,63,137,0,0,0,0,0,1.0,0.0,0,0.5336057543754578
1113,164,1,38,74,151,0,0,0,23,0,1.0,0.0,0,0.5326740741729736
1114,944,0,37,53,193,0,0,0,0,0,1.0,0.0,0,0.4821999967098236
1115,3177,0,46,54,246,0,0,0,0,0,1.0,0.0,0,0.46420028805732727
1116,243,0,62,18,85,0,0,0,37,0,1.0,0.0,0,0.5968344211578369
1117,5657,0,31,12,199,0,0,0,0,0,1.0,0.0,0,0.5226766467094421
1118,656,0,58,100,206,0,0,0,0,0,1.0,0.0,0,0.4764491319656372
1119,47,0,18,27,92,0,150,97,32,0,1.0,0.0,0,0.4849497675895691
1120,905,0,59,74,254,0,0,0,0,0,1.0,0.0,0,0.4804888069629669
1121,1279,0,16,82,245,0,0,0,0,0,1.0,0.0,0,0.47978290915489197
1122,192,0,61,4,191,0,0,0,35,0,1.0,0.0,0,0.45450907945632935
1123,5667,0,3,2,81,0,0,0,0,0,1.0,0.0,0,0.4513782560825348
1124,3461,1,29,10,134,0,0,0,0,0,1.0,0.0,0,0.49766576290130615
1125,2537,0,58,22,74,0,0,0,0,0,1.0,0.0,0,0.43792036175727844
1126,5672,0,17,14,103,0,0,0,0,0,1.0,0.0,0,0.4783516526222229
1127,5181,0,13,47,249,0,0,0,0,0,1.0,0.0,0,0.5199812650680542
1128,5675,0,29,84,46,0,0,0,0,0,1.0,0.0,0,0.40678343176841736
1129,1277,0,16,19,75,0,0,0,0,0,1.0,0.0,0,0.5203024744987488
1130,2019,0,25,123,139,0,0,0,0,0,1.0,0.0,0,0.5166888236999512
1131,3750,0,49,2,21,0,0,0,0,0,1.0,0.0,0,0.48953449726104736
1132,5670,0,58,9,115,0,0,0,0,0,1.0,0.0,0,0.4932258129119873
1133,239,1,58,112,152,0,0,0,33,0,1.0,0.0,0,0.4580231308937073
1134,2301,1,3,104,112,0,0,0,0,0,1.0,0.0,0,0.44475236535072327
1135,276,1,45,115,3,0,0,0,0,0,1.0,0.0,0,0.47320613265037537
1136,5696,0,48,38,42,0,0,0,0,0,1.0,0.0,0,0.530768096446991
1137,1802,0,9,60,168,0,0,0,0,0,1.0,0.0,0,0.5078562498092651
1138,1056,0,37,83,137,0,0,0,0,0,1.0,0.0,0,0.5483190417289734
1139,862,0,45,26,154,0,0,0,0,0,1.0,0.0,0,0.43068745732307434
1140,3668,0,13,79,131,0,0,0,0,0,1.0,0.0,0,0.5049735307693481
1141,1438,0,23,64,230,0,0,0,0,0,1.0,0.0,0,0.4841615557670593
1142,2095,0,28,96,119,0,0,0,0,0,1.0,0.0,0,0.5601332187652588
1143,2011,0,43,106,150,0,0,0,0,0,1.0,0.0,0,0.5790266394615173
1144,859,0,53,22,35,0,0,0,0,0,1.0,0.0,0,0.5093693137168884
1145,5733,0,48,29,212,0,0,0,0,0,1.0,0.0,0,0.4908866882324219
1146,5407,0,42,7,6,0,0,0,0,0,1.0,0.0,0,0.5534935593605042
1147,5736,0,33,12,220,0,0,0,0,0,1.0,0.0,0,0.5236470699310303
1148,180,1,39,42,4,0,0,0,32,0,1.0,0.0,0,0.5106080770492554
1149,3201,0,10,111,179,0,0,0,0,0,1.0,0.0,0,0.4956754744052887
1150,5743,0,37,8,44,0,0,0,0,0,1.0,0.0,0,0.5466750264167786
1151,2108,0,59,84,232,0,0,0,0,0,1.0,0.0,0,0.4852546155452728
1152,80,0,44,112,119,0,0,95,35,0,1.0,0.0,0,0.5274236798286438
1153,664,0,33,51,137,0,0,0,0,0,1.0,0.0,0,0.5176602005958557
1154,3621,0,53,68,180,0,0,0,0,0,1.0,0.0,0,0.5807012319564819
1155,46,1,61,72,210,0,187,90,37,0,1.0,0.0,0,0.4839355945587158
1156,515,1,36,113,217,0,0,0,0,0,1.0,0.0,0,0.47931408882141113
1157,5767,0,62,7,148,0,0,0,0,0,1.0,0.0,0,0.5050012469291687
1158,3472,0,1,25,245,0,0,0,0,0,1.0,0.0,0,0.5205410122871399
1159,712,1,37,60,27,0,0,0,0,0,1.0,0.0,0,0.5024939179420471
1160,1180,0,35,64,202,0,0,0,0,0,1.0,0.0,0,0.47761228680610657
1161,105,1,16,19,83,0,0,69,40,0,1.0,0.0,0,0.5180975198745728
1162,5576,0,9,100,7,0,0,0,0,0,1.0,0.0,0,0.534614622592926
1163,795,0,15,10,196,0,0,0,0,0,1.0,0.0,0,0.4981454014778137
1164,2354,0,51,125,162,0,0,0,0,0,1.0,0.0,0,0.43619921803474426
1165,754,0,38,54,58,0,0,0,0,0,1.0,0.0,0,0.4661361575126648
1166,3894,1,39,118,156,0,0,0,0,0,1.0,0.0,0,0.4538922905921936
1167,5794,0,47,48,147,0,0,0,0,0,1.0,0.0,0,0.48088914155960083
1168,5800,0,0,66,11,0,0,0,0,0,1.0,0.0,0,0.46039003133773804
1169,3808,0,50,106,69,0,0,0,0,0,1.0,0.0,0,0.5553404092788696
1170,3666,0,2,15,211,0,0,0,0,0,1.0,0.0,0,0.44752174615859985
1171,1795,0,52,71,80,0,0,0,0,0,1.0,0.0,0,0.4650646150112152
1172,4296,0,50,27,127,0,0,0,0,0,1.0,0.0,0,0.4093894064426422
1173,5822,0,13,42,12,0,0,0,0,0,1.0,0.0,0,0.5018123388290405
1174,5824,0,52,75,96,0,0,0,0,0,1.0,0.0,0,0.4577251672744751
1175,5826,0,2,116,251,0,0,0,0,0,1.0,0.0,0,0.49628034234046936
1176,1806,0,26,71,192,0,0,0,0,0,1.0,0.0,0,0.4762573838233948
1177,980,0,16,26,27,0,0,0,0,0,1.0,0.0,0,0.4846341907978058
1178,162,1,38,84,192,0,0,0,45,0,1.0,0.0,0,0.4820476174354553
1179,756,0,5,13,51,0,0,0,0,0,1.0,0.0,0,0.4967270791530609
1180,230,0,51,96,185,0,0,0,50,0,1.0,0.0,0,0.5332373976707458
1181,1189,0,61,102,36,0,0,0,0,0,1.0,0.0,0,0.4695289433002472
1182,5089,0,62,18,251,0,0,0,0,0,1.0,0.0,0,0.5600854754447937
1183,5843,0,37,9,103,0,0,0,0,0,1.0,0.0,0,0.483926385641098
1184,5435,0,25,46,174,0,0,0,0,0,1.0,0.0,0,0.5140023231506348
1185,204,0,20,52,195,0,0,0,57,0,1.0,0.0,0,0.5542095899581909
1186,1537,0,23,63,137,0,0,0,0,0,1.0,0.0,0,0.5336057543754578
1187,1671,0,49,82,238,0,0,0,0,0,1.0,0.0,0,0.4433155059814453
1188,91,0,61,64,170,0,0,85,20,0,1.0,0.0,0,0.5739750862121582
1189,5856,0,24,109,13,0,0,0,0,0,1.0,0.0,0,0.5504890084266663
1190,4083,0,44,118,54,0,0,0,0,0,1.0,0.0,0,0.5028666257858276
1191,5577,0,63,24,124,0,0,0,0,0,1.0,0.0,0,0.5016090869903564
1192,5872,0,16,103,190,0,0,0,0,0,1.0,0.0,0,0.4704396426677704
1193,316,0,20,26,204,0,0,0,0,0,1.0,0.0,0,0.5277177691459656
1194,1600,0,34,36,126,0,0,0,0,0,1.0,0.0,0,0.46387195587158203
1195,2673,0,0,12,59,0,0,0,0,0,1.0,0.0,0,0.45803964138031006
1196,450,0,16,62,253,0,0,0,0,0,1.0,0.0,0,0.5420675873756409
1197,231,0,48,4,204,0,0,0,29,0,1.0,0.0,0,0.6318346858024597
1198,493,0,19,41,12,0,0,0,0,0,1.0,0.0,0,0.5510711669921875
1199,987,0,56,105,131,0,0,0,0,0,1.0,0.0,0,0.5600957870483398
1200,538,0,46,21,240,0,0,0,0,0,1.0,0.0,0,0.47685158252716064
1201,3623,0,17,96,63,0,0,0,0,0,1.0,0.0,0,0.5432833433151245
1202,3101,0,17,115,89,0,0,0,0,0,1.0,0.0,0,0.5118435621261597
1203,4510,0,55,100,104,0,0,0,0,0,1.0,0.0,0,0.5053327083587646
1204,5889,0,31,94,232,0,0,0,0,0,1.0,0.0,0,0.4859688878059387
1205,1489,0,15,1,226,0,0,0,0,0,1.0,0.0,0,0.5234172344207764
1206,578,0,52,25,146,0,0,0,0,0,1.0,0.0,0,0.5183323621749878
1207,1828,0,62,22,147,0,0,0,0,0,1.0,0.0,0,0.5044893026351929
1208,5899,0,17,77,131,0,0,0,0,0,1.0,0.0,0,0.5313157439231873
1209,4871,0,28,32,223,0,0,0,0,0,1.0,0.0,0,0.4036080241203308
1210,113,1,56,8,11,0,0,71,43,0,1.0,0.0,0,0.5348871350288391
1211,370,0,47,77,113,0,0,0,0,0,1.0,0.0,0,0.4777889847755432
1212,5903,0,51,114,20,0,0,0,0,0,1.0,0.0,0,0.46216198801994324
1213,5904,0,41,123,39,0,0,0,0,0,1.0,0.0,0,0.4496484696865082
1214,5906,0,10,60,96,0,0,0,0,0,1.0,0.0,0,0.5262677073478699
1215,5593,0,20,120,66,0,0,0,0,0,1.0,0.0,0,0.5415438413619995
1216,1878,0,35,22,105,0,0,0,0,0,1.0,0.0,0,0.534959614276886
1217,5917,0,50,114,226,0,0,0,0,0,1.0,0.0,0,0.46916088461875916
1218,5920,0,7,98,219,0,0,0,0,0,1.0,0.0,0,0.5419016480445862
1219,2684,0,13,103,248,0,0,0,0,0,1.0,0.0,0,0.4774288535118103
1220,5925,0,36,26,34,0,0,0,0,0,1.0,0.0,0,0.46744871139526367
1221,911,0,42,33,247,0,0,0,0,0,1.0,0.0,0,0.5023895502090454
1222,5928,0,44,111,54,0,0,0,0,0,1.0,0.0,0,0.4864140748977661
1223,691,0,32,51,198,0,0,0,0,0,1.0,0.0,0,0.5673927664756775
1224,1072,1,11,31,40,0,0,0,0,0,1.0,0.0,0,0.4457189738750458
1225,854,0,31,93,92,0,0,0,0,0,1.0,0.0,0,0.49998947978019714
1226,5576,0,9,100,7,0,0,0,0,0,1.0,0.0,0,0.534614622592926
1227,5934,0,46,29,24,0,0,0,0,0,1.0,0.0,0,0.4593519866466522
1228,500,0,20,74,223,0,0,0,0,0,1.0,0.0,0,0.5122117400169373
1229,47,0,18,27,92,0,150,97,32,0,1.0,0.0,0,0.4849497675895691
1230,2050,0,57,46,74,0,0,0,0,0,1.0,0.0,0,0.48721274733543396
1231,458,0,49,118,129,0,0,0,0,0,1.0,0.0,0,0.4998094439506531
1232,2049,0,48,101,163,0,0,0,0,0,1.0,0.0,0,0.5066095590591431
1233,2924,0,44,20,65,0,0,0,0,0,1.0,0.0,0,0.49535077810287476
1234,116,1,9,61,131,0,0,90,47,0,1.0,0.0,0,0.5016630291938782
1235,4969,0,35,27,78,0,0,0,0,0,1.0,0.0,0,0.4212696850299835
1236,4117,0,20,52,16,0,0,0,0,0,1.0,0.0,0,0.5184152722358704
1237,2434,0,48,123,209,0,0,0,0,0,1.0,0.0,0,0.5685451030731201
1238,5946,0,50,103,215,0,0,0,0,0,1.0,0.0,0,0.47555240988731384
1239,408,0,5,60,28,0,0,0,0,0,1.0,0.0,0,0.47772830724716187
1240,69,1,4,46,59,0,0,102,39,0,1.0,0.0,0,0.509041428565979
1241,5960,0,13,127,184,0,0,0,0,0,1.0,0.0,0,0.4159393906593323
1242,5664,0,18,79,72,0,0,0,0,0,1.0,0.0,0,0.509277880191803
1243,2785,0,4,41,40,0,0,0,0,0,1.0,0.0,0,0.5114396810531616
1244,1285,0,9,6,105,0,0,0,0,0,1.0,0.0,0,0.4744478166103363
1245,5964,0,41,49,244,0,0,0,0,0,1.0,0.0,0,0.5171257853507996
1246,5965,0,36,5,120,0,0,0,0,0,1.0,0.0,0,0.4339849352836609
1247,164,1,38,74,151,0,0,0,23,0,1.0,0.0,0,0.5326740741729736
1248,912,0,26,80,95,0,0,0,0,0,1.0,0.0,0,0.46415892243385315
