step,layer_idx,shared,theta_min,theta_max,theta_mean,c_min,c_max,c_mean,c_std,mu_d,boundary_hits,theta_grad_norm,theta_grad_finite,anchor_loss
125,2,True,0.29910123348236084,0.29910123348236084,0.29910123348236084,1.0742228031158447,1.0742228031158447,1.0742228031158447,0.0,0.06954005360603333,0,1.536906069077304e-07,True,1.4346184240565663e-09
130,2,True,0.2990967929363251,0.2990967929363251,0.2990967929363251,1.0742216110229492,1.0742216110229492,1.0742216110229492,0.0,0.07230587303638458,0,2.97305945196058e-07,True,2.6817077447560678e-09
135,2,True,0.29909953474998474,0.29909953474998474,0.29909953474998474,1.0742223262786865,1.0742223262786865,1.0742223262786865,0.0,0.07602863013744354,0,9.446125659451354e-08,True,2.733876458549389e-09
140,2,True,0.2990983724594116,0.2990983724594116,0.2990983724594116,1.0742220878601074,1.0742220878601074,1.0742220878601074,0.0,0.0786023736000061,0,1.0930094163086324e-07,True,5.519553702981739e-09
145,2,True,0.2990967929363251,0.2990967929363251,0.2990967929363251,1.0742216110229492,1.0742216110229492,1.0742216110229492,0.0,0.08135315775871277,0,4.468651582101302e-08,True,5.071222997088398e-09
150,2,True,0.2990965247154236,0.2990965247154236,0.2990965247154236,1.0742216110229492,1.0742216110229492,1.0742216110229492,0.0,0.08417832106351852,0,1.1638023522664298e-07,True,9.590845451157293e-09
155,2,True,0.29909130930900574,0.29909130930900574,0.29909130930900574,1.0742204189300537,1.0742204189300537,1.0742204189300537,0.0,0.08825395256280899,0,2.609722287161276e-07,True,1.1293233015408077e-08
160,2,True,0.299092561006546,0.299092561006546,0.299092561006546,1.0742206573486328,1.0742206573486328,1.0742206573486328,0.0,0.09130717813968658,0,8.344568414031528e-08,True,1.5665442276713293e-08
165,2,True,0.29910537600517273,0.29910537600517273,0.29910537600517273,1.0742237567901611,1.0742237567901611,1.0742237567901611,0.0,0.09319357573986053,0,1.4322483821160858e-06,True,2.1593155707932965e-08
170,2,True,0.2990327775478363,0.2990327775478363,0.2990327775478363,1.0742061138153076,1.0742061138153076,1.0742061138153076,0.0,0.0956837460398674,0,5.908563252887689e-06,True,2.3694996187373363e-08
175,2,True,0.2994749844074249,0.2994749844074249,0.2994749844074249,1.0743141174316406,1.0743141174316406,1.0743141174316406,0.0,0.0993192195892334,0,4.002779314760119e-05,True,4.1487808744022914e-08
180,2,True,0.2994551658630371,0.2994551658630371,0.2994551658630371,1.0743093490600586,1.0743093490600586,1.0743093490600586,0.0,0.10029736161231995,0,3.805100641329773e-05,True,4.418826904384332e-08
185,2,True,0.2990341782569885,0.2990341782569885,0.2990341782569885,1.0742063522338867,1.0742063522338867,1.0742063522338867,0.0,0.10640862584114075,0,5.241110102360835e-06,True,4.9197417695268086e-08
190,2,True,0.29893994331359863,0.29893994331359863,0.29893994331359863,1.0741833448410034,1.0741833448410034,1.0741833448410034,0.0,0.10596317797899246,0,1.4923131857358385e-05,True,5.119813195619827e-08
195,2,True,0.299242228269577,0.299242228269577,0.299242228269577,1.074257254600525,1.074257254600525,1.074257254600525,0.0,0.10838375985622406,0,1.6746695109759457e-05,True,8.516694549598469e-08
200,2,True,0.298997700214386,0.298997700214386,0.298997700214386,1.07419753074646,1.07419753074646,1.07419753074646,0.0,0.1129785031080246,0,8.390977200178895e-06,True,7.96913113276787e-08
205,2,True,0.29906365275382996,0.29906365275382996,0.29906365275382996,1.0742135047912598,1.0742135047912598,1.0742135047912598,0.0,0.1139841228723526,0,1.6027995570766507e-06,True,8.653907457301102e-08
210,2,True,0.29913800954818726,0.29913800954818726,0.29913800954818726,1.074231743812561,1.074231743812561,1.074231743812561,0.0,0.1179412454366684,0,6.482703611254692e-06,True,1.2168922580713115e-07
215,2,True,0.2990128695964813,0.2990128695964813,0.2990128695964813,1.0742011070251465,1.0742011070251465,1.0742011070251465,0.0,0.1200108677148819,0,6.050854153727414e-06,True,1.3622050687445153e-07
220,2,True,0.2990669012069702,0.2990669012069702,0.2990669012069702,1.0742144584655762,1.0742144584655762,1.0742144584655762,0.0,0.12076660245656967,0,3.4109206126231584e-07,True,1.486958751684142e-07
225,2,True,0.2990976572036743,0.2990976572036743,0.2990976572036743,1.0742218494415283,1.0742218494415283,1.0742218494415283,0.0,0.12649312615394592,0,3.1836411835683975e-06,True,1.7775545302356477e-07
230,2,True,0.299050509929657,0.299050509929657,0.299050509929657,1.0742104053497314,1.0742104053497314,1.0742104053497314,0.0,0.1251630336046219,0,1.4310389815364033e-06,True,2.0059452765508468e-07
235,2,True,0.29905223846435547,0.29905223846435547,0.29905223846435547,1.0742108821868896,1.0742108821868896,1.0742108821868896,0.0,0.12705034017562866,0,7.221444775495911e-07,True,2.4451014724036213e-07
240,2,True,0.29909178614616394,0.29909178614616394,0.29909178614616394,1.0742204189300537,1.0742204189300537,1.0742204189300537,0.0,0.1309637576341629,0,3.3942719710466918e-06,True,2.286204505708156e-07
245,2,True,0.29906123876571655,0.29906123876571655,0.29906123876571655,1.0742130279541016,1.0742130279541016,1.0742130279541016,0.0,0.1330583393573761,0,5.4636529966956e-07,True,2.947048471924063e-07
250,2,True,0.29904597997665405,0.29904597997665405,0.29904597997665405,1.074209213256836,1.074209213256836,1.074209213256836,0.0,0.13385209441184998,0,5.876099749002606e-07,True,3.093596205872018e-07
255,2,True,0.2990482747554779,0.2990482747554779,0.2990482747554779,1.0742099285125732,1.0742099285125732,1.0742099285125732,0.0,0.13457229733467102,0,5.879639957129257e-07,True,3.4660928349694586e-07
260,2,True,0.2990213930606842,0.2990213930606842,0.2990213930606842,1.0742032527923584,1.0742032527923584,1.0742032527923584,0.0,0.13846752047538757,0,2.235821966678486e-06,True,3.8031492977097514e-07
265,2,True,0.29904597997665405,0.29904597997665405,0.29904597997665405,1.074209213256836,1.074209213256836,1.074209213256836,0.0,0.14125439524650574,0,6.355943469316117e-07,True,3.97656293671389e-07
270,2,True,0.2990473210811615,0.2990473210811615,0.2990473210811615,1.0742096900939941,1.0742096900939941,1.0742096900939941,0.0,0.14185240864753723,0,9.943079248841968e-07,True,5.58091983293707e-07
275,2,True,0.29902520775794983,0.29902520775794983,0.29902520775794983,1.0742042064666748,1.0742042064666748,1.0742042064666748,0.0,0.1476483941078186,0,6.656590585407685e-07,True,4.677528409047227e-07
280,2,True,0.29905179142951965,0.29905179142951965,0.29905179142951965,1.0742106437683105,1.0742106437683105,1.0742106437683105,0.0,0.14603754878044128,0,2.3899319785414264e-06,True,4.961746640219644e-07
285,2,True,0.29903337359428406,0.29903337359428406,0.29903337359428406,1.0742061138153076,1.0742061138153076,1.0742061138153076,0.0,0.15093417465686798,0,8.937286111176945e-07,True,6.020939053996699e-07
290,2,True,0.29902875423431396,0.29902875423431396,0.29902875423431396,1.0742051601409912,1.0742051601409912,1.0742051601409912,0.0,0.15100061893463135,0,1.063309582605143e-06,True,7.041217600090022e-07
295,2,True,0.2990497648715973,0.2990497648715973,0.2990497648715973,1.0742101669311523,1.0742101669311523,1.0742101669311523,0.0,0.1528090536594391,0,2.8520726118586026e-06,True,5.742330131397466e-07
300,2,True,0.2990325391292572,0.2990325391292572,0.2990325391292572,1.0742061138153076,1.0742061138153076,1.0742061138153076,0.0,0.15417282283306122,0,1.9004146452061832e-06,True,9.143804504674335e-07
305,2,True,0.2990224063396454,0.2990224063396454,0.2990224063396454,1.0742034912109375,1.0742034912109375,1.0742034912109375,0.0,0.15974456071853638,0,2.0023624074383406e-06,True,6.866952730888443e-07
310,2,True,0.298997163772583,0.298997163772583,0.298997163772583,1.0741972923278809,1.0741972923278809,1.0741972923278809,0.0,0.15660634636878967,0,4.709424956672592e-07,True,8.525458383701334e-07
315,2,True,0.2990094721317291,0.2990094721317291,0.2990094721317291,1.0742003917694092,1.0742003917694092,1.0742003917694092,0.0,0.15857252478599548,0,2.806082193274051e-07,True,1.177914896288712e-06
320,2,True,0.29903852939605713,0.29903852939605713,0.29903852939605713,1.0742074251174927,1.0742074251174927,1.0742074251174927,0.0,0.16025909781455994,0,4.226928012940334e-06,True,8.49347998155281e-07
325,2,True,0.299015611410141,0.299015611410141,0.299015611410141,1.0742018222808838,1.0742018222808838,1.0742018222808838,0.0,0.16278517246246338,0,2.538041826483095e-06,True,1.026910581458651e-06
330,2,True,0.29899829626083374,0.29899829626083374,0.29899829626083374,1.07419753074646,1.07419753074646,1.07419753074646,0.0,0.1617426723241806,0,7.048470251902472e-07,True,1.013182441056415e-06
335,2,True,0.298982709646225,0.298982709646225,0.298982709646225,1.0741938352584839,1.0741938352584839,1.0741938352584839,0.0,0.16380885243415833,0,4.819335117645096e-07,True,1.1486953326311777e-06
340,2,True,0.29892104864120483,0.29892104864120483,0.29892104864120483,1.074178695678711,1.074178695678711,1.074178695678711,0.0,0.17081904411315918,0,5.673329724231735e-06,True,1.2544402352432371e-06
345,2,True,0.2989315092563629,0.2989315092563629,0.2989315092563629,1.074181318283081,1.074181318283081,1.074181318283081,0.0,0.16358458995819092,0,5.043557393946685e-06,True,1.1814141771537834e-06
350,2,True,0.29896584153175354,0.29896584153175354,0.29896584153175354,1.0741896629333496,1.0741896629333496,1.0741896629333496,0.0,0.16914430260658264,0,3.5520952224032953e-07,True,1.557213408887037e-06
355,2,True,0.2988733947277069,0.2988733947277069,0.2988733947277069,1.0741671323776245,1.0741671323776245,1.0741671323776245,0.0,0.16975528001785278,0,9.570516340318136e-06,True,1.3859178125130711e-06
360,2,True,0.2989371716976166,0.2989371716976166,0.2989371716976166,1.0741827487945557,1.0741827487945557,1.0741827487945557,0.0,0.17170804738998413,0,2.2100721253082156e-06,True,1.243446263288206e-06
365,2,True,0.29898786544799805,0.29898786544799805,0.29898786544799805,1.074195146560669,1.074195146560669,1.074195146560669,0.0,0.17479750514030457,0,2.5042143079190282e-06,True,1.7171064428112004e-06
370,2,True,0.299157053232193,0.299157053232193,0.299157053232193,1.0742363929748535,1.0742363929748535,1.0742363929748535,0.0,0.17568838596343994,0,2.11825936276e-05,True,1.5321066939577577e-06
375,2,True,0.2990512549877167,0.2990512549877167,0.2990512549877167,1.0742106437683105,1.0742106437683105,1.0742106437683105,0.0,0.17408695816993713,0,9.878340279101394e-06,True,1.5794554428794072e-06
380,2,True,0.29901883006095886,0.29901883006095886,0.29901883006095886,1.0742026567459106,1.0742026567459106,1.0742026567459106,0.0,0.17655150592327118,0,7.247834673762554e-06,True,1.7958690250452491e-06
385,2,True,0.29896220564842224,0.29896220564842224,0.29896220564842224,1.0741888284683228,1.0741888284683228,1.0741888284683228,0.0,0.18060779571533203,0,3.4692416193138342e-06,True,1.647579665586818e-06
390,2,True,0.298827201128006,0.298827201128006,0.298827201128006,1.0741558074951172,1.0741558074951172,1.0741558074951172,0.0,0.18109336495399475,0,9.848345143836923e-06,True,1.9994065496575786e-06
395,2,True,0.2988285720348358,0.2988285720348358,0.2988285720348358,1.0741560459136963,1.0741560459136963,1.0741560459136963,0.0,0.18155977129936218,0,1.0128052963409573e-05,True,1.5769199990245397e-06
400,2,True,0.2988571226596832,0.2988571226596832,0.2988571226596832,1.0741631984710693,1.0741631984710693,1.0741631984710693,0.0,0.18073192238807678,0,6.919358384038787e-06,True,1.9217413864680566e-06
405,2,True,0.2989082336425781,0.2989082336425781,0.2989082336425781,1.0741755962371826,1.0741755962371826,1.0741755962371826,0.0,0.18287880718708038,0,9.606683306628838e-07,True,2.120619683410041e-06
410,2,True,0.29887983202934265,0.29887983202934265,0.29887983202934265,1.0741686820983887,1.0741686820983887,1.0741686820983887,0.0,0.18456943333148956,0,2.719462827371899e-06,True,2.269738160975976e-06
415,2,True,0.2988501191139221,0.2988501191139221,0.2988501191139221,1.0741612911224365,1.0741612911224365,1.0741612911224365,0.0,0.18402861058712006,0,6.327546088868985e-06,True,1.8620143009684398e-06
420,2,True,0.2987510561943054,0.2987510561943054,0.2987510561943054,1.0741372108459473,1.0741372108459473,1.0741372108459473,0.0,0.18578363955020905,0,1.5227959011099301e-05,True,2.3933953343657777e-06
425,2,True,0.29878076910972595,0.29878076910972595,0.29878076910972595,1.0741443634033203,1.0741443634033203,1.0741443634033203,0.0,0.19130641222000122,0,1.0827767255250365e-05,True,2.298976141901221e-06
430,2,True,0.29888632893562317,0.29888632893562317,0.29888632893562317,1.0741702318191528,1.0741702318191528,1.0741702318191528,0.0,0.18955382704734802,0,1.008927483781008e-06,True,2.111054982378846e-06
435,2,True,0.2990272045135498,0.2990272045135498,0.2990272045135498,1.074204683303833,1.074204683303833,1.074204683303833,0.0,0.18909072875976562,0,1.503540261182934e-05,True,2.4146524992829654e-06
440,2,True,0.2989489734172821,0.2989489734172821,0.2989489734172821,1.0741856098175049,1.0741856098175049,1.0741856098175049,0.0,0.19229203462600708,0,8.334367521456443e-06,True,2.5361732696183026e-06
445,2,True,0.29898685216903687,0.29898685216903687,0.29898685216903687,1.0741949081420898,1.0741949081420898,1.0741949081420898,0.0,0.19204506278038025,0,1.1628826541709714e-05,True,2.440037178530474e-06
450,2,True,0.2989289462566376,0.2989289462566376,0.2989289462566376,1.0741806030273438,1.0741806030273438,1.0741806030273438,0.0,0.19589009881019592,0,6.1843179537390824e-06,True,2.8473873499024194e-06
455,2,True,0.29880931973457336,0.29880931973457336,0.29880931973457336,1.0741513967514038,1.0741513967514038,1.0741513967514038,0.0,0.19344684481620789,0,4.8296387831214815e-06,True,2.747504368016962e-06
460,2,True,0.2988046705722809,0.2988046705722809,0.2988046705722809,1.0741503238677979,1.0741503238677979,1.0741503238677979,0.0,0.19711153209209442,0,4.051456016895827e-06,True,2.8862748422398e-06
465,2,True,0.298910915851593,0.298910915851593,0.298910915851593,1.07417631149292,1.07417631149292,1.07417631149292,0.0,0.19865450263023376,0,6.98341682436876e-06,True,2.5937338250514586e-06
470,2,True,0.29885807633399963,0.29885807633399963,0.29885807633399963,1.0741633176803589,1.0741633176803589,1.0741633176803589,0.0,0.19863267242908478,0,1.0699295671656728e-06,True,2.8977403871977003e-06
475,2,True,0.2988430857658386,0.2988430857658386,0.2988430857658386,1.0741596221923828,1.0741596221923828,1.0741596221923828,0.0,0.20086467266082764,0,1.2237669579917565e-06,True,3.344683818795602e-06
480,2,True,0.29880815744400024,0.29880815744400024,0.29880815744400024,1.0741510391235352,1.0741510391235352,1.0741510391235352,0.0,0.2046005129814148,0,2.5818812900979538e-06,True,2.5830934191617416e-06
485,2,True,0.2987605035305023,0.2987605035305023,0.2987605035305023,1.0741394758224487,1.0741394758224487,1.0741394758224487,0.0,0.19934025406837463,0,6.9771263042639475e-06,True,3.0492080895783147e-06
490,2,True,0.29875603318214417,0.29875603318214417,0.29875603318214417,1.0741384029388428,1.0741384029388428,1.0741384029388428,0.0,0.20422440767288208,0,4.647878995456267e-06,True,3.7266597701091086e-06
495,2,True,0.29874804615974426,0.29874804615974426,0.29874804615974426,1.07413649559021,1.07413649559021,1.07413649559021,0.0,0.2028549313545227,0,5.75007061343058e-06,True,2.829204731824575e-06
500,2,True,0.2988629937171936,0.2988629937171936,0.2988629937171936,1.0741645097732544,1.0741645097732544,1.0741645097732544,0.0,0.20473085343837738,0,7.804558663337957e-06,True,3.0443484320130665e-06
505,2,True,0.29888680577278137,0.29888680577278137,0.29888680577278137,1.0741703510284424,1.0741703510284424,1.0741703510284424,0.0,0.20424224436283112,0,8.497263479512185e-06,True,4.063080723426538e-06
510,2,True,0.2988731563091278,0.2988731563091278,0.2988731563091278,1.074167013168335,1.074167013168335,1.074167013168335,0.0,0.2057904154062271,0,9.988101737690158e-06,True,3.2617710985505255e-06
515,2,True,0.298904687166214,0.298904687166214,0.298904687166214,1.0741747617721558,1.0741747617721558,1.0741747617721558,0.0,0.20634566247463226,0,1.2376422091620043e-05,True,3.08103426505113e-06
520,2,True,0.29886993765830994,0.29886993765830994,0.29886993765830994,1.0741662979125977,1.0741662979125977,1.0741662979125977,0.0,0.2065933644771576,0,8.900918146537151e-06,True,3.88971693610074e-06
525,2,True,0.29875648021698,0.29875648021698,0.29875648021698,1.0741385221481323,1.0741385221481323,1.0741385221481323,0.0,0.2076471894979477,0,9.737341315485537e-07,True,3.658220975921722e-06
530,2,True,0.29852503538131714,0.29852503538131714,0.29852503538131714,1.0740818977355957,1.0740818977355957,1.0740818977355957,0.0,0.21261051297187805,0,2.4796032448648475e-05,True,3.992235633631935e-06
535,2,True,0.2985747456550598,0.2985747456550598,0.2985747456550598,1.0740940570831299,1.0740940570831299,1.0740940570831299,0.0,0.21434935927391052,0,1.7626902263145894e-05,True,3.4578524719108827e-06
540,2,True,0.2988555133342743,0.2988555133342743,0.2988555133342743,1.0741627216339111,1.0741627216339111,1.0741627216339111,0.0,0.20782284438610077,0,8.2441620179452e-06,True,3.8424041122198105e-06
545,2,True,0.2988795340061188,0.2988795340061188,0.2988795340061188,1.0741686820983887,1.0741686820983887,1.0741686820983887,0.0,0.21377301216125488,0,1.584358324180357e-05,True,4.972209353582002e-06
550,2,True,0.2988073229789734,0.2988073229789734,0.2988073229789734,1.0741509199142456,1.0741509199142456,1.0741509199142456,0.0,0.21378640830516815,0,9.449013305129483e-06,True,3.0096646241872804e-06
555,2,True,0.2986642122268677,0.2986642122268677,0.2986642122268677,1.0741159915924072,1.0741159915924072,1.0741159915924072,0.0,0.21625158190727234,0,6.093295269238297e-06,True,4.109684596187435e-06
560,2,True,0.2985917925834656,0.2985917925834656,0.2985917925834656,1.0740982294082642,1.0740982294082642,1.0740982294082642,0.0,0.22139817476272583,0,1.273086581932148e-05,True,4.5854867494199425e-06
565,2,True,0.2987320125102997,0.2987320125102997,0.2987320125102997,1.0741325616836548,1.0741325616836548,1.0741325616836548,0.0,0.21757853031158447,0,7.217558959382586e-07,True,3.398512944841059e-06
570,2,True,0.2989090383052826,0.2989090383052826,0.2989090383052826,1.0741758346557617,1.0741758346557617,1.0741758346557617,0.0,0.21315798163414001,0,2.1049967472208664e-05,True,4.505065589910373e-06
575,2,True,0.29869315028190613,0.29869315028190613,0.29869315028190613,1.0741230249404907,1.0741230249404907,1.0741230249404907,0.0,0.21504640579223633,0,2.209246304119006e-06,True,4.742075361718889e-06
580,2,True,0.2984561026096344,0.2984561026096344,0.2984561026096344,1.0740649700164795,1.0740649700164795,1.0740649700164795,0.0,0.22146660089492798,0,2.6215249818051234e-05,True,3.55974634658196e-06
585,2,True,0.29863834381103516,0.29863834381103516,0.29863834381103516,1.0741095542907715,1.0741095542907715,1.0741095542907715,0.0,0.217544287443161,0,6.0568163462448865e-06,True,5.563194463320542e-06
590,2,True,0.2988813817501068,0.2988813817501068,0.2988813817501068,1.0741689205169678,1.0741689205169678,1.0741689205169678,0.0,0.21968480944633484,0,1.864855585154146e-05,True,4.5196470637165476e-06
595,2,True,0.2984749972820282,0.2984749972820282,0.2984749972820282,1.0740697383880615,1.0740697383880615,1.0740697383880615,0.0,0.21725210547447205,0,2.3449827494914643e-05,True,4.157727289566537e-06
600,2,True,0.2986735701560974,0.2986735701560974,0.2986735701560974,1.0741182565689087,1.0741182565689087,1.0741182565689087,0.0,0.2224758267402649,0,4.657849785871804e-07,True,5.4368651944969315e-06
605,2,True,0.2988221347332001,0.2988221347332001,0.2988221347332001,1.0741546154022217,1.0741546154022217,1.0741546154022217,0.0,0.22185494005680084,0,1.682185029494576e-05,True,4.440254997462034e-06
610,2,True,0.2984554171562195,0.2984554171562195,0.2984554171562195,1.07406485080719,1.07406485080719,1.07406485080719,0.0,0.22851084172725677,0,1.9905615772586316e-05,True,5.947944373474456e-06
615,2,True,0.29854223132133484,0.29854223132133484,0.29854223132133484,1.07408607006073,1.07408607006073,1.07408607006073,0.0,0.22538813948631287,0,1.0305287105438765e-05,True,4.60740557173267e-06
620,2,True,0.29886719584465027,0.29886719584465027,0.29886719584465027,1.0741655826568604,1.0741655826568604,1.0741655826568604,0.0,0.22298938035964966,0,2.3552296624984592e-05,True,4.937943231198005e-06
625,2,True,0.29855120182037354,0.29855120182037354,0.29855120182037354,1.0740883350372314,1.0740883350372314,1.0740883350372314,0.0,0.23039522767066956,0,6.778805982321501e-06,True,5.689834324584808e-06
630,2,True,0.29862499237060547,0.29862499237060547,0.29862499237060547,1.0741064548492432,1.0741064548492432,1.0741064548492432,0.0,0.2262842208147049,0,1.8215614545624703e-06,True,4.792248546436895e-06
635,2,True,0.2985723912715912,0.2985723912715912,0.2985723912715912,1.0740934610366821,1.0740934610366821,1.0740934610366821,0.0,0.2288348376750946,0,5.110434358357452e-06,True,5.363199761632131e-06
640,2,True,0.29862692952156067,0.29862692952156067,0.29862692952156067,1.0741068124771118,1.0741068124771118,1.0741068124771118,0.0,0.22920671105384827,0,2.8572230803547427e-07,True,5.099520876683528e-06
645,2,True,0.29855507612228394,0.29855507612228394,0.29855507612228394,1.0740892887115479,1.0740892887115479,1.0740892887115479,0.0,0.23452888429164886,0,4.779109985975083e-06,True,5.2016448535141535e-06
650,2,True,0.2986510694026947,0.2986510694026947,0.2986510694026947,1.0741126537322998,1.0741126537322998,1.0741126537322998,0.0,0.23311106860637665,0,6.210855644894764e-06,True,6.016648057993734e-06
655,2,True,0.2985038459300995,0.2985038459300995,0.2985038459300995,1.074076771736145,1.074076771736145,1.074076771736145,0.0,0.22994965314865112,0,8.466489816782996e-06,True,4.685878593591042e-06
660,2,True,0.2986055612564087,0.2986055612564087,0.2986055612564087,1.0741015672683716,1.0741015672683716,1.0741015672683716,0.0,0.22957760095596313,0,1.3597318684333004e-06,True,5.785153462056769e-06
665,2,True,0.2984572649002075,0.2984572649002075,0.2984572649002075,1.0740653276443481,1.0740653276443481,1.0740653276443481,0.0,0.23549827933311462,0,1.2098951629013754e-05,True,6.767669674445642e-06
670,2,True,0.2985042631626129,0.2985042631626129,0.2985042631626129,1.0740768909454346,1.0740768909454346,1.0740768909454346,0.0,0.23327091336250305,0,3.931675564672332e-06,True,5.530628186534159e-06
675,2,True,0.29872748255729675,0.29872748255729675,0.29872748255729675,1.0741314888000488,1.0741314888000488,1.0741314888000488,0.0,0.23547716438770294,0,1.5738962247269228e-05,True,5.564587809203658e-06
680,2,True,0.2981860041618347,0.2981860041618347,0.2981860041618347,1.0739989280700684,1.0739989280700684,1.0739989280700684,0.0,0.2335003912448883,0,3.946604556404054e-05,True,6.206362286320655e-06
685,2,True,0.29879701137542725,0.29879701137542725,0.29879701137542725,1.074148416519165,1.074148416519165,1.074148416519165,0.0,0.2347518503665924,0,2.694910654099658e-05,True,7.287469543371117e-06
690,2,True,0.29824456572532654,0.29824456572532654,0.29824456572532654,1.074013352394104,1.074013352394104,1.074013352394104,0.0,0.23464953899383545,0,2.8098140319343656e-05,True,5.612427685264265e-06
