step,layer_idx,shared,theta_min,theta_max,theta_mean,c_min,c_max,c_mean,c_std,mu_d,boundary_hits,theta_grad_norm,theta_grad_finite,anchor_loss
260,2,False,0.29841747879981995,0.2995426058769226,0.2990465760231018,1.0740556716918945,1.0743308067321777,1.074209451675415,5.3243740694597363e-05,0.1380811631679535,0,1.4354904668851213e-06,True,3.8671842617077345e-07
265,2,False,0.2983485162258148,0.2995243966579437,0.29902422428131104,1.0740387439727783,1.0743262767791748,1.0742039680480957,4.815824286197312e-05,0.14077003300189972,0,1.294354405519489e-06,True,4.0630794728713227e-07
270,2,False,0.2984934151172638,0.2996402680873871,0.2990598678588867,1.074074149131775,1.0743545293807983,1.0742127895355225,4.894555240753107e-05,0.14002162218093872,0,1.3025108958778085e-06,True,5.146595185578917e-07
275,2,False,0.2984721064567566,0.29972320795059204,0.2990608811378479,1.0740690231323242,1.0743749141693115,1.074212908744812,5.281049743643962e-05,0.14729207754135132,0,1.4428137597282377e-06,True,4.943465796714008e-07
280,2,False,0.29833176732063293,0.29967111349105835,0.2990274727344513,1.0740346908569336,1.07436203956604,1.074204683303833,5.1720253395615146e-05,0.1445161998271942,0,1.3790968226936198e-06,True,5.246495220490033e-07
285,2,False,0.29822632670402527,0.29979008436203003,0.2990092635154724,1.0740089416503906,1.0743911266326904,1.0742002725601196,5.706658339477144e-05,0.151594340801239,0,1.5710933635299881e-06,True,5.816818884341046e-07
290,2,False,0.2983279228210449,0.299552321434021,0.29901760816574097,1.0740337371826172,1.0743330717086792,1.074202299118042,5.4741241910960525e-05,0.14837197959423065,0,1.5122835627818677e-06,True,6.457981385210587e-07
295,2,False,0.2983357310295105,0.29971936345100403,0.29900845885276794,1.07403564453125,1.0743739604949951,1.07420015335083,6.028300413163379e-05,0.15141956508159637,0,1.6255319046839764e-06,True,6.466505055868765e-07
300,2,False,0.2982748746871948,0.2996884286403656,0.29898738861083984,1.0740207433700562,1.0743663311004639,1.0741949081420898,5.941012568655424e-05,0.15278488397598267,0,1.6080727147816338e-06,True,8.176817232197209e-07
305,2,False,0.29829999804496765,0.29968228936195374,0.2990172803401947,1.0740268230438232,1.0743649005889893,1.074202299118042,6.173751899041235e-05,0.15911948680877686,0,1.7244144277050775e-06,True,7.693916472817364e-07
310,2,False,0.298297256231308,0.2997569441795349,0.29901647567749023,1.0740262269973755,1.0743831396102905,1.074202060699463,6.010227298247628e-05,0.1549186110496521,0,1.6473450274824313e-06,True,8.038109626795631e-07
315,2,False,0.29821470379829407,0.2996599078178406,0.29899683594703674,1.0740060806274414,1.07435941696167,1.0741972923278809,6.16146789980121e-05,0.15870630741119385,0,1.6524695640520953e-06,True,1.0637754712661263e-06
320,2,False,0.29801374673843384,0.29986920952796936,0.29900479316711426,1.073956847190857,1.0744105577468872,1.0741991996765137,6.763398414477706e-05,0.16204649209976196,0,1.8693570209810806e-06,True,1.0153158882530988e-06
325,2,False,0.2974400520324707,0.2997605502605438,0.29900306463241577,1.0738165378570557,1.0743839740753174,1.0741987228393555,7.14982597855851e-05,0.15912353992462158,0,2.009427589061987e-06,True,8.681226972839795e-07
330,2,False,0.2976497709751129,0.2996426820755005,0.299008846282959,1.073867917060852,1.074355125427246,1.07420015335083,6.776638474548236e-05,0.16245391964912415,0,1.8859683723232022e-06,True,1.060594286173e-06
335,2,False,0.29793816804885864,0.2996850609779358,0.2989982068538666,1.0739383697509766,1.0743656158447266,1.07419753074646,6.748479790985584e-05,0.16788017749786377,0,1.841359521235902e-06,True,1.1271654329902958e-06
340,2,False,0.2981460392475128,0.30007949471473694,0.29896801710128784,1.0739891529083252,1.0744619369506836,1.0741901397705078,7.261377322720364e-05,0.16967493295669556,0,2.0779456088449216e-06,True,1.234935552929528e-06
345,2,False,0.29814228415489197,0.2996860444545746,0.29895907640457153,1.0739883184432983,1.0743658542633057,1.074187994003296,6.847437907708809e-05,0.1645881086587906,0,1.91233428428515e-06,True,1.3066272686046432e-06
350,2,False,0.29747387766838074,0.29976972937583923,0.29896166920661926,1.0738248825073242,1.0743862390518188,1.0741887092590332,7.533992902608588e-05,0.16894394159317017,0,2.1128644089405032e-06,True,1.3311765769685735e-06
355,2,False,0.29813849925994873,0.30004969239234924,0.2989412546157837,1.0739874839782715,1.0744547843933105,1.074183702468872,7.885481318226084e-05,0.17123082280158997,0,2.2028652623787797e-06,True,1.4735962849954376e-06
360,2,False,0.29783910512924194,0.3000856041908264,0.29893070459365845,1.0739142894744873,1.0744633674621582,1.074181079864502,8.938166865846142e-05,0.17376084625720978,0,2.461994495178681e-06,True,1.3648767662743921e-06
365,2,False,0.2978630065917969,0.29979825019836426,0.29891860485076904,1.0739200115203857,1.0743931531906128,1.0741780996322632,8.069167961366475e-05,0.17507365345954895,0,2.1976657381755494e-06,True,1.480077116866596e-06
370,2,False,0.298017680644989,0.2999262511730194,0.29891812801361084,1.073957920074463,1.0744245052337646,1.0741779804229736,8.385566616198048e-05,0.17570093274116516,0,2.310718156795804e-06,True,1.7290424239035929e-06
375,2,False,0.2979595959186554,0.30082815885543823,0.2989206910133362,1.0739436149597168,1.0746450424194336,1.0741785764694214,8.653498662170023e-05,0.17637354135513306,0,2.376730012189497e-06,True,1.6411191836596117e-06
380,2,False,0.2977055311203003,0.29993489384651184,0.298936665058136,1.0738815069198608,1.0744266510009766,1.0741825103759766,8.568472549086437e-05,0.17934037744998932,0,2.379494557983566e-06,True,1.941747086675605e-06
385,2,False,0.29716527462005615,0.3000842332839966,0.2989181876182556,1.0737494230270386,1.074463129043579,1.0741779804229736,9.65033468673937e-05,0.18531033396720886,0,2.6926936930298574e-06,True,1.7066151940525742e-06
390,2,False,0.2977912127971649,0.29984405636787415,0.2989218831062317,1.0739024877548218,1.0744043588638306,1.07417893409729,8.998525299830362e-05,0.1821788251399994,0,2.502799663010781e-06,True,1.8321616153116338e-06
395,2,False,0.29793888330459595,0.300159215927124,0.29892510175704956,1.0739386081695557,1.07448148727417,1.0741796493530273,0.00010079728963319212,0.18308037519454956,0,2.9692945689493557e-06,True,1.8999082840309711e-06
400,2,False,0.2980770766735077,0.29981011152267456,0.2989311218261719,1.073972463607788,1.0743961334228516,1.0741811990737915,8.88517388375476e-05,0.18288427591323853,0,2.4495892875959732e-06,True,2.0319992017903132e-06
405,2,False,0.29819002747535706,0.2999756634235382,0.29894137382507324,1.0740000009536743,1.0744366645812988,1.074183702468872,9.029404463944957e-05,0.18526576459407806,0,2.5735565352894924e-06,True,1.9950459773099283e-06
410,2,False,0.2976994514465332,0.2998468577861786,0.2988961637020111,1.0738799571990967,1.0744050741195679,1.0741727352142334,9.721234528115019e-05,0.18646857142448425,0,2.8514917892914127e-06,True,2.618578719193465e-06
415,2,False,0.29758206009864807,0.2999928891658783,0.2988457977771759,1.0738513469696045,1.0744407176971436,1.0741603374481201,9.865126776276156e-05,0.18898391723632812,0,2.7564277692194483e-06,True,2.0973050141037675e-06
420,2,False,0.2975144684314728,0.3001540005207062,0.29886770248413086,1.073834776878357,1.0744801759719849,1.07416570186615,0.00010091476724483073,0.19145144522190094,0,2.9666952210381023e-06,True,2.1059336177131627e-06
425,2,False,0.29758012294769287,0.30021750926971436,0.2988988757133484,1.0738508701324463,1.0744956731796265,1.0741732120513916,0.00010001540067605674,0.19312238693237305,0,2.7125141426382695e-06,True,2.612290472825407e-06
430,2,False,0.29761195182800293,0.30000513792037964,0.2988647222518921,1.073858618736267,1.0744438171386719,1.0741649866104126,0.00010204118734691292,0.1944449543952942,0,2.8378140001976968e-06,True,2.490317228875938e-06
435,2,False,0.29767176508903503,0.30012667179107666,0.2988418638706207,1.0738732814788818,1.07447350025177,1.0741593837738037,0.00010515038593439385,0.19177238643169403,0,2.972370455664161e-06,True,2.4073224267340265e-06
440,2,False,0.2978798747062683,0.30020424723625183,0.2988761365413666,1.0739240646362305,1.0744924545288086,1.0741677284240723,0.00010604598355712369,0.19754810631275177,0,3.0713168375641266e-06,True,2.6061579774250276e-06
445,2,False,0.2975572943687439,0.3000335097312927,0.2988598346710205,1.0738452672958374,1.0744507312774658,1.074163794517517,0.00011194257967872545,0.19642919301986694,0,3.107710708076877e-06,True,2.8689037208096124e-06
450,2,False,0.2971060276031494,0.3000999391078949,0.2988482117652893,1.073734998703003,1.0744669437408447,1.0741609334945679,0.00010955880134133622,0.2015894055366516,0,3.1625518629489027e-06,True,2.6011309728346532e-06
455,2,False,0.2966623306274414,0.30012500286102295,0.29885029792785645,1.0736263990402222,1.0744731426239014,1.0741615295410156,0.0001175995494122617,0.19750770926475525,0,3.255554893313377e-06,True,3.369418664078694e-06
460,2,False,0.2974083423614502,0.30028000473976135,0.2988407611846924,1.0738089084625244,1.074510931968689,1.0741591453552246,0.0001157214428531006,0.20040938258171082,0,3.2822126751920313e-06,True,3.1507272524322616e-06
465,2,False,0.2970457673072815,0.3009437918663025,0.2987920641899109,1.0737202167510986,1.0746731758117676,1.0741472244262695,0.00012556291767396033,0.20154644548892975,0,3.5210869642628748e-06,True,2.6505927053221967e-06
470,2,False,0.2975955605506897,0.3005688190460205,0.2988223731517792,1.073854684829712,1.0745816230773926,1.0741546154022217,0.00011278461897745728,0.20181992650032043,0,3.248549638487078e-06,True,3.3417186386941466e-06
475,2,False,0.2971726953983307,0.3001483678817749,0.2988097667694092,1.0737512111663818,1.0744787454605103,1.0741515159606934,0.00011627241474343464,0.20549175143241882,0,3.317310958617362e-06,True,3.307862016299623e-06
480,2,False,0.29751119017601013,0.30030059814453125,0.29881441593170166,1.07383394241333,1.0745160579681396,1.0741527080535889,0.00011718225141521543,0.20975054800510406,0,3.3125603917593594e-06,True,2.941486400231952e-06
485,2,False,0.2971373498439789,0.30012547969818115,0.2988007068634033,1.0737426280975342,1.0744731426239014,1.0741493701934814,0.00012263790995348245,0.20008882880210876,0,3.442192825608139e-06,True,3.2633481623633998e-06
490,2,False,0.29733845591545105,0.3003860414028168,0.29877591133117676,1.073791742324829,1.0745368003845215,1.0741431713104248,0.00012327636068221182,0.2061958760023117,0,3.475641726313061e-06,True,4.179169991402887e-06
495,2,False,0.297147274017334,0.3002718985080719,0.2988165616989136,1.0737450122833252,1.0745089054107666,1.074153184890747,0.00012775043433066458,0.2066131830215454,0,3.699401806506959e-06,True,2.7790990770881763e-06
500,2,False,0.2974624037742615,0.300086110830307,0.29879045486450195,1.073822021484375,1.0744636058807373,1.0741467475891113,0.0001291019143536687,0.2091515064239502,0,3.842988896279817e-06,True,3.5439752537058666e-06
505,2,False,0.2972639501094818,0.300242155790329,0.2987508773803711,1.0737735033035278,1.0745017528533936,1.0741370916366577,0.0001342515170108527,0.21092218160629272,0,3.7534455151518865e-06,True,4.046098183607683e-06
510,2,False,0.29705166816711426,0.30043184757232666,0.29873475432395935,1.0737216472625732,1.0745480060577393,1.0741331577301025,0.0001343663316220045,0.20696690678596497,0,3.8119183038157515e-06,True,3.4854272144002607e-06
515,2,False,0.2969335615634918,0.3003031313419342,0.2987810969352722,1.0736926794052124,1.0745165348052979,1.0741444826126099,0.00012932172103319317,0.21059967577457428,0,3.758900392517216e-06,True,3.127793661406031e-06
520,2,False,0.297109991312027,0.3005603551864624,0.2988051772117615,1.0737358331680298,1.0745794773101807,1.0741504430770874,0.00013811301323585212,0.20795992016792297,0,4.020713812138829e-06,True,4.105831521883374e-06
525,2,False,0.29695820808410645,0.30071085691452026,0.29874691367149353,1.0736987590789795,1.0746161937713623,1.0741362571716309,0.0001373571576550603,0.21197447180747986,0,4.0083129383286136e-06,True,4.438593805389246e-06
530,2,False,0.2966994643211365,0.3002051115036011,0.29871654510498047,1.073635458946228,1.0744926929473877,1.0741287469863892,0.00014646974159404635,0.21645066142082214,0,4.156894405716528e-06,True,3.270412662459421e-06
535,2,False,0.29715439677238464,0.3001074194908142,0.29872262477874756,1.073746681213379,1.0744688510894775,1.0741302967071533,0.00013573953765444458,0.2182031273841858,0,3.81591609046923e-06,True,4.079211066709831e-06
540,2,False,0.2965151071548462,0.3002047538757324,0.29876023530960083,1.0735903978347778,1.0744925737380981,1.0741393566131592,0.00013618145021609962,0.2136329710483551,0,3.843491423822033e-06,True,4.339928182162112e-06
545,2,False,0.2968161702156067,0.30016571283340454,0.2986615002155304,1.0736639499664307,1.074483036994934,1.07411527633667,0.0001416944869561121,0.21538086235523224,0,3.964048237879615e-06,True,4.8725319174991455e-06
550,2,False,0.2966858446598053,0.3012351095676422,0.29868367314338684,1.0736321210861206,1.074744462966919,1.0741207599639893,0.00015295369667001069,0.21830186247825623,0,4.51804957133329e-06,True,3.9231072150869295e-06
555,2,False,0.2969591021537781,0.30035293102264404,0.29874277114868164,1.0736989974975586,1.074528694152832,1.0741350650787354,0.000147613012813963,0.22237125039100647,0,4.417446923160097e-06,True,3.822106918960344e-06
560,2,False,0.29722386598587036,0.30020853877067566,0.2986781597137451,1.0737637281417847,1.074493408203125,1.0741193294525146,0.00013577917707152665,0.2246537059545517,0,4.079918175615243e-06,True,4.807516233995557e-06
565,2,False,0.2969551980495453,0.30044642090797424,0.29869458079338074,1.0736980438232422,1.0745515823364258,1.0741233825683594,0.00014264500350691378,0.2204836905002594,0,4.1846996461892015e-06,True,3.6703925161418738e-06
570,2,False,0.2966073155403137,0.29996180534362793,0.29869478940963745,1.073612928390503,1.0744332075119019,1.0741233825683594,0.00013517866318579763,0.22077591717243195,0,4.2770901516051776e-06,True,4.646494744520169e-06
575,2,False,0.2957475483417511,0.3002772927284241,0.2986491322517395,1.0734026432037354,1.0745103359222412,1.0741122961044312,0.00014754210133105516,0.22238746285438538,0,4.013507975062104e-06,True,4.870378234045347e-06
580,2,False,0.2972504198551178,0.3005412220954895,0.298686683177948,1.07377028465271,1.0745747089385986,1.0741214752197266,0.00014900627138558775,0.2244805097579956,0,4.5116150919242924e-06,True,3.860838205582695e-06
585,2,False,0.29686087369918823,0.30036047101020813,0.2986443340778351,1.0736749172210693,1.0745306015014648,1.0741111040115356,0.00015182710194494575,0.22073836624622345,0,4.364286195933648e-06,True,5.5292480283242185e-06
590,2,False,0.2963978350162506,0.3006424009799957,0.29866331815719604,1.073561668395996,1.0745995044708252,1.0741157531738281,0.00015904106840025634,0.22442784905433655,0,4.637349879103448e-06,True,4.922266725770896e-06
595,2,False,0.29564592242240906,0.3012089729309082,0.29860255122184753,1.0733778476715088,1.0747380256652832,1.0741008520126343,0.00016847420192789286,0.22316235303878784,0,5.005189656476833e-06,True,4.01998568122508e-06
600,2,False,0.296096533536911,0.3013101816177368,0.2986396253108978,1.0734879970550537,1.0747628211975098,1.0741099119186401,0.00016417494043707848,0.22523349523544312,0,4.66936321146044e-06,True,6.252962066355394e-06
605,2,False,0.29659661650657654,0.30049264430999756,0.2986811101436615,1.0736103057861328,1.0745630264282227,1.074120044708252,0.00016264391888398677,0.22432751953601837,0,4.6943132914524775e-06,True,4.4327957766654436e-06
610,2,False,0.2966012954711914,0.30027100443840027,0.29853227734565735,1.0736114978790283,1.0745086669921875,1.0740835666656494,0.00015860507846809924,0.2307398021221161,0,5.136048306200858e-06,True,5.466116817842703e-06
615,2,False,0.29675593972206116,0.30041027069091797,0.2986840009689331,1.073649287223816,1.074542760848999,1.0741207599639893,0.00014142284635454416,0.22706250846385956,0,4.8607450395310646e-06,True,4.915094905300066e-06
620,2,False,0.2968360483646393,0.3003544807434082,0.2986217737197876,1.0736689567565918,1.0745291709899902,1.0741055011749268,0.00016014896391425282,0.22502921521663666,0,4.582714860271654e-06,True,5.095675533084432e-06
625,2,False,0.2964913249015808,0.3000321090221405,0.2986104488372803,1.0735845565795898,1.0744503736495972,1.074102759361267,0.0001555613853270188,0.23122158646583557,0,4.710768701864459e-06,True,5.207086360314861e-06
630,2,False,0.29659149050712585,0.3008195161819458,0.2986205518245697,1.0736091136932373,1.0746428966522217,1.074105143547058,0.00015900100697763264,0.2300642728805542,0,4.876725544814661e-06,True,5.463261459226487e-06
635,2,False,0.2961386740207672,0.30037638545036316,0.2985508441925049,1.073498249053955,1.07453453540802,1.074088215827942,0.00015860093117225915,0.2325657308101654,0,4.433880884732506e-06,True,5.431671525002457e-06
640,2,False,0.29563549160957336,0.30105140805244446,0.29858219623565674,1.0733752250671387,1.0746995210647583,1.0740959644317627,0.0001790869137039408,0.23168444633483887,0,5.1933186857780885e-06,True,5.244963176664896e-06
645,2,False,0.296617329120636,0.3001953959465027,0.2985861301422119,1.073615312576294,1.0744903087615967,1.074096918106079,0.00015965825878083706,0.23688235878944397,0,4.755236582368401e-06,True,5.4653510233038105e-06
650,2,False,0.2964106500148773,0.3002811670303345,0.29854628443717957,1.0735647678375244,1.0745112895965576,1.0740870237350464,0.0001692736113909632,0.23735424876213074,0,4.851123334627913e-06,True,5.956916083960095e-06
