epoch,layer,residual_norm,roundtrip_error,transport_error,boundary_hit_rate
245,1,0.000958758348133415,5.170001232679411e-11,6.192248935832367e-09,0.0
245,2,0.0009035842376761138,4.579900000911685e-11,,0.0
246,0,0.046819016337394714,3.2123703697095607e-09,4.14120338021462e-09,0.0
246,1,0.0009529372910037637,5.0145408658774926e-11,5.409557246593977e-09,0.0
246,2,0.0010498223127797246,5.488664037156532e-11,,0.0
247,0,0.04775860160589218,3.2437696972920094e-09,4.4274530708321436e-09,0.0
247,1,0.001012259628623724,4.9372759353127904e-11,5.01855712542465e-09,0.0
247,2,0.0009509453666396439,4.397536154665538e-11,,0.0
248,0,0.05401824414730072,3.5333200809617438e-09,5.0596500322797056e-09,0.0
248,1,0.0010968674905598164,5.056178392637278e-11,6.470054270124592e-09,0.0
248,2,0.0010995101183652878,5.548794757004316e-11,,0.0
249,0,0.04258023947477341,2.6590214474708773e-09,4.513789786386724e-09,0.0
249,1,0.0011639760341495275,6.864747659207637e-11,4.367775918723282e-09,0.0
249,2,0.0013426720397546887,6.364149485182935e-11,,0.0
250,0,0.05614333972334862,3.897727474111434e-09,6.886966108510251e-09,0.0
250,1,0.001133582554757595,4.517321933183993e-11,6.201470892364114e-09,0.0
250,2,0.0013138644862920046,5.7675007131274825e-11,,0.0
251,0,0.05557188019156456,4.1568752884302285e-09,5.168756533890928e-09,0.0
251,1,0.001098706154152751,4.876094666927955e-11,6.7400538483752825e-09,0.0
251,2,0.0011225597700104117,5.373299027944256e-11,,0.0
252,0,0.05312792584300041,3.811648330298567e-09,5.132192448797923e-09,0.0
252,1,0.0009646377293393016,4.6511391960102344e-11,6.615034742196713e-09,0.0
252,2,0.0011775292223319411,5.920063050890434e-11,,0.0
253,0,0.05291150137782097,3.521895886038351e-09,4.584859158995869e-09,0.0
253,1,0.0010966547997668386,5.6811024634617624e-11,5.976943384666811e-09,0.0
253,2,0.0016835943097248673,9.435921488609722e-11,,0.0
254,0,0.049729276448488235,3.557019789823812e-09,5.572509564899519e-09,0.0
254,1,0.0010379115119576454,4.3862854320897426e-11,5.7618056992225775e-09,0.0
254,2,0.0016927079996094108,8.480248447906291e-11,,0.0
255,0,0.05272688716650009,3.827139050116557e-09,5.8203908359644174e-09,0.0
255,1,0.0010599049273878336,4.709821768700273e-11,5.686750625955028e-09,0.0
255,2,0.0012748179724439979,6.622639936448849e-11,,0.0
256,0,0.05543479695916176,4.1403245276683265e-09,5.750757203770718e-09,0.0
256,1,0.0010202659759670496,5.3532855232019116e-11,6.614011560657218e-09,0.0
256,2,0.0011903222184628248,5.416373599631541e-11,,0.0
257,0,0.0561114177107811,4.089177885191475e-09,6.271297259274888e-09,0.0
257,1,0.001015992253087461,5.036795633350799e-11,6.585389122903962e-09,0.0
257,2,0.0010454646544530988,4.6412988036204084e-11,,0.0
258,0,0.052437592297792435,3.825840533266955e-09,6.264241125819581e-09,0.0
258,1,0.0010490004206076264,4.3853424364082016e-11,6.120792317432233e-09,0.0
258,2,0.0014555248199030757,6.874673053047786e-11,,0.0
259,0,0.05150745064020157,3.511141599688017e-09,5.008741421619334e-09,0.0
259,1,0.0010271891951560974,4.58897433941452e-11,5.851470863404984e-09,0.0
259,2,0.0013097809860482812,6.946118680239977e-11,,0.0
260,0,0.05336977541446686,3.710155738190224e-09,5.529306346119256e-09,0.0
260,1,0.0009595584124326706,4.326631414253157e-11,5.9982427913496394e-09,0.0
260,2,0.0009477040148340166,4.580844037427312e-11,,0.0
261,0,0.05877029523253441,4.064772074485745e-09,7.241953259295997e-09,0.0
261,1,0.0009943965123966336,4.469867531664562e-11,6.791277762374648e-09,0.0
261,2,0.0012123180786147714,6.49944750796827e-11,,0.0
262,0,0.06014431267976761,4.40060032858014e-09,6.812897801466988e-09,0.0
262,1,0.0011030026944354177,5.314891235452812e-11,7.0007573071961815e-09,0.0
262,2,0.0013305916218087077,6.296698579211224e-11,,0.0
263,0,0.05451228842139244,3.975590079363656e-09,7.038362337397075e-09,0.0
263,1,0.0010403961641713977,4.904591663357216e-11,6.547011377477929e-09,0.0
263,2,0.0012656208127737045,5.4099228569137736e-11,,0.0
264,0,0.05311572551727295,3.6391536450963713e-09,5.817788917283906e-09,0.0
264,1,0.0010414384305477142,4.986352650226955e-11,5.861134244611321e-09,0.0
264,2,0.0013663038844242692,6.7784083901401e-11,,0.0
265,0,0.058290764689445496,4.024366173638327e-09,6.209667446910316e-09,0.0
265,1,0.0010462193749845028,4.527964461709111e-11,6.45981357294545e-09,0.0
265,2,0.001236799405887723,5.997087548781366e-11,,0.0
266,0,0.05052302032709122,3.6430418681732135e-09,4.988351953727488e-09,0.0
266,1,0.001100808847695589,5.1550881619011335e-11,5.585196305446516e-09,0.0
266,2,0.0011398326605558395,5.960593824072546e-11,,0.0
267,0,0.04769057780504227,3.2578699737939587e-09,5.118878654286618e-09,0.0
267,1,0.00099970493465662,4.525652422260329e-11,5.044083373206831e-09,0.0
267,2,0.0011932140914723277,5.830375071624871e-11,,0.0
268,0,0.05053524300456047,3.5919562879627165e-09,6.091722681844658e-09,0.0
268,1,0.0010558513458818197,5.480686043890515e-11,5.743480357978115e-09,0.0
268,2,0.0014796055620536208,7.04781441540625e-11,,0.0
269,0,0.05516234040260315,4.247893148345838e-09,5.723852058991952e-09,0.0
269,1,0.0010786496568471193,5.0099268483760895e-11,6.3153362539480895e-09,0.0
269,2,0.001426036818884313,7.677183194720882e-11,,0.0
270,0,0.055166974663734436,4.102751915979752e-09,6.446334133158871e-09,0.0
270,1,0.001172772841528058,5.777302941600837e-11,6.5563283691005836e-09,0.0
270,2,0.0011211520759388804,5.6246240304203e-11,,0.0
271,0,0.05151446536183357,3.572643292315547e-09,4.719429291810684e-09,0.0
271,1,0.0010451176203787327,5.133795472067604e-11,5.633641997349059e-09,0.0
271,2,0.000972930109128356,4.6807984571684e-11,,0.0
272,0,0.05330785736441612,3.86604748214836e-09,5.1890820529365556e-09,0.0
272,1,0.0010572111932560802,4.98596233744486e-11,5.69728930699398e-09,0.0
272,2,0.0010529691353440285,5.5106790658454585e-11,,0.0
273,0,0.06185993552207947,4.607148440527453e-09,6.854472101025522e-09,0.0
273,1,0.0010962352389469743,4.4575544644320786e-11,6.749713232778731e-09,0.0
273,2,0.0012546846410259604,6.053896967062045e-11,,0.0
274,0,0.057465650141239166,4.283097432278282e-09,6.5429115458925935e-09,0.0
274,1,0.0010613910853862762,4.762577485162289e-11,6.10486594609938e-09,0.0
274,2,0.0012272089952602983,5.6360496131224735e-11,,0.0
275,0,0.06008673831820488,4.5068717646756795e-09,6.8958878607361385e-09,0.0
275,1,0.0011386547703295946,4.984154061693502e-11,7.012140645912268e-09,0.0
275,2,0.001206658431328833,6.30750660035595e-11,,0.0
276,0,0.05952387675642967,4.5466048703701745e-09,6.496389204357911e-09,0.0
276,1,0.0010469078551977873,5.3091184226694565e-11,7.085708908505239e-09,0.0
276,2,0.0011194534599781036,5.350741030807349e-11,,0.0
277,0,0.05422143638134003,3.6985725593297047e-09,6.492819171199926e-09,0.0
277,1,0.0010226023150607944,4.9057095191651356e-11,5.92837068325025e-09,0.0
277,2,0.001067091361619532,5.7880270021293256e-11,,0.0
278,0,0.05718754976987839,4.204019354858701e-09,5.765330879370367e-09,0.0
278,1,0.0010280655696988106,4.985665699730468e-11,6.66956978534472e-09,0.0
278,2,0.0012117017759010196,5.2594231053637586e-11,,0.0
279,0,0.05956936255097389,4.186753166379731e-09,5.924833956783004e-09,0.0
279,1,0.0011789004784077406,5.717070566957361e-11,7.56525952994025e-09,0.0
279,2,0.0011840664083138108,5.675571471130958e-11,,0.0
280,0,0.062239840626716614,4.335303227520626e-09,7.86970133503928e-09,0.0
280,1,0.0012108972296118736,6.360363624668963e-11,7.875492258335726e-09,0.0
280,2,0.001377307577058673,6.30999280604172e-11,,0.0
281,0,0.05908464640378952,4.3235850455403124e-09,6.780436212494578e-09,0.0
281,1,0.0010652105556800961,5.1747085783038216e-11,6.828762444399672e-09,0.0
281,2,0.0013076586183160543,5.857311857759839e-11,,0.0
282,0,0.05710848420858383,3.912388191196214e-09,5.623028265233643e-09,0.0
282,1,0.0010442050406709313,4.312352558377697e-11,6.349982761832962e-09,0.0
282,2,0.0010225203586742282,4.518417237586725e-11,,0.0
283,0,0.05476675182580948,3.762831823905799e-09,4.994234359401162e-09,0.0
283,1,0.001077001797966659,5.5302547263824664e-11,6.563531051995142e-09,0.0
283,2,0.001018526847474277,4.996114286170972e-11,,0.0
284,0,0.05718523636460304,4.2988004267385804e-09,6.710934030706994e-09,0.0
284,1,0.001029761740937829,5.3268417454788164e-11,6.458418244648101e-09,0.0
284,2,0.0013278778642416,6.21217591256773e-11,,0.0
285,0,0.058214712888002396,4.152511223765032e-09,7.233368126691175e-09,0.0
285,1,0.0011449072044342756,5.2470978950669434e-11,6.997062484970229e-09,0.0
285,2,0.001092971651814878,5.155254695354827e-11,,0.0
286,0,0.05761301890015602,3.7103498051749284e-09,6.3375735770421215e-09,0.0
286,1,0.001170680159702897,4.939228193112655e-11,6.438744204473323e-09,0.0
286,2,0.0010020614136010408,4.8660867002503494e-11,,0.0
287,0,0.06540453433990479,4.870226000264211e-09,6.7413985505027085e-09,0.0
287,1,0.0010993811301887035,4.513832016495023e-11,7.466958606983098e-09,0.0
287,2,0.0011501751141622663,5.327721597225832e-11,,0.0
288,0,0.06235218793153763,4.6520756136203545e-09,7.776536747883256e-09,0.0
288,1,0.0010224784491583705,4.902718162003161e-11,7.783015121276549e-09,0.0
288,2,0.0012000416172668338,5.690562257520959e-11,,0.0
289,0,0.05571546033024788,4.045621171400171e-09,5.961642735030637e-09,0.0
289,1,0.001077667810022831,5.62859342467803e-11,6.018295195531209e-09,0.0
289,2,0.001001890515908599,4.692932847882858e-11,,0.0
290,0,0.05383463203907013,4.040357826085028e-09,6.40857411582374e-09,0.0
290,1,0.0009152438724413514,3.8786248518496436e-11,5.19558440714718e-09,0.0
290,2,0.0009612732101231813,5.2823804358448356e-11,,0.0
291,0,0.05906899273395538,4.790370766727392e-09,6.712431499522609e-09,0.0
291,1,0.0009685606928542256,4.40399591794538e-11,6.885091607955474e-09,0.0
291,2,0.000970151275396347,5.078542100744876e-11,,0.0
292,0,0.05965988710522652,4.459762337205575e-09,6.285422848861799e-09,0.0
292,1,0.0011272859992459416,5.592895591099989e-11,6.835975341346057e-09,0.0
292,2,0.0012009821366518736,6.192944768113051e-11,,0.0
293,0,0.05737917125225067,3.931736269890962e-09,5.964728710949885e-09,0.0
293,1,0.001180042396299541,5.7434158123870205e-11,6.179111444737373e-09,0.0
293,2,0.0013503333320841193,6.788757750397778e-11,,0.0
294,0,0.05669034272432327,3.945857418585774e-09,5.350571985474062e-09,0.0
294,1,0.001116354251280427,5.2045971699055116e-11,6.7092122968404055e-09,0.0
294,2,0.001065626391209662,5.0501137993652634e-11,,0.0
295,0,0.051718030124902725,3.5144456234093013e-09,5.8502189759224166e-09,0.0
295,1,0.0009776181541383266,4.117913302015275e-11,5.624985366381452e-09,0.0
295,2,0.0011356078321114182,5.307034325885418e-11,,0.0
296,0,0.056770917028188705,4.222243887852528e-09,5.634749555838425e-09,0.0
296,1,0.0010033369762822986,5.2189728233509314e-11,6.41683728375142e-09,0.0
296,2,0.0009812074713408947,5.3895332641218374e-11,,0.0
297,0,0.056801553815603256,3.981660334773096e-09,6.092646387401146e-09,0.0
297,1,0.0010116624180227518,4.7149818771519136e-11,5.992385698760927e-09,0.0
297,2,0.0009336806833744049,4.625938521130024e-11,,0.0
298,0,0.05550162494182587,3.780871171699118e-09,5.5202917792485096e-09,0.0
298,1,0.0010138241341337562,5.164888308706317e-11,6.510885608435046e-09,0.0
298,2,0.0009618487092666328,4.171665096697197e-11,,0.0
299,0,0.057596735656261444,4.032653766472549e-09,6.920537032328866e-09,0.0
299,1,0.0010122481035068631,4.07871930674375e-11,7.029982374007204e-09,0.0
299,2,0.001012027496472001,4.465848871260114e-11,,0.0
300,0,0.05673518404364586,4.232666217518499e-09,5.361949106941211e-09,0.0
300,1,0.001056566252373159,5.2873223160831984e-11,6.5940062299318924e-09,0.0
300,2,0.0008795014000497758,4.010912782459464e-11,,0.0
301,0,0.06385068595409393,4.563030397974899e-09,6.4363625540408975e-09,0.0
301,1,0.0009806067682802677,4.6066810088785104e-11,7.434143967088858e-09,0.0
301,2,0.0008976765093393624,4.520998159174283e-11,,0.0
302,0,0.054576002061367035,3.996079467327718e-09,5.6989053476286244e-09,0.0
302,1,0.0009856285760179162,4.49899804910725e-11,6.120719042712608e-09,0.0
302,2,0.0010253380751237273,5.255836044160134e-11,,0.0
303,0,0.05749845504760742,3.8550140857296356e-09,6.795963347627776e-09,0.0
303,1,0.0009207005496136844,4.575103143555914e-11,6.499019100658643e-09,0.0
303,2,0.0007677687681280077,4.0087582559023005e-11,,0.0
304,0,0.0600464902818203,4.249327556493654e-09,6.760935367111642e-09,0.0
304,1,0.0010034432634711266,5.0545324870032715e-11,6.875617852841742e-09,0.0
304,2,0.0009087659418582916,4.639456180344226e-11,,0.0
305,0,0.05943695828318596,4.110998208517458e-09,5.682285753039196e-09,0.0
305,1,0.0011106905294582248,5.5371540685911214e-11,6.771572191865971e-09,0.0
305,2,0.0010974595788866282,5.351480023008115e-11,,0.0
306,0,0.058301735669374466,4.145189969051444e-09,7.3957528989865295e-09,0.0
306,1,0.0010032500140368938,4.821027604906547e-11,6.259574636402476e-09,0.0
306,2,0.0010851032566279173,6.135954938590871e-11,,0.0
307,0,0.05450635030865669,4.167853173697722e-09,6.643910310799583e-09,0.0
307,1,0.0011473578633740544,5.476669118209543e-11,5.856727991471189e-09,0.0
307,2,0.0011156576219946146,4.689653179679176e-11,,0.0
308,0,0.05816274508833885,4.502023642771746e-09,6.6137380017039504e-09,0.0
308,1,0.0010429284302517772,4.92766764892405e-11,7.004575586222472e-09,0.0
308,2,0.0009099161834456027,4.167786255004913e-11,,0.0
309,0,0.05640486255288124,3.849547347556381e-09,6.713977374062097e-09,0.0
309,1,0.0009630027925595641,3.7517749323923155e-11,6.5236149815461886e-09,0.0
309,2,0.0006888629286549985,2.988099351286522e-11,,0.0
310,0,0.05776135250926018,4.052219448880123e-09,6.359164306246612e-09,0.0
310,1,0.0010917760664597154,5.632381366860173e-11,7.019917092065953e-09,0.0
310,2,0.000924528983887285,4.467654371453911e-11,,0.0
311,0,0.06303735077381134,4.5191397290977875e-09,6.397978147276717e-09,0.0
311,1,0.0011115814559161663,5.446280579302076e-11,7.702075421889276e-09,0.0
311,2,0.0011173486709594727,5.878579567575315e-11,,0.0
312,0,0.05475837364792824,3.6118308344157413e-09,5.463890229151502e-09,0.0
312,1,0.0011019380763173103,5.0080287139486757e-11,6.45519238062775e-09,0.0
312,2,0.0012527400394901633,6.356106613258916e-11,,0.0
313,0,0.058728188276290894,4.159909305911924e-09,6.532700602690511e-09,0.0
313,1,0.0011374802561476827,5.4671996096988806e-11,6.501332361352752e-09,0.0
313,2,0.0013820838648825884,5.555497381570795e-11,,0.0
314,0,0.058936186134815216,4.50423476294759e-09,6.398358287640349e-09,0.0
314,1,0.0010644679423421621,5.666963773243161e-11,6.724671042235286e-09,0.0
314,2,0.0013870765687897801,6.406386532376018e-11,,0.0
315,0,0.05949161946773529,4.25804680403985e-09,7.304125304585796e-09,0.0
315,1,0.001073189778253436,5.285742329941279e-11,7.65722329987284e-09,0.0
315,2,0.0014043846167623997,7.033097715325454e-11,,0.0
316,0,0.0597824789583683,4.344043791348895e-09,6.427157916988335e-09,0.0
316,1,0.0010280677815899253,4.784468654595031e-11,6.926254236816476e-09,0.0
316,2,0.0011980831623077393,5.968703309378043e-11,,0.0
317,0,0.059404242783784866,3.985690888441695e-09,6.072548686120172e-09,0.0
317,1,0.0009955569403246045,4.7567758759692325e-11,7.629717302393146e-09,0.0
317,2,0.001429643132723868,6.216874931519456e-11,,0.0
318,0,0.057157471776008606,3.880578525183864e-09,6.411945641104921e-09,0.0
318,1,0.0010007472010329366,4.75773066777041e-11,6.690564990918801e-09,0.0
318,2,0.0009129743557423353,4.65324445642068e-11,,0.0
319,0,0.05659237876534462,4.005119347283426e-09,5.5186322178713e-09,0.0
319,1,0.001087199430912733,5.1073815315882953e-11,6.555350928749704e-09,0.0
319,2,0.0008749485132284462,4.1301614905897566e-11,,0.0
320,0,0.05893256142735481,4.088310134875428e-09,6.287313336628131e-09,0.0
320,1,0.001025867066346109,4.923261798239764e-11,6.812818309498425e-09,0.0
320,2,0.0009946265490725636,4.766235323083734e-11,,0.0
321,0,0.05444512888789177,4.053060997932789e-09,5.839483119274291e-09,0.0
321,1,0.0010484271915629506,5.184945875424951e-11,6.430742161001035e-09,0.0
321,2,0.001129051554016769,6.403237662322425e-11,,0.0
322,0,0.05680740997195244,3.940535897584141e-09,6.2569318615146585e-09,0.0
322,1,0.0011112793581560254,5.830302907128271e-11,6.209680325497402e-09,0.0
322,2,0.0012834183871746063,5.5857773267886657e-11,,0.0
323,0,0.058284446597099304,4.338097436829003e-09,7.577880545284188e-09,0.0
323,1,0.0011593288509175181,5.616838244515421e-11,6.782413741746041e-09,0.0
323,2,0.001336802844889462,7.031766835474684e-11,,0.0
324,0,0.062004804611206055,4.1603227529662945e-09,6.270335362046353e-09,0.0
324,1,0.001059285830706358,5.236345385073449e-11,7.204385532588731e-09,0.0
324,2,0.0010783986654132605,4.731344135922022e-11,,0.0
325,0,0.06148098409175873,4.759509675267282e-09,7.295172910204428e-09,0.0
325,1,0.001148913404904306,6.160502663554723e-11,6.48170050965291e-09,0.0
325,2,0.0011314729927107692,5.061919633453371e-11,,0.0
326,0,0.0596667155623436,4.432918476737768e-09,6.033151755957533e-09,0.0
326,1,0.0010383164044469595,5.075249248642777e-11,7.37889971347272e-09,0.0
326,2,0.0011067306622862816,5.3284262419017736e-11,,0.0
327,0,0.05711791291832924,4.116496921113821e-09,7.399166168653437e-09,0.0
327,1,0.0009692886960692704,5.013108678175726e-11,6.630616500302722e-09,0.0
327,2,0.0009251181618310511,4.6441721995860163e-11,,0.0
328,0,0.06070704013109207,4.538771136708419e-09,6.18492457249431e-09,0.0
328,1,0.0011960528790950775,5.6681045274009634e-11,6.73603262058009e-09,0.0
328,2,0.0010560962837189436,5.023783819502192e-11,,0.0
329,0,0.06338381767272949,5.195369912058823e-09,7.2202999135129176e-09,0.0
329,1,0.0010492635192349553,4.9598727902555595e-11,7.181835126601754e-09,0.0
329,2,0.0010885439114645123,4.895951699612766e-11,,0.0
330,0,0.05826834961771965,3.897815403774985e-09,6.00075900081265e-09,0.0
330,1,0.0010640769032761455,5.2587430937611757e-11,6.469254465457652e-09,0.0
330,2,0.0016503859078511596,8.720546507134941e-11,,0.0
331,0,0.06047559157013893,4.199991465725361e-09,5.656374924001284e-09,0.0
331,1,0.0011193540412932634,4.771726416774591e-11,7.172560767543246e-09,0.0
331,2,0.0014142516301944852,7.244447403076393e-11,,0.0
332,0,0.06145299971103668,5.131679525760546e-09,6.441882582919334e-09,0.0
332,1,0.001074655563570559,5.079005271912962e-11,7.341014462980411e-09,0.0
332,2,0.0013470365665853024,6.937693475261852e-11,,0.0
333,0,0.06048326566815376,4.367779471436961e-09,6.882440395372669e-09,0.0
333,1,0.001135027501732111,6.268136704123961e-11,6.897642013115046e-09,0.0
333,2,0.0018128056544810534,9.256351934938678e-11,,0.0
334,0,0.05954527109861374,4.068728465256299e-09,7.543004443277823e-09,0.0
334,1,0.00099761423189193,4.7721430973535206e-11,7.095548149038677e-09,0.0
334,2,0.0012812874047085643,7.088093306739651e-11,,0.0
335,0,0.06185202673077583,4.3224535062336145e-09,5.895971710856429e-09,0.0
335,1,0.0009353338973596692,4.515823132100749e-11,7.668322865583832e-09,0.0
335,2,0.0009419183479622006,5.15658245270334e-11,,0.0
336,0,0.05916738882660866,4.125334296389838e-09,6.728765100660894e-09,0.0
336,1,0.0009106708457693458,4.26143460796613e-11,6.272873331880646e-09,0.0
336,2,0.0007530284929089248,3.9340475321836266e-11,,0.0
337,0,0.05911292880773544,3.9555150266323835e-09,5.690996562890405e-09,0.0
337,1,0.0011800193460658193,5.6632708939075016e-11,6.943814856441577e-09,0.0
337,2,0.0008739033946767449,4.3043537484299677e-11,,0.0
338,0,0.0591086782515049,4.130725539397417e-09,6.486194692456593e-09,0.0
338,1,0.001140344305895269,5.352409140901848e-11,7.367136678482211e-09,0.0
338,2,0.0009450899669900537,4.60291527115686e-11,,0.0
339,0,0.05579833313822746,3.6518150725584064e-09,5.630616861651561e-09,0.0
339,1,0.0010684896260499954,5.461147506435893e-11,5.761020993588772e-09,0.0
339,2,0.0009784827707335353,4.769748138122587e-11,,0.0
340,0,0.05822610855102539,4.213309257039555e-09,6.485098236197473e-09,0.0
340,1,0.0010412536794319749,5.516563941765362e-11,6.813689168438941e-09,0.0
340,2,0.0010429051471874118,4.750752569115946e-11,,0.0
341,0,0.059411440044641495,4.100304540344268e-09,5.262658309135304e-09,0.0
341,1,0.0010248965118080378,5.034888131416615e-11,6.926481610491919e-09,0.0
341,2,0.0011516861850395799,5.725031212988618e-11,,0.0
342,0,0.059775207191705704,4.400673159210555e-09,5.846040540546937e-09,0.0
342,1,0.0011426806449890137,4.945834713998565e-11,7.284558733999802e-09,0.0
342,2,0.0011647320352494717,5.4001709354212224e-11,,0.0
343,0,0.06558461487293243,4.978873757721658e-09,7.790347922309593e-09,0.0
343,1,0.0010490448912605643,4.883560569823864e-11,7.309477023653699e-09,0.0
343,2,0.0010585798881947994,5.294089819307679e-11,,0.0
344,0,0.06544467061758041,4.5146792970740535e-09,6.779683925373092e-09,0.0
344,1,0.0010979236103594303,5.576210673763349e-11,7.991144634900138e-09,0.0
344,2,0.0010443973587825894,5.48156520174814e-11,,0.0
345,0,0.060631006956100464,4.16655554502654e-09,5.978157524566541e-09,0.0
345,1,0.0010888390243053436,5.270171452020911e-11,6.819164788396392e-09,0.0
345,2,0.0010536424815654755,4.727346986088676e-11,,0.0
346,0,0.057912420481443405,3.6446379247934146e-09,6.2832685721048165e-09,0.0
346,1,0.0010387477232143283,5.3555229695412265e-11,6.882220571213793e-09,0.0
346,2,0.0011017643846571445,5.191247084979089e-11,,0.0
347,0,0.057460933923721313,4.534720154936167e-09,5.4756843503867e-09,0.0
347,1,0.0009760907269082963,4.7379794532176334e-11,6.753422265859399e-09,0.0
347,2,0.001141892746090889,5.98908492244199e-11,,0.0
348,0,0.05200771242380142,3.456503971932534e-09,5.7648561480050375e-09,0.0
348,1,0.0010872248094528913,5.2191240912380366e-11,5.835529837128206e-09,0.0
348,2,0.0009871242800727487,5.307968301004884e-11,,0.0
349,0,0.05711406469345093,4.033671174852316e-09,7.094346887726033e-09,0.0
349,1,0.0011643589241430163,5.925961804598145e-11,6.553003029097226e-09,0.0
349,2,0.0010112173622474074,4.073859999342844e-11,,0.0
350,0,0.06296546757221222,4.634201911102309e-09,6.957531883955426e-09,0.0
350,1,0.0010910104028880596,4.838413697472177e-11,6.6725509562104435e-09,0.0
350,2,0.000967925414443016,4.406998724282296e-11,,0.0
351,0,0.053990479558706284,3.4207143784215077e-09,6.54422604995375e-09,0.0
351,1,0.0010404752101749182,5.472487393798353e-11,5.936759972513528e-09,0.0
351,2,0.0008814859902486205,4.6053542923640833e-11,,0.0
352,0,0.0587584488093853,4.056705638078029e-09,6.051160905684583e-09,0.0
352,1,0.0010556874331086874,4.878966328170087e-11,7.098732712762512e-09,0.0
352,2,0.0007334951078519225,3.0473738116265636e-11,,0.0
353,0,0.055967770516872406,3.982422835946409e-09,6.0169229598727725e-09,0.0
353,1,0.0010303481249138713,4.266161035548777e-11,6.451962075715301e-09,0.0
353,2,0.0007464331574738026,3.135315618241208e-11,,0.0
354,0,0.055479008704423904,3.6412741710734053e-09,5.547199588562535e-09,0.0
354,1,0.0009844694286584854,4.735000933009381e-11,6.407038455336078e-09,0.0
354,2,0.0006584749207831919,2.912757188222592e-11,,0.0
355,0,0.056103743612766266,3.92916499336593e-09,6.4298673052576305e-09,0.0
355,1,0.0009634640300646424,4.824701402283971e-11,6.015050235674835e-09,0.0
355,2,0.0007034343434497714,3.339579654482172e-11,,0.0
356,0,0.054686546325683594,3.87751120101143e-09,5.120900592459066e-09,0.0
356,1,0.0011006458662450314,6.459927037738566e-11,6.029956534092662e-09,0.0
356,2,0.000727216072846204,3.771838050226073e-11,,0.0
357,0,0.056107282638549805,3.6724177032709804e-09,5.901954924780739e-09,0.0
357,1,0.0011973687214776874,5.647902631689128e-11,5.9827462983719215e-09,0.0
357,2,0.00099029706325382,4.6285374838417326e-11,,0.0
358,0,0.061183132231235504,4.406460529793321e-09,6.407717023648729e-09,0.0
358,1,0.0010015969164669514,4.8850874734274186e-11,7.537527046963532e-09,0.0
358,2,0.0009861288126558065,4.9394054818518995e-11,,0.0
359,0,0.06257201731204987,4.509769002680741e-09,6.66015109729301e-09,0.0
359,1,0.001084243762306869,5.147690607110178e-11,7.739052065858232e-09,0.0
359,2,0.0008028976735658944,3.883126112325108e-11,,0.0
360,0,0.0595826581120491,4.590980040575232e-09,6.275482800077725e-09,0.0
360,1,0.0011520382249727845,5.986379447708856e-11,6.95808211048643e-09,0.0
360,2,0.0010319316061213613,5.202993938469014e-11,,0.0
361,0,0.06616401672363281,4.910019058002035e-09,6.833177579324001e-09,0.0
361,1,0.0013714820379391313,7.270960916683222e-11,8.003793183775088e-09,0.0
361,2,0.0013156769564375281,6.491655824003573e-11,,0.0
362,0,0.05694085359573364,3.898937617208276e-09,6.4929808196723116e-09,0.0
362,1,0.0010746336774900556,4.687289098526115e-11,6.232643734449539e-09,0.0
362,2,0.0011386831756681204,4.7038057476855855e-11,,0.0
363,0,0.06136348843574524,4.550397392222294e-09,6.907041161241523e-09,0.0
363,1,0.0011224342742934823,5.690975468652937e-11,7.236774735019935e-09,0.0
363,2,0.0013289047637954354,6.960792359178569e-11,,0.0
364,0,0.0649636760354042,4.630499983448999e-09,7.2995613997761666e-09,0.0
364,1,0.0011663100449368358,5.898534438664171e-11,7.659812339966265e-09,0.0
364,2,0.0012326054275035858,6.006838082495136e-11,,0.0
365,0,0.06318329274654388,4.700865474660532e-09,6.959702147923963e-09,0.0
365,1,0.0011200708104297519,5.397584115773846e-11,7.310532623705512e-09,0.0
365,2,0.0012675250181928277,5.7590845287114334e-11,,0.0
366,0,0.060191210359334946,4.101360584485292e-09,6.78857681180034e-09,0.0
366,1,0.001032621948979795,4.5145238242172425e-11,6.6538112797331905e-09,0.0
366,2,0.001271122950129211,5.897759364215105e-11,,0.0
367,0,0.06412923336029053,4.52869963751823e-09,7.970422544190114e-09,0.0
367,1,0.0009482080931775272,4.3121142073720975e-11,6.9856902484843886e-09,0.0
367,2,0.0011100537376478314,5.053678656108396e-11,,0.0
368,0,0.061833832412958145,4.387335827971128e-09,6.179894374014339e-09,0.0
368,1,0.001075761509127915,4.885709892210599e-11,6.525190610062737e-09,0.0
368,2,0.0009138410096056759,4.338693640471014e-11,,0.0
369,0,0.06219758838415146,4.656588892260061e-09,6.7922294455513565e-09,0.0
369,1,0.0009812229545786977,4.367528907978091e-11,7.418315739471382e-09,0.0
369,2,0.000850011536385864,4.188042274089199e-11,,0.0
370,0,0.06548523157835007,4.700820177561127e-09,6.65914434705428e-09,0.0
370,1,0.0010971513111144304,5.253888296641307e-11,7.599531670621218e-09,0.0
370,2,0.0009029511129483581,3.972035547694652e-11,,0.0
371,0,0.06257156282663345,4.595177127697525e-09,6.3649943093935235e-09,0.0
371,1,0.001158886356279254,5.034827416094956e-11,7.623289555169777e-09,0.0
371,2,0.0009393387590534985,4.7697703425830795e-11,,0.0
372,0,0.06787877529859543,4.618486482144135e-09,8.406146001505022e-09,0.0
