epoch,loss,recon,vq,c_l0,c_l1,c_l2,theta_l0,theta_l1,theta_l2
34,0.00014102506102062762,0.00013693808068637736,4.086980311512889e-06,1.244696855545044,1.246372103691101,1.2500232458114624,-0.014141950756311417,-0.009674349799752235,6.201799988048151e-05
35,0.00014033038023626433,0.00013670844709849915,3.621932205533085e-06,1.2446833848953247,1.2463762760162354,1.250030517578125,-0.014178003184497356,-0.009663314558565617,8.137540135066956e-05
36,0.00014132240321487188,0.0001365875876217615,4.7348154566861925e-06,1.24467134475708,1.2463806867599487,1.2500333786010742,-0.014210090041160583,-0.00965166836977005,8.889279706636444e-05
37,0.0001419408989022486,0.00013655379298143088,5.3871062732469e-06,1.2446584701538086,1.2463847398757935,1.250037431716919,-0.014244486577808857,-0.009640761651098728,9.988759848056361e-05
38,0.00014325083102448844,0.0001365046737191733,6.74615746447671e-06,1.2446458339691162,1.2463891506195068,1.2500479221343994,-0.014278150163590908,-0.009629124775528908,0.00012783787678927183
39,0.00014394490717677398,0.0001363474046229385,7.5975013714923986e-06,1.2446359395980835,1.2463945150375366,1.2500536441802979,-0.01430448330938816,-0.00961472187191248,0.00014304388605523854
40,0.00014254031048039907,0.00013618415250675752,6.356157507525495e-06,1.2446274757385254,1.2463994026184082,1.2500604391098022,-0.014326845295727253,-0.009601804427802563,0.00016123730165418237
41,0.00014285272773122414,0.00013598579898825846,6.866929470561445e-06,1.2446160316467285,1.2464039325714111,1.250051736831665,-0.014357427135109901,-0.00958962645381689,0.00013787786883767694
42,0.00014370174176292494,0.00013592899485956878,7.772748256229534e-06,1.2446048259735107,1.2464109659194946,1.250056266784668,-0.014387371018528938,-0.009570794180035591,0.00014985543384682387
43,0.0001491803370299749,0.0001360007852781564,1.3179552706787944e-05,1.2445939779281616,1.2464189529418945,1.2500662803649902,-0.014416053891181946,-0.009549366310238838,0.00017680822929833084
44,0.00015201920323306694,0.0001357770051981788,1.6242198148574972e-05,1.2445838451385498,1.246428370475769,1.2500483989715576,-0.014443416148424149,-0.0095243314281106,0.00012889920617453754
45,0.00015388448955491185,0.00013591281167464332,1.7971677971218013e-05,1.2445738315582275,1.2464375495910645,1.2501072883605957,-0.014470421709120274,-0.009500081650912762,0.00028613038011826575
46,0.00015465471951756627,0.0001359581387077924,1.8696580605137568e-05,1.244554042816162,1.2464447021484375,1.2502456903457642,-0.014523068442940712,-0.009480721317231655,0.0006551847909577191
47,0.00014968068353482522,0.00013583953186753207,1.3841152622262598e-05,1.244537353515625,1.2464525699615479,1.2502636909484863,-0.014567743055522442,-0.009459815919399261,0.0007033143192529678
48,0.00015196233725873755,0.00013569266884587704,1.6269668594759424e-05,1.2445274591445923,1.2464631795883179,1.2502822875976562,-0.014593669213354588,-0.009431340731680393,0.0007530127768404782
49,0.00015240969732985832,0.00013556405465351418,1.684564454080828e-05,1.2445175647735596,1.246474266052246,1.250313639640808,-0.014619986526668072,-0.009402063675224781,0.0008364454843103886
50,0.0001537052412459161,0.0001353428429865744,1.8362397167948074e-05,1.244505524635315,1.246483564376831,1.25031316280365,-0.014652249403297901,-0.00937728676944971,0.0008352026925422251
51,0.00014982790089561603,0.00013520644570235162,1.4621456693930668e-05,1.2444905042648315,1.24649178981781,1.2503421306610107,-0.014692392200231552,-0.009355292655527592,0.0009124489151872694
52,0.00014531439010170288,0.00013514661040971986,1.0167779191760928e-05,1.2444740533828735,1.2465002536773682,1.250352144241333,-0.014736265875399113,-0.009332907386124134,0.0009390952182002366
53,0.0001455152356356848,0.00013500105123966932,1.0514184327803378e-05,1.2444627285003662,1.2465105056762695,1.250357985496521,-0.01476622186601162,-0.009305222891271114,0.0009547527297399938
54,0.0001451427538995631,0.00013505233509931714,1.009041852739756e-05,1.2444534301757812,1.2465218305587769,1.2503786087036133,-0.014790963381528854,-0.009275265969336033,0.0010096943005919456
55,0.0001459124017856084,0.00013503520312951878,1.087719915631169e-05,1.2444461584091187,1.246532678604126,1.2503870725631714,-0.014810456894338131,-0.009246233850717545,0.0010322743328288198
56,0.0001446993206627667,0.00013482528229360468,9.874038983070933e-06,1.2444382905960083,1.2465459108352661,1.2504141330718994,-0.014831513166427612,-0.00921076349914074,0.001104234717786312
57,0.00014418662030948325,0.00013487720643752256,9.309414213021228e-06,1.244428038597107,1.2465583086013794,1.2504403591156006,-0.014859111048281193,-0.009177740663290024,0.001174396718852222
58,0.00014624089963035657,0.00013467992466758004,1.1560976213331742e-05,1.2444125413894653,1.2465695142745972,1.2504531145095825,-0.01490013487637043,-0.009147940203547478,0.0012083897599950433
59,0.0001441479609638918,0.0001345929136732593,9.555047404319339e-06,1.244402289390564,1.2465808391571045,1.2504632472991943,-0.014927447773516178,-0.009117537178099155,0.0012356499210000038
60,0.0001454628218198195,0.0001345269920420833,1.0935829868685687e-05,1.244389295578003,1.2465918064117432,1.2504585981369019,-0.014962280169129372,-0.009088673628866673,0.001222888007760048
61,0.00014827395862084813,0.00013457885361276568,1.3695106326849782e-05,1.244369387626648,1.2466089725494385,1.2504472732543945,-0.015015525743365288,-0.009042938239872456,0.0011928114108741283
62,0.00015820540284039453,0.00013441472183330915,2.3790680552338016e-05,1.2443549633026123,1.246633529663086,1.2504945993423462,-0.015053870156407356,-0.00897758174687624,0.0013188672019168735
63,0.00016131479933392256,0.00013416726360446774,2.714753636610112e-05,1.2443523406982422,1.2466661930084229,1.2505302429199219,-0.015060973353683949,-0.008890223689377308,0.001413733116351068
64,0.00015981713877408766,0.00013418230228126048,2.563483658377663e-05,1.2443478107452393,1.2466931343078613,1.25054132938385,-0.015072825364768505,-0.008818310685455799,0.0014436546480283141
65,0.0001581115531735122,0.00013406338257482275,2.4048170416790526e-05,1.244328260421753,1.2467082738876343,1.2505592107772827,-0.015124731697142124,-0.008778166957199574,0.0014911929611116648
66,0.0001641330833081156,0.00013402696131379344,3.010612285834213e-05,1.2443044185638428,1.2467248439788818,1.2505602836608887,-0.015188789926469326,-0.008733940310776234,0.0014939096290618181
67,0.00016315479879267514,0.00013410318570095114,2.9051613273622935e-05,1.2442837953567505,1.2467414140701294,1.2505003213882446,-0.015243638306856155,-0.008689524605870247,0.0013342000311240554
68,0.00016015748406061903,0.000133877952612238,2.6279530084138968e-05,1.2442686557769775,1.2467683553695679,1.2504925727844238,-0.015283851884305477,-0.008617779240012169,0.0013135132612660527
69,0.00014933361089788377,0.00013376152055570855,1.557209066049836e-05,1.244257926940918,1.246795654296875,1.2505347728729248,-0.015312451869249344,-0.008545036427676678,0.0014262852491810918
70,0.00016008362072170713,0.0001336141984211281,2.646942357387161e-05,1.2442333698272705,1.2468137741088867,1.2505300045013428,-0.015378046780824661,-0.008496875874698162,0.0014133219374343753
71,0.00014788758999202402,0.0001332447754975874,1.4642815654042351e-05,1.244208812713623,1.2468299865722656,1.2505438327789307,-0.015443570911884308,-0.00845331884920597,0.0014502003323286772
72,0.0001466115143557545,0.00013309505666256883,1.351645978502347e-05,1.2441867589950562,1.2468500137329102,1.2505563497543335,-0.015502529218792915,-0.008399720303714275,0.0014836053596809506
73,0.00014925995565135964,0.00013301014550961554,1.6249811073976163e-05,1.2441599369049072,1.2468676567077637,1.250580906867981,-0.015573855489492416,-0.008353163488209248,0.0015490041114389896
74,0.0001480105333030224,0.00013291376817505806,1.5096765719135873e-05,1.2441174983978271,1.246888518333435,1.250590443611145,-0.015687067061662674,-0.00829718355089426,0.0015746770659461617
75,0.00015179855618043802,0.00013322410959517583,1.8574447312857956e-05,1.244077444076538,1.2469141483306885,1.2505947351455688,-0.015793850645422935,-0.008229164406657219,0.0015859464183449745
76,0.00015103148034540937,0.00013264775261632167,1.83837278655119e-05,1.2440621852874756,1.246936559677124,1.2505996227264404,-0.015834836289286613,-0.008169073611497879,0.001599229988642037
77,0.00015112271357793362,0.0001324802877206821,1.8642427176018827e-05,1.2440518140792847,1.2469570636749268,1.250624179840088,-0.015862111002206802,-0.008114473894238472,0.0016647535376250744
78,0.00015121534306672402,0.00013233368736109696,1.8881656251323876e-05,1.2440474033355713,1.2469779253005981,1.2506253719329834,-0.0158742256462574,-0.008058933541178703,0.001667412114329636
79,0.00014505445869872347,0.00013213902202551252,1.2915438173877191e-05,1.2440369129180908,1.2470066547393799,1.2506434917449951,-0.01590176858007908,-0.007982023060321808,0.0017161385621875525
80,0.00014183499952196142,0.0001318996735790279,9.93532416941889e-06,1.2439991235733032,1.247024416923523,1.2506550550460815,-0.01600280962884426,-0.007935029454529285,0.0017470172606408596
81,0.0001467031630454585,0.0001319097682426218,1.4793395621381933e-05,1.243955373764038,1.2470436096191406,1.2506762742996216,-0.016119467094540596,-0.007883582264184952,0.0018034655367955565
82,0.00014989971750765108,0.00013177775472286157,1.8121961466022186e-05,1.2439298629760742,1.2470707893371582,1.250702142715454,-0.016187483444809914,-0.0078116049990057945,0.001872429857030511
83,0.0001567423460073769,0.0001319441304076463,2.4798214099064353e-05,1.243896484375,1.247093915939331,1.2507117986679077,-0.016276467591524124,-0.007749632000923157,0.0018980515887960792
84,0.0001662385395320598,0.0001317436690442264,3.449486966928816e-05,1.2438738346099854,1.2471283674240112,1.250733494758606,-0.016336990520358086,-0.007657679263502359,0.001956056570634246
85,0.00018069114157697185,0.000131813163170591,4.8877978042582984e-05,1.2438551187515259,1.2471530437469482,1.2507339715957642,-0.01638670265674591,-0.007591742090880871,0.0019570719450712204
86,0.00017251269237021915,0.00013153793261153624,4.097475803064299e-05,1.2438323497772217,1.2471961975097656,1.2507612705230713,-0.016447357833385468,-0.007476853672415018,0.002029955852776766
87,0.00017522566922707484,0.00013118618880980648,4.4039481235813585e-05,1.2438006401062012,1.2472288608551025,1.2508070468902588,-0.01653207652270794,-0.007389931008219719,0.00215179193764925
88,0.00016063750808825716,0.00013123457247274928,2.9402934433164774e-05,1.2437509298324585,1.2472537755966187,1.2508509159088135,-0.0166645348072052,-0.0073233130387961864,0.0022693555802106857
89,0.0001554437643790152,0.00013107167760608717,2.437208718220063e-05,1.2437055110931396,1.2472797632217407,1.250828504562378,-0.016785485669970512,-0.007254036609083414,0.0022091874852776527
90,0.0001489529458922334,0.00013083676603855565,1.8116179035132518e-05,1.2436716556549072,1.247306227684021,1.2508080005645752,-0.01687590777873993,-0.007183533161878586,0.002154796151444316
91,0.00014895226413500496,0.00013079105483484454,1.816120930016041e-05,1.2436542510986328,1.2473348379135132,1.2508134841918945,-0.016922226175665855,-0.007107076235115528,0.0021691210567951202
92,0.00014784470695303754,0.0001307653423282318,1.707936635284568e-05,1.2436368465423584,1.2473530769348145,1.2508195638656616,-0.016968851909041405,-0.007058233954012394,0.0021854687947779894
93,0.00013965619873488322,0.00013054921000730247,9.106988022722362e-06,1.2436026334762573,1.2473747730255127,1.2508180141448975,-0.017060112208127975,-0.007000587414950132,0.002181318588554859
94,0.0001400099201418925,0.00013053630755166523,9.473611862631515e-06,1.2435636520385742,1.2473971843719482,1.2508289813995361,-0.01716393418610096,-0.006941067520529032,0.002210665727034211
95,0.00013928840635344387,0.00013042090722592548,8.86749805886211e-06,1.2435262203216553,1.2474172115325928,1.250836968421936,-0.01726379618048668,-0.006887342780828476,0.0022317743860185146
96,0.00013921432473580354,0.00013029718247707932,8.917142918107856e-06,1.2434823513031006,1.2474371194839478,1.2508494853973389,-0.01738077960908413,-0.006834419909864664,0.00226520630531013
97,0.00013573790492955596,0.00013015060321777127,5.587300552178931e-06,1.2434399127960205,1.2474554777145386,1.2508512735366821,-0.017494164407253265,-0.006785427685827017,0.0022700161207467318
98,0.00013660529148182832,0.0001303226737945806,6.2826189832776436e-06,1.243407130241394,1.2474761009216309,1.2508580684661865,-0.017581481486558914,-0.006730349268764257,0.0022881128825247288
99,0.0001359959031105973,0.0001302643031522166,5.7315997537443765e-06,1.2433768510818481,1.2474985122680664,1.2508621215820312,-0.01766226440668106,-0.0066705262288451195,0.0022988379932940006
100,0.00014119648549240082,0.00013065149687463418,1.0544987662797212e-05,1.2433388233184814,1.2475239038467407,1.250868558883667,-0.01776370406150818,-0.006602930836379528,0.0023158881813287735
101,0.0001417216524714604,0.00013041102210991083,1.1310630338812188e-05,1.2433161735534668,1.2475388050079346,1.2508502006530762,-0.017824243754148483,-0.006563233211636543,0.002267064293846488
102,0.00013658386378665455,0.0001300518269999884,6.53203567253513e-06,1.2432736158370972,1.2475672960281372,1.2508670091629028,-0.017937490716576576,-0.006487194448709488,0.0023119794204831123
103,0.00014048531447770075,0.00013069831256871112,9.787003364181146e-06,1.2431669235229492,1.2475967407226562,1.2508658170700073,-0.01822204515337944,-0.0064085545018315315,0.0023089253809303045
104,0.00014011704552103766,0.00013050407942500898,9.612966687200242e-06,1.2429355382919312,1.2476375102996826,1.2508829832077026,-0.018839115276932716,-0.006300017237663269,0.0023545685689896345
105,0.00013765195253654384,0.00013020675542065873,7.445198525601881e-06,1.2427992820739746,1.247664213180542,1.2508982419967651,-0.01920267939567566,-0.006228518206626177,0.002395439660176635
106,0.0001364741023280658,0.0001297878996410873,6.686203869321617e-06,1.2427215576171875,1.2476856708526611,1.2509071826934814,-0.019409986212849617,-0.006171704735606909,0.002419184660539031
107,0.00014245423953980209,0.00012987810041522607,1.2576140125020175e-05,1.2426855564117432,1.2477128505706787,1.2509174346923828,-0.019505564123392105,-0.006098906509578228,0.002446192316710949
108,0.00014491133042611183,0.00013006390290684066,1.484742779211956e-05,1.2426666021347046,1.2477550506591797,1.2509387731552124,-0.019556459039449692,-0.005986302625387907,0.0025033322162926197
109,0.00014496125077130274,0.00012994045464438387,1.5020795126474696e-05,1.2426254749298096,1.2477949857711792,1.250949740409851,-0.019665837287902832,-0.005879919044673443,0.0025328760966658592
110,0.0001392512160236947,0.00013016649390920065,9.084722546504053e-06,1.2425310611724854,1.2478218078613281,1.2509630918502808,-0.019917920231819153,-0.005808343645185232,0.002568374387919903
111,0.00013934710004832597,0.0001297162154514808,9.630885438127735e-06,1.242430329322815,1.247846245765686,1.2509723901748657,-0.020186224952340126,-0.005743387155234814,0.0025929752737283707
112,0.00013961066433694215,0.00012982531334273517,9.785349107005459e-06,1.2423630952835083,1.2478759288787842,1.2509839534759521,-0.020365606993436813,-0.005664197262376547,0.0026239159051328897
113,0.00014246082064346411,0.0001295657504670089,1.2895071176899364e-05,1.2423055171966553,1.2479102611541748,1.2509994506835938,-0.020519519224762917,-0.005572698079049587,0.002664935542270541
114,0.0001486002183810342,0.0001297694099775981,1.8830807630365597e-05,1.2422561645507812,1.247941017150879,1.251017451286316,-0.020650897175073624,-0.005490483250468969,0.0027132565155625343
115,0.00017605477405595592,0.00012981299369130284,4.624178263838985e-05,1.2422020435333252,1.247969627380371,1.2510303258895874,-0.020795373246073723,-0.005413971375674009,0.002747561316937208
116,0.00015874057717155666,0.00012964684137841686,2.9093736702634488e-05,1.2421374320983887,1.2480013370513916,1.2511026859283447,-0.0209675170481205,-0.005329824518412352,0.0029404819943010807
117,0.00015490504883928225,0.00012968225782969967,2.522279164622887e-05,1.2421057224273682,1.2480368614196777,1.2511762380599976,-0.02105214074254036,-0.00523490970954299,0.003136702813208103
118,0.00015031937291496434,0.00012980282699572853,2.05165451461653e-05,1.242055892944336,1.24806547164917,1.2512022256851196,-0.021184859797358513,-0.005158610176295042,0.0032059892546385527
119,0.00014374592938111165,0.00012947637660545296,1.4269553912527044e-05,1.2419918775558472,1.2480937242507935,1.2511982917785645,-0.02135593071579933,-0.005083370953798294,0.0031954532023519278
120,0.00014201571902958677,0.0001296042450121604,1.2411473699103226e-05,1.2419451475143433,1.248124599456787,1.2511978149414062,-0.02148054540157318,-0.0050009931437671185,0.0031944101210683584
121,0.00014121896238066255,0.00012906440388178454,1.21545576803328e-05,1.2419078350067139,1.2481563091278076,1.251223087310791,-0.02157967910170555,-0.004916616249829531,0.0032615119125694036
122,0.00013896345190005376,0.0001292753302550409,9.6881206445687e-06,1.241854190826416,1.2481815814971924,1.251235008239746,-0.02172311209142208,-0.004848948214203119,0.003293160814791918
123,0.00014069013050175272,0.00012938551808474585,1.1304611803097941e-05,1.2417925596237183,1.2482116222381592,1.2512540817260742,-0.021887144073843956,-0.00476875202730298,0.003344082273542881
124,0.00013896135496906936,0.00012941178865730763,9.549567698741157e-06,1.2417335510253906,1.2482430934906006,1.2512749433517456,-0.022044789046049118,-0.004685025196522474,0.0033998307771980762
125,0.00014115368758211845,0.00012945635535288602,1.1697333093252382e-05,1.2416808605194092,1.2482750415802002,1.2512950897216797,-0.02218506671488285,-0.00459966529160738,0.0034538412000983953
126,0.0001425015761924442,0.00012913796890643426,1.3363607240535203e-05,1.241629958152771,1.2483245134353638,1.2513229846954346,-0.02232109010219574,-0.004468027502298355,0.0035278473515063524
127,0.000145676940883277,0.00012938891159137712,1.6288030428768253e-05,1.2415704727172852,1.2483561038970947,1.2513360977172852,-0.022479522973299026,-0.004383872728794813,0.0035629828926175833
128,0.0001482365929405205,0.00012923379836138338,1.9002793214895065e-05,1.2415039539337158,1.2483980655670166,1.2513606548309326,-0.022657115012407303,-0.004271653015166521,0.0036280760541558266
129,0.00015544516281806864,0.00012977099904674106,2.5674163771327586e-05,1.2414393424987793,1.2484290599822998,1.2513666152954102,-0.022829357534646988,-0.0041890982538461685,0.00364411692135036
130,0.0001703203859506175,0.00012950568634551018,4.0814697240421086e-05,1.241401195526123,1.2484492063522339,1.2513551712036133,-0.022930974140763283,-0.0041354140266776085,0.003614002140238881
131,0.00019460968323983252,0.00012965920614078642,6.495047828138922e-05,1.2413597106933594,1.2484883069992065,1.2513759136199951,-0.023041974753141403,-0.004031098447740078,0.003669117111712694
132,0.00017809068085625768,0.00012922321257065051,4.886746764896088e-05,1.2412831783294678,1.2485235929489136,1.2514891624450684,-0.02324589714407921,-0.003937100525945425,0.0039709992706775665
133,0.00017588941045687534,0.00012952091128681786,4.6368499170057476e-05,1.2412000894546509,1.2485568523406982,1.251535177230835,-0.02346770279109478,-0.0038482886739075184,0.0040938472375273705
134,0.00014961597480578348,0.00012913681857753545,2.0479157910813228e-05,1.241073489189148,1.2485874891281128,1.2516098022460938,-0.02380504459142685,-0.0037667802534997463,0.004292906727641821
135,0.00015078737123985775,0.00012902813468826935,2.1759237597507308e-05,1.2409627437591553,1.2486193180084229,1.2516632080078125,-0.024100596085190773,-0.0036819635424762964,0.004435127601027489
136,0.00014521020420943387,0.00012874543681391516,1.6464768350488157e-05,1.2408905029296875,1.2486577033996582,1.2517105340957642,-0.024293245747685432,-0.003579536685720086,0.0045614964328706264
137,0.00013744529933319428,0.00012860306087532082,8.842239412842901e-06,1.2408254146575928,1.248688817024231,1.251725435256958,-0.024466844275593758,-0.0034964578226208687,0.004601105581969023
138,0.0001388979217153974,0.0001285564932913985,1.0341427810089954e-05,1.2407641410827637,1.2487156391143799,1.251731038093567,-0.024630162864923477,-0.0034250582102686167,0.004615957848727703
139,0.00013641738260048442,0.0001286043639993295,7.813019578861713e-06,1.2407184839248657,1.2487449645996094,1.2517306804656982,-0.024752022698521614,-0.003346587996929884,0.004615182988345623
140,0.00013862138439435512,0.00012869571946794167,9.925664835463977e-06,1.2406692504882812,1.248774528503418,1.2517328262329102,-0.02488345094025135,-0.003268125467002392,0.004620781634002924
141,0.00014030134479980916,0.00012832329666707666,1.1978048496530391e-05,1.2406259775161743,1.248805284500122,1.2517393827438354,-0.024998849257826805,-0.0031858286820352077,0.004638317506760359
142,0.00014445855922531336,0.00012861029317718932,1.5848265684326178e-05,1.2405281066894531,1.2488409280776978,1.2517591714859009,-0.02525988034904003,-0.0030907427426427603,0.004690988454967737
143,0.00014507732557831333,0.0001285194288357161,1.6557896105950932e-05,1.24042809009552,1.2488726377487183,1.251769781112671,-0.025526616722345352,-0.0030063192825764418,0.004719155374914408
144,0.00014493017952190712,0.0001285874575842172,1.6342723165507776e-05,1.2403202056884766,1.2489030361175537,1.251774787902832,-0.025814147666096687,-0.0029253445100039244,0.004732551518827677
145,0.0001467861315177288,0.00012814978617825545,1.863634538494807e-05,1.2402126789093018,1.2489359378814697,1.2517879009246826,-0.026100927963852882,-0.0028372942470014095,0.004767552949488163
146,0.0001417923347617034,0.0001283576391870156,1.3434697120828786e-05,1.2401063442230225,1.248968243598938,1.2518044710159302,-0.026384461671113968,-0.0027511995285749435,0.004812086001038551
147,0.00014788592525292188,0.00012862283547292462,1.9263090871390885e-05,1.2399992942810059,1.2490063905715942,1.251844882965088,-0.026670269668102264,-0.0026496341452002525,0.004919756203889847
148,0.00014545521116815507,0.00012849612830905243,1.695908504188992e-05,1.239915370941162,1.2490493059158325,1.2518728971481323,-0.02689400501549244,-0.0025352188386023045,0.004994507413357496
149,0.00015090442902874202,0.0001287280654651113,2.2176363245307584e-05,1.2398526668548584,1.2490947246551514,1.2518951892852783,-0.02706122025847435,-0.002414330840110779,0.005053868517279625
150,0.00015686623883084393,0.00012890130165033042,2.7964936543867223e-05,1.2397838830947876,1.2491329908370972,1.2518904209136963,-0.0272445697337389,-0.0023119484540075064,0.005041072610765696
151,0.00015377621311927215,0.0001288001709326636,2.497604355085059e-05,1.2396966218948364,1.2491683959960938,1.2518621683120728,-0.027477456256747246,-0.0022173896431922913,0.004965794272720814
152,0.00014622776143369265,0.0001286214632273186,1.760629829732352e-05,1.239567518234253,1.2492058277130127,1.2518609762191772,-0.02782197669148445,-0.0021175863221287727,0.004962728824466467
