step,theta_min,theta_max,theta_mean,c_min,c_max,c_mean,c_std,mu_d,boundary_hits,theta_grad_norm,theta_grad_finite,anchor_loss
165,0.0556449368596077,0.0556449368596077,0.0556449368596077,1.0139076709747314,1.0139076709747314,1.0139076709747314,0.0,0.24790087342262268,0,5.6640910770511255e-06,True,2.1115152293305073e-08
170,0.0556163489818573,0.0556163489818573,0.0556163489818573,1.0139005184173584,1.0139005184173584,1.0139005184173584,0.0,0.2528110146522522,0,9.315954230260104e-08,True,2.32151862178398e-08
175,0.05548190698027611,0.05548190698027611,0.05548190698027611,1.013866901397705,1.013866901397705,1.013866901397705,0.0,0.2536866068840027,0,4.926232577417977e-06,True,3.4418505379107955e-08
180,0.055433060973882675,0.055433060973882675,0.055433060973882675,1.013854742050171,1.013854742050171,1.013854742050171,0.0,0.27214503288269043,0,7.844431820558384e-06,True,3.9012132191373894e-08
185,0.055296771228313446,0.055296771228313446,0.055296771228313446,1.0138206481933594,1.0138206481933594,1.0138206481933594,0.0,0.27756017446517944,0,9.94095898931846e-08,True,5.342755571291491e-08
190,0.05524182692170143,0.05524182692170143,0.05524182692170143,1.013806939125061,1.013806939125061,1.013806939125061,0.0,0.2894223928451538,0,7.85600786912255e-06,True,5.986139939295754e-08
195,0.05506361648440361,0.05506361648440361,0.05506361648440361,1.0137624740600586,1.0137624740600586,1.0137624740600586,0.0,0.28663793206214905,0,6.541817128891125e-06,True,8.324755640387593e-08
200,0.054973870515823364,0.054973870515823364,0.054973870515823364,1.013740062713623,1.013740062713623,1.013740062713623,0.0,0.30132466554641724,0,5.74167279410176e-06,True,9.649364329789023e-08
205,0.054859671741724014,0.054859671741724014,0.054859671741724014,1.0137114524841309,1.0137114524841309,1.0137114524841309,0.0,0.2988601624965668,0,1.1030500900233164e-05,True,1.1482411110819157e-07
210,0.054772064089775085,0.054772064089775085,0.054772064089775085,1.013689637184143,1.013689637184143,1.013689637184143,0.0,0.3122507333755493,0,1.8344107957091182e-06,True,1.298716796327426e-07
215,0.05469842255115509,0.05469842255115509,0.05469842255115509,1.0136711597442627,1.0136711597442627,1.0136711597442627,0.0,0.32000863552093506,0,1.1821990483440459e-05,True,1.4334173670249584e-07
220,0.05448710918426514,0.05448710918426514,0.05448710918426514,1.0136184692382812,1.0136184692382812,1.0136184692382812,0.0,0.32322484254837036,0,3.7067366065457463e-07,True,1.8540494295393728e-07
225,0.05452979728579521,0.05452979728579521,0.05452979728579521,1.0136290788650513,1.0136290788650513,1.0136290788650513,0.0,0.3325989544391632,0,7.19314266461879e-06,True,1.7650049244366528e-07
230,0.05424461141228676,0.05424461141228676,0.05424461141228676,1.0135579109191895,1.0135579109191895,1.0135579109191895,0.0,0.33450978994369507,0,1.7363163351546973e-06,True,2.4042640234256396e-07
235,0.054072413593530655,0.054072413593530655,0.054072413593530655,1.013514757156372,1.013514757156372,1.013514757156372,0.0,0.3413897752761841,0,4.463916411623359e-06,True,2.8399330176398507e-07
240,0.05425487831234932,0.05425487831234932,0.05425487831234932,1.01356041431427,1.01356041431427,1.01356041431427,0.0,0.35583916306495667,0,3.174405719619244e-05,True,2.3801038651072304e-07
245,0.05383039638400078,0.05383039638400078,0.05383039638400078,1.0134544372558594,1.0134544372558594,1.0134544372558594,0.0,0.3532974123954773,0,1.800883183022961e-05,True,3.5097014006169047e-07
250,0.0538153350353241,0.0538153350353241,0.0538153350353241,1.0134506225585938,1.0134506225585938,1.0134506225585938,0.0,0.36298561096191406,0,1.2623633665498346e-05,True,3.55444569777319e-07
255,0.05385945737361908,0.05385945737361908,0.05385945737361908,1.0134615898132324,1.0134615898132324,1.0134615898132324,0.0,0.3617227077484131,0,1.521148078609258e-06,True,3.4265775639141793e-07
260,0.053493041545152664,0.053493041545152664,0.053493041545152664,1.0133700370788574,1.0133700370788574,1.0133700370788574,0.0,0.37118300795555115,0,3.231943992432207e-06,True,4.565851554616529e-07
265,0.05348232388496399,0.05348232388496399,0.05348232388496399,1.0133674144744873,1.0133674144744873,1.0133674144744873,0.0,0.373498797416687,0,5.897010851185769e-06,True,4.600895238127123e-07
270,0.05309052765369415,0.05309052765369415,0.05309052765369415,1.0132695436477661,1.0132695436477661,1.0132695436477661,0.0,0.3777720034122467,0,2.330469578737393e-05,True,6.004447072882613e-07
275,0.05336447060108185,0.05336447060108185,0.05336447060108185,1.0133379697799683,1.0133379697799683,1.0133379697799683,0.0,0.37941327691078186,0,1.5075835108291358e-05,True,5.003515752832755e-07
280,0.053168073296546936,0.053168073296546936,0.053168073296546936,1.013288974761963,1.013288974761963,1.013288974761963,0.0,0.38396573066711426,0,1.2816526577807963e-06,True,5.710927553082001e-07
285,0.052910879254341125,0.052910879254341125,0.052910879254341125,1.0132246017456055,1.0132246017456055,1.0132246017456055,0.0,0.3911028206348419,0,3.5758857848122716e-06,True,6.7115075808033e-07
290,0.052900396287441254,0.052900396287441254,0.052900396287441254,1.0132219791412354,1.0132219791412354,1.0132219791412354,0.0,0.3910556137561798,0,2.705041697481647e-05,True,6.753980414941907e-07
295,0.05278965085744858,0.05278965085744858,0.05278965085744858,1.0131943225860596,1.0131943225860596,1.0131943225860596,0.0,0.392600953578949,0,4.8188449000008404e-06,True,7.210084618236579e-07
300,0.05218303203582764,0.05218303203582764,0.05218303203582764,1.0130428075790405,1.0130428075790405,1.0130428075790405,0.0,0.3951128125190735,0,5.360969225876033e-05,True,9.9735154890368e-07
305,0.05279148370027542,0.05279148370027542,0.05279148370027542,1.0131947994232178,1.0131947994232178,1.0131947994232178,0.0,0.3999880254268646,0,4.146610444877297e-05,True,7.202099823189201e-07
310,0.052415262907743454,0.052415262907743454,0.052415262907743454,1.0131008625030518,1.0131008625030518,1.0131008625030518,0.0,0.4052007794380188,0,1.1216747225262225e-05,True,8.861769060786173e-07
315,0.05196724086999893,0.05196724086999893,0.05196724086999893,1.0129889249801636,1.0129889249801636,1.0129889249801636,0.0,0.4060777723789215,0,6.512793333968148e-05,True,1.1064211093980703e-06
320,0.05211351811885834,0.05211351811885834,0.05211351811885834,1.0130254030227661,1.0130254030227661,1.0130254030227661,0.0,0.41285526752471924,0,1.6620761016383767e-06,True,1.0319632792743505e-06
325,0.05205688253045082,0.05205688253045082,0.05205688253045082,1.0130112171173096,1.0130112171173096,1.0130112171173096,0.0,0.4182617664337158,0,1.1152122169733047e-05,True,1.060610202330281e-06
330,0.052166715264320374,0.052166715264320374,0.052166715264320374,1.0130387544631958,1.0130387544631958,1.0130387544631958,0.0,0.42114347219467163,0,2.739093906711787e-05,True,1.0053588539449265e-06
335,0.051600951701402664,0.051600951701402664,0.051600951701402664,1.0128973722457886,1.0128973722457886,1.0128973722457886,0.0,0.42185068130493164,0,6.430214853025973e-06,True,1.304731654272473e-06
340,0.05160524696111679,0.05160524696111679,0.05160524696111679,1.0128984451293945,1.0128984451293945,1.0128984451293945,0.0,0.4221433103084564,0,1.222535502165556e-06,True,1.302311602557893e-06
345,0.05164963752031326,0.05164963752031326,0.05164963752031326,1.0129095315933228,1.0129095315933228,1.0129095315933228,0.0,0.42358285188674927,0,1.2937918654643e-05,True,1.2774510196322808e-06
350,0.05113005265593529,0.05113005265593529,0.05113005265593529,1.012779712677002,1.012779712677002,1.012779712677002,0.0,0.4207212030887604,0,3.236567135900259e-05,True,1.5836110378586454e-06
355,0.0514490008354187,0.0514490008354187,0.0514490008354187,1.0128594636917114,1.0128594636917114,1.0128594636917114,0.0,0.4295836091041565,0,2.704477810766548e-05,True,1.3916322814111481e-06
360,0.05143424868583679,0.05143424868583679,0.05143424868583679,1.0128557682037354,1.0128557682037354,1.0128557682037354,0.0,0.43572157621383667,0,6.68060383759439e-05,True,1.4002546322444687e-06
365,0.0505797378718853,0.0505797378718853,0.0505797378718853,1.01264226436615,1.01264226436615,1.01264226436615,0.0,0.4373306334018707,0,6.167239916976541e-05,True,1.943625193234766e-06
370,0.05121762678027153,0.05121762678027153,0.05121762678027153,1.0128016471862793,1.0128016471862793,1.0128016471862793,0.0,0.43956372141838074,0,2.8922688215970993e-05,True,1.5295731827791315e-06
375,0.050617463886737823,0.050617463886737823,0.050617463886737823,1.0126516819000244,1.0126516819000244,1.0126516819000244,0.0,0.43831634521484375,0,4.130293382331729e-05,True,1.91778030966816e-06
380,0.05029226094484329,0.05029226094484329,0.05029226094484329,1.0125703811645508,1.0125703811645508,1.0125703811645508,0.0,0.45050254464149475,0,6.382509309332818e-05,True,2.1465993995661847e-06
385,0.05089614540338516,0.05089614540338516,0.05089614540338516,1.012721300125122,1.012721300125122,1.012721300125122,0.0,0.4497101306915283,0,2.802055678330362e-05,True,1.7321029872618965e-06
390,0.050579894334077835,0.050579894334077835,0.050579894334077835,1.01264226436615,1.01264226436615,1.01264226436615,0.0,0.44620469212532043,0,1.629586040508002e-05,True,1.943625193234766e-06
395,0.05061473697423935,0.05061473697423935,0.05061473697423935,1.012650966644287,1.012650966644287,1.012650966644287,0.0,0.4499478042125702,0,2.8661001124419272e-05,True,1.919738451761077e-06
400,0.05035332962870598,0.05035332962870598,0.05035332962870598,1.0125856399536133,1.0125856399536133,1.0125856399536133,0.0,0.4606165289878845,0,1.2548422091640532e-05,True,2.1026710328442277e-06
405,0.05029882490634918,0.05029882490634918,0.05029882490634918,1.0125720500946045,1.0125720500946045,1.0125720500946045,0.0,0.46046727895736694,0,1.409767719451338e-05,True,2.141771801689174e-06
410,0.049919139593839645,0.049919139593839645,0.049919139593839645,1.012477159500122,1.012477159500122,1.012477159500122,0.0,0.45512309670448303,0,2.2487467504106462e-05,True,2.4248608951893402e-06
415,0.05040217563509941,0.05040217563509941,0.05040217563509941,1.0125977993011475,1.0125977993011475,1.0125977993011475,0.0,0.45635896921157837,0,1.4827572158537805e-05,True,2.0679892713815207e-06
420,0.049966808408498764,0.049966808408498764,0.049966808408498764,1.0124890804290771,1.0124890804290771,1.0124890804290771,0.0,0.47197413444519043,0,4.61430026916787e-05,True,2.388331267866306e-06
425,0.049880251288414,0.049880251288414,0.049880251288414,1.0124675035476685,1.0124675035476685,1.0124675035476685,0.0,0.47153186798095703,0,7.17950752004981e-06,True,2.4546529857616406e-06
430,0.04983263835310936,0.04983263835310936,0.04983263835310936,1.0124555826187134,1.0124555826187134,1.0124555826187134,0.0,0.46487730741500854,0,2.4991895770654082e-06,True,2.4916873826441588e-06
435,0.050032466650009155,0.050032466650009155,0.050032466650009155,1.0125055313110352,1.0125055313110352,1.0125055313110352,0.0,0.469619482755661,0,2.2319640265777707e-05,True,2.3383756797557e-06
440,0.0500112920999527,0.0500112920999527,0.0500112920999527,1.012500286102295,1.012500286102295,1.012500286102295,0.0,0.4646567702293396,0,3.587831452023238e-05,True,2.3542447706859093e-06
445,0.04945870116353035,0.04945870116353035,0.04945870116353035,1.0123621225357056,1.0123621225357056,1.0123621225357056,0.0,0.4756453037261963,0,1.811803667806089e-05,True,2.7916478302358883e-06
450,0.04958668351173401,0.04958668351173401,0.04958668351173401,1.0123941898345947,1.0123941898345947,1.0123941898345947,0.0,0.468975305557251,0,6.740156095474958e-06,True,2.686803782125935e-06
455,0.04921501874923706,0.04921501874923706,0.04921501874923706,1.0123012065887451,1.0123012065887451,1.0123012065887451,0.0,0.4739729166030884,0,3.604109224397689e-05,True,2.996347802763921e-06
460,0.04927786812186241,0.04927786812186241,0.04927786812186241,1.0123169422149658,1.0123169422149658,1.0123169422149658,0.0,0.47820788621902466,0,2.1001178538426757e-06,True,2.9427737899823114e-06
465,0.04967939481139183,0.04967939481139183,0.04967939481139183,1.0124173164367676,1.0124173164367676,1.0124173164367676,0.0,0.4775768220424652,0,4.444082151167095e-05,True,2.6124380383407697e-06
470,0.04910297691822052,0.04910297691822052,0.04910297691822052,1.0122733116149902,1.0122733116149902,1.0122733116149902,0.0,0.4834102392196655,0,9.158349712379277e-06,True,3.092505721724592e-06
475,0.048882003873586655,0.048882003873586655,0.048882003873586655,1.0122179985046387,1.0122179985046387,1.0122179985046387,0.0,0.4800753593444824,0,2.520486305002123e-05,True,3.28768192048301e-06
480,0.049501873552799225,0.049501873552799225,0.049501873552799225,1.0123729705810547,1.0123729705810547,1.0123729705810547,0.0,0.47959932684898376,0,2.6095774956047535e-05,True,2.755954255917459e-06
485,0.04872744530439377,0.04872744530439377,0.04872744530439377,1.0121793746948242,1.0121793746948242,1.0121793746948242,0.0,0.4831011891365051,0,6.41708611510694e-05,True,3.4275142297701677e-06
490,0.04878177121281624,0.04878177121281624,0.04878177121281624,1.012192964553833,1.012192964553833,1.012192964553833,0.0,0.4838468134403229,0,3.463684697635472e-05,True,3.3779822388169123e-06
495,0.049170516431331635,0.049170516431331635,0.049170516431331635,1.0122902393341064,1.0122902393341064,1.0122902393341064,0.0,0.48865991830825806,0,2.788449637591839e-05,True,3.0339726890815655e-06
500,0.04910774156451225,0.04910774156451225,0.04910774156451225,1.0122745037078857,1.0122745037078857,1.0122745037078857,0.0,0.4819311201572418,0,3.9249236579053104e-05,True,3.088366838710499e-06
505,0.04813354089856148,0.04813354089856148,0.04813354089856148,1.012031078338623,1.012031078338623,1.012031078338623,0.0,0.4901633560657501,0,9.565828077029437e-05,True,3.991515768575482e-06
510,0.048439811915159225,0.048439811915159225,0.048439811915159225,1.0121076107025146,1.0121076107025146,1.0121076107025146,0.0,0.4881482720375061,0,1.729240466374904e-05,True,3.6950764297216665e-06
515,0.04911705106496811,0.04911705106496811,0.04911705106496811,1.0122768878936768,1.0122768878936768,1.0122768878936768,0.0,0.4874550700187683,0,1.178411184810102e-05,True,3.0800940749031724e-06
520,0.04830976575613022,0.04830976575613022,0.04830976575613022,1.0120750665664673,1.0120750665664673,1.0120750665664673,0.0,0.49824875593185425,0,1.6503312508575618e-05,True,3.819730409304611e-06
525,0.0481785424053669,0.0481785424053669,0.0481785424053669,1.0120422840118408,1.0120422840118408,1.0120422840118408,0.0,0.49555185437202454,0,2.8529349947348237e-05,True,3.9473952710977755e-06
530,0.04827217757701874,0.04827217757701874,0.04827217757701874,1.0120656490325928,1.0120656490325928,1.0120656490325928,0.0,0.498751163482666,0,3.4982149372808635e-05,True,3.856191597151337e-06
535,0.04877645894885063,0.04877645894885063,0.04877645894885063,1.0121917724609375,1.0121917724609375,1.0121917724609375,0.0,0.5043157339096069,0,7.49189784983173e-05,True,3.382310751476325e-06
540,0.04820952191948891,0.04820952191948891,0.04820952191948891,1.0120501518249512,1.0120501518249512,1.0120501518249512,0.0,0.4967041611671448,0,3.176272730343044e-05,True,3.9165624912129715e-06
545,0.04724425449967384,0.04724425449967384,0.04724425449967384,1.0118088722229004,1.0118088722229004,1.0118088722229004,0.0,0.5039650201797485,0,0.00010696928075049073,True,4.9171553655469324e-06
550,0.0486135333776474,0.0486135333776474,0.0486135333776474,1.0121510028839111,1.0121510028839111,1.0121510028839111,0.0,0.5103148221969604,0,5.4921285482123494e-05,True,3.532090431690449e-06
555,0.04815550893545151,0.04815550893545151,0.04815550893545151,1.0120365619659424,1.0120365619659424,1.0120365619659424,0.0,0.5043587684631348,0,1.6287958715111017e-05,True,3.969894351030234e-06
560,0.04769959673285484,0.04769959673285484,0.04769959673285484,1.0119225978851318,1.0119225978851318,1.0119225978851318,0.0,0.5095716714859009,0,1.0430929251015186e-05,True,4.431336492416449e-06
565,0.04836559668183327,0.04836559668183327,0.04836559668183327,1.0120890140533447,1.0120890140533447,1.0120890140533447,0.0,0.5098227262496948,0,8.795459871180356e-05,True,3.766053396248026e-06
570,0.047834478318691254,0.047834478318691254,0.047834478318691254,1.0119563341140747,1.0119563341140747,1.0119563341140747,0.0,0.508517861366272,0,2.8839072911068797e-05,True,4.292087851354154e-06
575,0.04769209772348404,0.04769209772348404,0.04769209772348404,1.011920690536499,1.011920690536499,1.011920690536499,0.0,0.5016722679138184,0,3.071576065849513e-05,True,4.4392763811629266e-06
580,0.048383213579654694,0.048383213579654694,0.048383213579654694,1.012093424797058,1.012093424797058,1.012093424797058,0.0,0.5166661739349365,0,6.17904297541827e-05,True,3.7491593047889182e-06
585,0.04706108570098877,0.04706108570098877,0.04706108570098877,1.011763095855713,1.011763095855713,1.011763095855713,0.0,0.5098891258239746,0,9.185931412503123e-05,True,5.119854904478416e-06
590,0.04675564542412758,0.04675564542412758,0.04675564542412758,1.0116868019104004,1.0116868019104004,1.0116868019104004,0.0,0.5112230777740479,0,9.404215961694717e-05,True,5.466799848363735e-06
595,0.04886448010802269,0.04886448010802269,0.04886448010802269,1.0122137069702148,1.0122137069702148,1.0122137069702148,0.0,0.5133984088897705,0,0.00012498610885813832,True,3.3030735266947886e-06
600,0.04653443396091461,0.04653443396091461,0.04653443396091461,1.0116314888000488,1.0116314888000488,1.0116314888000488,0.0,0.5189214944839478,0,6.924601620994508e-05,True,5.72546741750557e-06
605,0.047792255878448486,0.047792255878448486,0.047792255878448486,1.0119457244873047,1.0119457244873047,1.0119457244873047,0.0,0.5136852264404297,0,2.728981780819595e-05,True,4.335641278885305e-06
610,0.046926554292440414,0.046926554292440414,0.046926554292440414,1.0117294788360596,1.0117294788360596,1.0117294788360596,0.0,0.519821047782898,0,5.846761632710695e-05,True,5.271324425848434e-06
615,0.04752733185887337,0.04752733185887337,0.04752733185887337,1.011879563331604,1.011879563331604,1.011879563331604,0.0,0.5208691358566284,0,6.220836075954139e-05,True,4.6121981540636625e-06
620,0.04756302013993263,0.04756302013993263,0.04756302013993263,1.0118885040283203,1.0118885040283203,1.0118885040283203,0.0,0.5149277448654175,0,5.789042916148901e-06,True,4.574321792460978e-06
625,0.04637009650468826,0.04637009650468826,0.04637009650468826,1.0115904808044434,1.0115904808044434,1.0115904808044434,0.0,0.5235111713409424,0,6.127313827164471e-05,True,5.921102911088383e-06
630,0.047520995140075684,0.047520995140075684,0.047520995140075684,1.0118780136108398,1.0118780136108398,1.0118780136108398,0.0,0.5289586782455444,0,4.1541497921571136e-05,True,4.618776529241586e-06
635,0.04707273095846176,0.04707273095846176,0.04707273095846176,1.011765956878662,1.011765956878662,1.011765956878662,0.0,0.5242940187454224,0,5.202775355428457e-05,True,5.1070633162453305e-06
640,0.0469968318939209,0.0469968318939209,0.0469968318939209,1.0117470026016235,1.0117470026016235,1.0117470026016235,0.0,0.5296406745910645,0,2.1067040506750345e-05,True,5.192089702177327e-06
645,0.046986207365989685,0.046986207365989685,0.046986207365989685,1.0117443799972534,1.0117443799972534,1.0117443799972534,0.0,0.5293020009994507,0,2.8046779334545135e-06,True,5.2039081310795154e-06
650,0.04698292911052704,0.04698292911052704,0.04698292911052704,1.0117435455322266,1.0117435455322266,1.0117435455322266,0.0,0.5315753221511841,0,3.747647861018777e-05,True,5.207673439144855e-06
655,0.04687301814556122,0.04687301814556122,0.04687301814556122,1.0117161273956299,1.0117161273956299,1.0117161273956299,0.0,0.5225493907928467,0,3.366178134456277e-05,True,5.332092314347392e-06
660,0.04679913818836212,0.04679913818836212,0.04679913818836212,1.0116976499557495,1.0116976499557495,1.0116976499557495,0.0,0.5325261354446411,0,3.2676878618076444e-05,True,5.4167744565347675e-06
665,0.046315405517816544,0.046315405517816544,0.046315405517816544,1.011576771736145,1.011576771736145,1.011576771736145,0.0,0.5247659087181091,0,7.487484253942966e-05,True,5.987242730043363e-06
670,0.04587697237730026,0.04587697237730026,0.04587697237730026,1.0114672183990479,1.0114672183990479,1.0114672183990479,0.0,0.5337961912155151,0,7.876398740336299e-06,True,6.528994163090829e-06
675,0.04776732996106148,0.04776732996106148,0.04776732996106148,1.011939525604248,1.011939525604248,1.011939525604248,0.0,0.531007707118988,0,9.978972957469523e-05,True,4.361187166068703e-06
680,0.046135444194078445,0.046135444194078445,0.046135444194078445,1.0115318298339844,1.0115318298339844,1.0115318298339844,0.0,0.5304534435272217,0,5.139506538398564e-05,True,6.206640591699397e-06
685,0.045793693512678146,0.045793693512678146,0.045793693512678146,1.011446475982666,1.011446475982666,1.011446475982666,0.0,0.535975456237793,0,6.881277658976614e-05,True,6.634216788370395e-06
690,0.0473211370408535,0.0473211370408535,0.0473211370408535,1.011828064918518,1.011828064918518,1.011828064918518,0.0,0.5301006436347961,0,0.00012040507863275707,True,4.833392267755698e-06
695,0.045975517481565475,0.045975517481565475,0.045975517481565475,1.0114917755126953,1.0114917755126953,1.0114917755126953,0.0,0.5339430570602417,0,5.326775135472417e-05,True,6.405510703189066e-06
700,0.04618412256240845,0.04618412256240845,0.04618412256240845,1.0115439891815186,1.0115439891815186,1.0115439891815186,0.0,0.5405881404876709,0,2.724773366935551e-05,True,6.146890882519074e-06
705,0.04645732790231705,0.04645732790231705,0.04645732790231705,1.0116121768951416,1.0116121768951416,1.0116121768951416,0.0,0.5333650708198547,0,1.0491086868569255e-05,True,5.8171899581793696e-06
710,0.04606415703892708,0.04606415703892708,0.04606415703892708,1.0115139484405518,1.0115139484405518,1.0115139484405518,0.0,0.5320935845375061,0,4.234924563206732e-05,True,6.2950330175226554e-06
715,0.04612613469362259,0.04612613469362259,0.04612613469362259,1.0115294456481934,1.0115294456481934,1.0115294456481934,0.0,0.5354132652282715,0,8.411152521148324e-06,True,6.218386261025444e-06
720,0.046054232865571976,0.046054232865571976,0.046054232865571976,1.0115115642547607,1.0115115642547607,1.0115115642547607,0.0,0.542140543460846,0,7.072367588989437e-05,True,6.306866907834774e-06
