metric,L0,L1,L2
mean,0.13885031640529633,0.07472915947437286,0.05922199785709381
std,0.026538217440247536,0.010488354600965977,0.005582190118730068
q05,0.09746401011943817,0.05998985469341278,0.05148524418473244
q25,0.12173937261104584,0.06696845591068268,0.055323343724012375
q50,0.13689486682415009,0.07434342801570892,0.058870770037174225
q75,0.15591633319854736,0.08159022778272629,0.06244352087378502
q95,0.18108832836151123,0.09238623082637787,0.06889908760786057
min,0.07299450039863586,0.04947809502482414,0.04397067055106163
max,0.21258388459682465,0.10824823379516602,0.08100000768899918
