metric,L0,L1,L2
top1_explained_var,0.2053668349981308,0.08360058814287186,0.06333284080028534
top5_cumulative_var,0.5704514384269714,0.34399938583374023,0.29204487800598145
top10_cumulative_var,0.7851585745811462,0.5897783637046814,0.5262628197669983
effective_rank,15.648193359375,22.168167114257812,23.63732147216797
spectral_entropy,0.7935848429419045,0.8940835241111298,0.9125989699238387
condition_number,5844.365234375,4735.41552734375,4602.005859375
eigenvalue_mean,0.0006098166923038661,0.00017736396694090217,0.0001105056144297123
eigenvalue_std,0.00085309031419456,0.00013494053564500064,7.172329060267657e-05
