metric,L0,L1,L2
top1_explained_var,0.21885833144187927,0.08917801082134247,0.07757648825645447
top5_cumulative_var,0.6422449350357056,0.3942149579524994,0.3392981290817261
top10_cumulative_var,0.8611146211624146,0.6813678741455078,0.6134918928146362
effective_rank,12.80295467376709,18.535755157470703,20.047508239746094
spectral_entropy,0.7356809673257503,0.8424477969813818,0.8650701884966947
condition_number,22327.78125,22153.490234375,34108.9921875
eigenvalue_mean,0.0005916297086514533,0.00017525680596008897,0.0001139603482442908
eigenvalue_std,0.0009383577853441238,0.00016544062236789614,9.429735655430704e-05
