metric,L0,L1,L2
mean,0.1357998549938202,0.07447506487369537,0.06024099513888359
std,0.026033291593194008,0.009269013069570065,0.00464981934055686
q05,0.09514741599559784,0.05955897271633148,0.053428761661052704
q25,0.12127656489610672,0.06839365512132645,0.05734025686979294
q50,0.1354829967021942,0.07516341656446457,0.05959111079573631
q75,0.15349970757961273,0.07966095209121704,0.0638946071267128
q95,0.1700361669063568,0.08844459056854248,0.06759179383516312
min,0.07495136559009552,0.05592172220349312,0.049804333597421646
max,0.2137756198644638,0.09493324160575867,0.07228710502386093
