kappa,layer,c,distortion,spearman,kendall,nn_overlap_1,nn_overlap_5
10.0,L1,0.0,0.08272449672222137,0.14284099638462067,0.09832984893470736,0.00151179195381701,0.02348316871598468
10.0,L1,0.01,0.08267892152070999,0.1428413838148117,0.0983310497972921,0.00151179195381701,0.02348316871598468
10.0,L1,0.1,0.08268260955810547,0.1428477019071579,0.09833440928328772,0.00151179195381701,0.02348316871598468
10.0,L1,0.5,0.08269896358251572,0.14287105202674866,0.0983506837464468,0.00151179195381701,0.02348316871598468
10.0,L1,1.0,0.08271957188844681,0.14290127158164978,0.09836982688801146,0.00151179195381701,0.02348316871598468
10.0,L1,2.0,0.08276090770959854,0.14295171201229095,0.09839734444585997,0.00151179195381701,0.02348316871598468
10.0,L1,5.0,0.08288683742284775,0.14307333528995514,0.09847986650029142,0.00151179195381701,0.02348316871598468
10.0,L1,10.0,0.0831032320857048,0.14335253834724426,0.09864801067516228,0.00151179195381701,0.02348316871598468
10.0,L2,-1.0,0.07562199234962463,0.07834096252918243,0.05223020086168011,0.0007055029273033142,0.010380971578310824
10.0,L2,0.0,0.07562199234962463,0.07834096252918243,0.05223020086168011,0.0007055029273033142,0.010380971578310824
10.0,L2,0.01,0.07559946924448013,0.07834190130233765,0.052231323120383484,0.0007055029273033142,0.010380971578310824
10.0,L2,0.1,0.07560093700885773,0.07834435254335403,0.05223353937443213,0.0007055029273033142,0.010380971578310824
10.0,L2,0.5,0.07560743391513824,0.0783575102686882,0.05224312945714304,0.0007055029273033142,0.010380971578310824
10.0,L2,1.0,0.07561559230089188,0.07837245613336563,0.05225395603556513,0.0007055029273033142,0.010380971578310824
10.0,L2,2.0,0.07563195377588272,0.07839816063642502,0.05227304244347992,0.0007055029273033142,0.010380971578310824
10.0,L2,5.0,0.0756814181804657,0.0784827470779419,0.05232769279225498,0.0007055029273033142,0.010380971578310824
10.0,L2,10.0,0.07576514780521393,0.07863125950098038,0.052432195965693276,0.0007055029273033142,0.010380971578310824
20.0,L0,-1.0,0.050741929560899734,0.5754225850105286,0.42469150682446666,0.003729086834937334,0.07337230397097359
20.0,L0,0.0,0.050741929560899734,0.5754225850105286,0.42469150682446666,0.003729086834937334,0.07337230397097359
20.0,L0,0.01,0.050647757947444916,0.5754320621490479,0.4246983531506529,0.003729086834937334,0.07337230397097359
20.0,L0,0.1,0.05065913498401642,0.5754586458206177,0.4247025706082136,0.003729086834937334,0.07337230397097359
20.0,L0,0.5,0.050710275769233704,0.575505256652832,0.42472049568675263,0.003729086834937334,0.07337230397097359
20.0,L0,1.0,0.05077563226222992,0.5755482316017151,0.42472462742066147,0.003729086834937334,0.07337230397097359
20.0,L0,2.0,0.050911229103803635,0.5757572650909424,0.4248241273969115,0.003729086834937334,0.07337230397097359
20.0,L0,5.0,0.05135926604270935,0.5763022303581238,0.4251453941091025,0.003729086834937334,0.07337230397097359
20.0,L0,10.0,0.052260126918554306,0.5768666863441467,0.4253627745908953,0.003729086834937334,0.07337230397097359
20.0,L1,-1.0,0.07815133780241013,0.14576664566993713,0.09856498323911679,0.0012094335397705436,0.024188671638782504
20.0,L1,0.0,0.07815133780241013,0.14576664566993713,0.09856498323911679,0.0012094335397705436,0.024188671638782504
20.0,L1,0.01,0.07811538875102997,0.145766943693161,0.09856708044484018,0.0012094335397705436,0.024188671638782504
20.0,L1,0.1,0.0781177431344986,0.14577138423919678,0.09856922855312714,0.0012094335397705436,0.024188671638782504
20.0,L1,0.5,0.07812836766242981,0.14579422771930695,0.09858027916723706,0.0012094335397705436,0.024188671638782504
20.0,L1,1.0,0.07814168184995651,0.14581142365932465,0.09859063468496317,0.0012094335397705436,0.024188671638782504
20.0,L1,2.0,0.07816847413778305,0.1458730697631836,0.0986233210355386,0.0012094335397705436,0.024188671638782504
20.0,L1,5.0,0.07824975252151489,0.14605700969696045,0.09874677246912912,0.0012094335397705436,0.024188671638782504
20.0,L1,10.0,0.0783885270357132,0.14635153114795685,0.0989537990282791,0.0012094335397705436,0.024188671638782504
20.0,L2,-1.0,0.07330330461263657,0.07509084790945053,0.04931057492634214,0.00040314451325684786,0.008566821205402137
20.0,L2,0.0,0.07330330461263657,0.07509084790945053,0.04931057492634214,0.00040314451325684786,0.008566821205402137
20.0,L2,0.01,0.07328351587057114,0.07509029656648636,0.04931115356888833,0.00040314451325684786,0.008566821205402137
20.0,L2,0.1,0.07328484207391739,0.07509275525808334,0.049312263571226846,0.00040314451325684786,0.008566821205402137
20.0,L2,0.5,0.07329084724187851,0.07509954273700714,0.04931654778303253,0.00040314451325684786,0.008566821205402137
20.0,L2,1.0,0.07329833507537842,0.0751105323433876,0.04932492651778497,0.00040314451325684786,0.008566821205402137
20.0,L2,2.0,0.07331343740224838,0.07513479143381119,0.049340747837169116,0.00040314451325684786,0.008566821205402137
20.0,L2,5.0,0.0733589455485344,0.07520321756601334,0.04938861641166398,0.00040314451325684786,0.008566821205402137
20.0,L2,10.0,0.0734359622001648,0.07531417161226273,0.04946671480037256,0.00040314451325684786,0.008566821205402137
